ema20_current,uosc_current,class
242.80804232857471,21.73981761800549,1
243.02817124666146,25.79184034575511,1
243.10911759592483,27.410741074107047,0
243.18830584822425,25.458241947805533,1
243.24745301310742,22.059716360914866,1
243.32299027329418,22.53823196687541,0
243.3803219293884,17.008123195731017,0
243.43368119754837,18.001621612297242,0
243.47541036069975,21.294207393056475,0
243.4831061194764,18.823053158624145,1
243.48560563947842,18.40018779047218,1
243.56325338078815,24.898530091291583,1
243.62606399778667,20.041599065123695,0
243.6218565579633,22.632547091945906,1
243.60543272522187,15.68505663134856,1
243.57499767236592,17.598505696236007,1
243.58541488616103,25.244667205092536,1
243.60585156366957,25.249840853002485,1
243.6368412400411,24.48608887900327,0
243.63988082045898,20.68233353947642,1
243.65513026612962,23.03139518331161,0
243.668927383641,25.313688402191204,1
243.67188668043715,27.7983641514426,0
243.6073040003257,32.136985555576594,0
243.53263329922112,31.831787260358386,1
243.5390491754857,33.67464714709917,0
243.54782955549385,30.50520907663741,1
243.5846293632221,27.385426892815772,1
243.4824772213984,38.083953960731904,0
243.49515763676848,45.29616724738735,1
243.49561881421917,38.155061019383176,1
243.51805922863358,41.79587880618865,1
243.53836246072282,42.747729538901595,0
244.865743807797,11.016211916399515,1
244.9529290156389,10.700751923449292,0
245.0112754815163,11.397583103340258,0
245.25567103400329,25.58364296705452,0
245.29113600585944,26.44745501293643,1
245.30821094057927,20.504068649828078,1
245.30505059744948,20.10329201522816,1
245.3517326454736,16.042671807504803,0
246.35668006786668,18.091746962714303,0
246.28226323745014,13.347815385319764,0
245.91805783334868,25.024668661996568,0
245.91544746069675,22.66507885341846,0
245.90982252579633,19.125336279995143,1
246.04466204697792,18.533360537814385,1
246.09546641525884,23.974840469084764,0
246.11643357407087,26.17734288287027,1
246.32685978092744,21.78115975099018,1
246.3559530000833,21.20493225785105,0
246.35597803129951,22.597534560382535,1
246.34647686906655,17.862198395321165,0
243.3005158945725,42.98227227399214,0
243.3510051490398,40.04091994637346,1
243.360134634689,38.65157398992244,0
243.41386236904182,29.467876039305487,0
243.45450350009202,25.602943840185226,0
243.46588803621484,31.432506261682025,0
243.4801483739834,33.68136187095412,1
243.4835267748217,33.28713458506989,0
243.41758119532898,30.263857267044934,1
243.4576868138441,35.26533304614739,0
243.46826491104267,35.51621465746649,1
243.4962859986712,35.2383180954608,0
243.53264999060036,30.00099267330749,0
243.53102823747517,33.81157340985156,1
243.561107905178,41.478646253021104,0
243.56778745378688,35.67655987503232,1
243.6053778230587,42.090403875300176,0
243.60337787964505,44.50969795231997,0
243.47725870881715,24.090984102535906,0
243.51543482358952,23.367220712535282,0
243.53450022922726,22.030616651112343,0
243.52972672332132,20.930118181710338,0
243.53641941633828,23.598901098901,1
243.54098694023128,20.58849779661936,0
243.55048787212868,19.07207006191723,1
243.56323935261327,23.222917307625213,1
243.5887635252758,30.54741988643785,0
243.5963819356714,35.26624442880442,0
243.60773809253936,35.5825206580791,1
243.61950048044707,38.38355303274524,0
243.63014264093502,40.77758625813279,0
243.63173522259427,37.97508151814147,0
243.6373136549837,39.402789901124265,1
243.3992271261044,23.64773866535798,1
243.4058490030877,26.14139814600563,0
243.3799187624617,40.707841220730856,1
243.50593417329483,38.199920714206435,0
243.64494681463356,34.934560388860234,0
243.73470987928033,31.093998491570744,1
244.05805512794174,22.414338104076982,1
244.11651058343682,21.35090829231859,0
244.16791108290508,19.118047448054604,0
244.20340471739672,19.248889408464443,0
243.30443871360828,19.21139380253013,0
243.30165569150776,46.43433231459743,1
243.3139973557042,56.2979917565609,1
243.35671059146011,56.73128261177804,1
243.4423777568309,56.45098948670705,0
243.50976514423428,43.778893660313855,1
243.70404274295217,27.796629444037556,1
244.06405391858522,21.582156528700303,0
244.12193806068558,24.40108987600564,0
244.15079849893291,21.897842594564352,0
244.179885863592,23.470062016355136,0
244.19370365394352,22.459849038908096,1
244.18567007542484,17.539360562863887,1
244.21079869360514,21.363808605188233,1
244.22316017469691,21.907519585081612,1
244.24238041160982,22.359463608892398,0
244.27226949887117,21.19047920468336,0
244.27282553840038,22.151191698592022,1
244.26737754262746,28.53547406734099,0
244.25441236386013,26.705413759481825,0
243.60600040182243,32.89703926646609,1
243.6309064056638,36.99339763163145,0
243.64105947834895,30.552163548508094,0
243.6597694012546,27.50345713227412,0
243.67520965695155,25.68820737495389,1
243.7031665309972,25.71765347360269,0
243.71744926629685,23.572125142941925,0
243.0698260548477,31.488374427887784,0
243.1383383351474,28.90510468289171,0
243.1383383351474,28.90510468289171,1
243.35168511790573,20.766228061634067,0
243.3982478919212,21.60682454800091,0
243.4323400762957,20.9438278518816,1
243.45723430681159,22.39925482890425,1
243.51279239616932,30.2793265847447,0
243.5914204416193,27.290729283839113,1
243.6481860179817,31.71212972033501,1
243.71710519823483,33.113674577969014,1
244.18370312764912,25.780138262747503,1
244.3003834654829,23.77513642819716,0
244.3122491032734,21.334289747762075,1
244.3134608707981,18.502682733675357,1
244.38292331426982,17.408876232405245,0
244.39198851423717,19.015269484327774,1
