ema50_current,mom10_current,class
243.04244851562999,0.30000000000001137,1
243.09723482203853,0.8000000000000114,1
243.12724866225426,1.0,0
243.156699094496,1.1000000000000227,1
243.1810730391989,1.0,1
243.2141750962919,1.200000000000017,0
243.2414438595034,0.9000000000000057,0
243.26764325945183,0.8000000000000114,0
243.28766645258773,0.19999999999998866,0
243.2920716897411,-0.19999999999998866,1
243.29630417249646,-0.09999999999999433,1
243.3358460758752,0.19999999999998866,1
243.36835825758973,-0.09999999999999433,0
243.3818952129344,-0.19999999999998866,1
243.3884166211081,0.0,1
243.39263933389682,-0.5,1
243.40653350945578,0.0,1
243.42564520011646,0.0,1
243.44915619207558,0.30000000000001137,0
243.46144762562298,0.2999999999999829,1
243.477792216164,0.30000000000001137,0
243.49349584237004,0.20000000000001705,1
243.50588928220586,0.2999999999999829,0
243.53107009325439,-0.09999999999999433,0
243.51574372563167,-0.19999999999998866,1
243.52518394693396,-0.09999999999999433,0
243.53548117421505,0.09999999999999433,1
243.56641740178765,0.19999999999998866,1
243.5552229905087,-0.19999999999998866,0
243.55697895166531,-0.09999999999999433,1
243.55474448297244,-0.19999999999998866,1
243.5598271723899,0.19999999999998866,1
243.5647105406536,0.09999999999999433,0
244.18102591608482,1.6999999999999886,1
244.24318168121968,1.5999999999999943,0
244.29321601201,-0.8999999999999773,0
244.55473397200885,0.5,0
244.59500498737748,-0.19999999999998866,1
244.65700775575604,0.2999999999999829,1
244.69964402460653,0.5999999999999943,1
244.8391419196336,0.5,0
246.10498976297816,-0.30000000000001137,0
246.1106962145661,-0.3999999999999773,0
246.0194204556496,0.10000000000002274,0
246.0223405013616,-0.09999999999999433,0
246.03074637938067,0.7999999999999828,1
246.08648833757584,0.8000000000000114,1
246.10699971877625,0.09999999999999433,0
246.11702277872755,0.0,1
246.21835573997515,0.30000000000001137,1
246.2333196869252,-0.09999999999999433,0
246.23139942716784,-0.30000000000001137,1
246.2274737191914,-0.4000000000000057,0
243.47562457812992,-0.09999999999999433,0
243.45194484822804,-0.19999999999998866,1
243.44254453094032,0.0,0
243.4193215270121,0.19999999999998866,0
243.4223516561689,0.3999999999999773,0
243.41068678503564,-0.4000000000000057,0
243.40829314679337,0.2999999999999829,1
243.40391262419402,0.19999999999998866,0
243.35169122077892,-0.2999999999999829,1
243.3612556220941,0.0,0
243.3712317520857,0.09999999999999433,1
243.38719265139287,0.0,0
243.41503967685944,0.30000000000001137,0
243.4226666918136,0.30000000000001137,1
243.4436001301281,0.5,0
243.45464230130239,0.4000000000000057,1
243.47824336277438,0.5999999999999943,0
243.48731337043762,0.0,0
243.4738747829836,0.20000000000001705,0
243.4928000608603,0.30000000000001137,0
243.5033799701416,0.19999999999998866,0
243.50386102766103,0.19999999999998866,0
243.5082447888069,0.4000000000000057,1
243.5130702431192,0.4000000000000057,0
243.52154726678987,0.19999999999998866,1
243.53038622929424,0.2999999999999829,1
243.54280013444543,0.0,0
243.55141925652737,-0.10000000000002274,0
243.55970037382176,0.0,1
243.56765674141843,0.19999999999998866,0
243.57468748923145,0.09999999999999433,0
243.5744529259767,0.0,0
243.580026773318,0.0,1
243.4807546650657,0.19999999999998866,1
243.48089577871468,0.30000000000001137,0
243.4136662072789,0.9000000000000057,1
243.46363079689957,1.1999999999999886,0
243.52131994420768,1.5999999999999943,0
243.56314125002723,1.200000000000017,1
243.72565081729766,2.200000000000017,1
243.76031268948935,1.6999999999999886,0
243.7936152725756,0.09999999999999433,0
243.82169030338383,0.4000000000000057,0
243.47943632327932,1.1999999999999886,0
243.4577724455459,0.19999999999998866,1
243.45673407018205,0.0,1
243.46750112130297,0.19999999999998866,1
243.49598663110697,0.7999999999999828,0
243.51489831947208,0.5,1
243.58457806898528,0.8000000000000114,1
243.76641211403037,0.9000000000000057,0
243.8031571362052,0.4000000000000057,0
243.82939082912742,0.4000000000000057,0
243.85398214441014,0.6000000000000227,0
243.87736915796813,0.09999999999999433,1
243.8895414750127,-0.30000000000001137,1
243.913461844291,-0.6000000000000227,1
243.9228578186069,-0.4000000000000057,1
243.93519328660145,-0.2999999999999829,0
243.95342100085227,-0.09999999999999433,0
243.96124994942073,-0.10000000000002274,1
243.96570385355844,-0.10000000000002274,0
243.9666751315292,-0.09999999999999433,0
243.7866210868114,0.19999999999998866,1
243.79681520218614,0.5,0
243.8000081230579,0.4000000000000057,0
243.8051565838701,0.5999999999999943,0
243.81255756573015,0.5999999999999943,1
243.82358988163492,0.8000000000000114,0
243.82904077833697,0.5,0
243.32024394552025,-0.09999999999999433,0
243.32228789451136,0.5999999999999943,0
243.32228789451136,0.5999999999999943,1
243.36140400928653,0.8999999999999773,0
243.3716142565921,0.3999999999999773,0
243.3768889280473,0.4000000000000057,1
243.38257035500945,0.5,1
243.4034753190044,0.4000000000000057,0
243.4409310230653,0.5,1
243.4659233235105,0.30000000000001137,1
243.49961948710109,0.2999999999999829,1
243.73536917847224,1.0,1
243.8156778387047,0.7999999999999828,0
243.83835249684574,0.4000000000000057,1
243.85560277871136,0.19999999999998866,1
243.91716470418132,-0.09999999999999433,0
243.93916744850443,-0.7999999999999828,1
