ema100_previous,ema200_current,class
243.196788730931,243.17811443537647,1
243.1984617360954,243.1933459797288,1
243.2059823509734,243.2010954335464,0
243.21960454887298,243.209079250263,1
243.23295700028004,243.21583286519532,1
243.24344502462958,243.2251322735149,0
243.2576857613686,243.2328769176945,0
243.26904448124196,243.24054450073783,0
243.28048818799888,243.24714076454683,0
243.28941517665172,243.25021911142517,1
243.29067523904556,243.2534225639321,1
243.29510120075506,243.26808485911803,1
243.31832599968052,243.28197290890552,0
243.33423429927083,243.29364627052482,1
243.34333429981152,243.30128581252617,1
243.3461699534798,243.307490484158,1
243.3498359170736,243.31357635472497,1
243.3580095074276,243.32044095829545,1
243.36831135455623,243.32760933844415,0
243.38131913882043,243.3325606057296,1
243.38917921106997,243.33861336749587,0
243.3982440122856,243.34476163872287,1
243.40743922451642,243.34969797230028,0
243.4280617262874,243.36802615136082,0
243.4261872955911,243.36950207796414,1
243.42857866939048,243.37304147719482,0
243.43290288727312,243.37685713041512,1
243.44520989795586,243.3905189710545,1
243.4523268108566,243.40151501920658,0
243.45160054841358,243.40442440981647,1
243.4551589754741,243.40646556233645,1
243.4563568285833,243.41063219057838,1
243.4621111819273,243.4152245676712,0
243.79891034944708,243.63323011555946,1
243.82994300544357,243.6555426029863,0
243.8701414176561,243.6756430258617,0
244.06698771434986,243.78647319094304,0
244.10478228197974,243.80231183892272,1
244.1605821420248,243.83102294148858,1
244.18798273851326,243.8491264286509,1
244.29215725348308,243.91028934954895,0
245.8291511277565,245.18199677075197,0
245.8574713615745,245.236674674194,0
245.85604198450312,245.3294006245415,0
245.86638279248183,245.34136827730995,0
245.87607307843425,245.375140199488,1
245.9107613532351,245.4212968492035,1
245.92862768583853,245.43794817983886,0
245.94552040561916,245.4521323039492,1
246.02046517632968,245.5210302663626,1
246.04163667268475,245.54581640464676,0
246.05245192054863,245.55606335685874,1
246.0590926090496,245.56521332447159,0
244.254322216065,244.834333234004,0
244.18481345280463,244.77997663331814,1
244.15737520939186,244.76235212388653,0
244.0854531053185,244.7143552881337,0
244.06549234972576,244.70208189744443,0
244.03414825579983,244.67238046061885,0
244.01353315183098,244.6596854409755,1
243.9979064878408,244.6461217150597,0
243.88286031894748,244.55441364795558,1
243.85491179066432,244.53071026543304,0
243.845215351992,244.51864621974252,1
243.83385144982952,244.5076972391832,0
243.82283330127632,244.49754075668758,0
243.8146333559607,244.4845002590923,1
243.8006551917408,244.4755090079956,0
243.79444397705845,244.46430570044043,1
243.78315571256888,244.4571333588858,0
243.7786513961876,244.44658010144832,0
243.62661089167355,244.33517016923562,0
243.62229653862755,244.3276647896797,0
243.61775770628597,244.31939480158763,0
243.61163846582176,244.30874984434516,0
243.6013700903672,244.2998287757349,1
243.59390507115882,244.29115220992267,0
243.58436189078486,244.2735915629912,1
243.57971296384312,244.2653924091177,1
243.57682638085092,244.25795839184812,0
243.57659697999665,244.24960332002442,0
243.5737720996549,244.2416428551354,1
243.57224280565552,244.2336058629061,0
243.570433882676,244.22533736885697,0
243.5689706919833,244.21600038755852,0
243.56312693721958,244.19729119488719,1
243.45556562196705,244.02673608962624,1
243.45396621440563,244.01838021558385,0
243.42345827477791,243.9138514134928,1
243.43766415086878,243.9176591704376,0
243.4630392727289,243.92357482495086,0
243.49156240093876,243.92613507071147,1
243.57290930380054,243.94607357889316,1
243.60340637005638,243.94971645322295,0
243.62673911589187,243.95254440031627,0
243.64929991512696,243.95403771186488,0
243.51850261103328,243.76171689983872,0
243.49592542280257,243.7060902707865,1
243.49600610749957,243.698528254014,1
243.49317526037171,243.69464949960042,1
243.4978906238292,243.69556811899145,0
243.512602790038,243.6946432840854,1
243.5410269315197,243.6984073436652,1
243.6277891318433,243.7259243286216,0
243.64952012843827,243.7312905349166,0
243.669460434308,243.7346132963731,0
243.68349592644898,243.737591523634,0
243.6978733121113,243.73923362002532,1
243.7087461509301,243.73855785550563,1
243.7275116317107,243.74056688508657,1
243.73903722122918,243.7415564321067,1
243.7509544053113,243.74399836560193,0
243.765235627629,243.74694381828903,0
243.78152416351418,243.7474027053993,1
243.79321984606514,243.74785702646872,0
243.8037541948537,243.74777900989318,0
243.73284957923732,243.6785659452428,1
243.73156148672714,243.67710871712399,0
243.73551672689067,243.6769298924438,0
243.73741344744647,243.67774787198908,0
243.74156271922902,243.67886918432689,1
243.74562982721366,243.6811301001497,0
243.751906508456,243.6817505506377,0
243.52681253462097,243.54160063129586,0
243.5216854810329,243.5414856496717,0
243.5216854810329,243.5414856496717,1
243.518438813644,243.5500049294603,0
243.51986470045483,243.55243183340087,0
243.52095243985409,243.55383956416782,1
243.51817896966287,243.55554475955554,1
243.51608024373226,243.56084100623642,0
243.52516221137554,243.5690480145738,1
243.5310351816962,243.57427050970742,1
243.5412513498301,243.58158682541253,1
243.65359815238145,243.64007765481801,1
243.70239291611657,243.6628061645771,0
243.72574573034674,243.6707037612065,1
243.74269551855275,243.67737201396287,1
243.7791260172029,243.69757533526607,0
243.79482958383943,243.70627773081958,1
