ema100_previous,sma50_current,class
243.196788730931,243.18,1
243.1984617360954,243.182,1
243.2059823509734,243.19,0
243.21960454887298,243.2,1
243.23295700028004,243.21,1
243.24344502462958,243.226,0
243.2576857613686,243.23999999999995,0
243.26904448124196,243.25399999999996,0
243.28048818799888,243.264,0
243.28941517665172,243.264,1
243.29067523904556,243.264,1
243.29510120075506,243.278,1
243.31832599968052,243.28,0
243.33423429927083,243.276,1
243.34333429981152,243.268,1
243.3461699534798,243.266,1
243.3498359170736,243.272,1
243.3580095074276,243.28400000000002,1
243.36831135455623,243.29999999999995,0
243.38131913882043,243.308,1
243.38917921106997,243.318,0
243.3982440122856,243.32799999999997,1
243.40743922451642,243.342,0
243.4280617262874,243.4,0
243.4261872955911,243.422,1
243.42857866939048,243.442,0
243.43290288727312,243.46599999999998,1
243.44520989795586,243.52000000000004,1
243.4523268108566,243.596,0
243.45160054841358,243.596,1
243.4551589754741,243.59600000000003,1
243.4563568285833,243.594,1
243.4621111819273,243.592,0
243.79891034944708,243.864,1
243.82994300544357,243.898,0
243.8701414176561,243.926,0
244.06698771434986,244.12800000000004,0
244.10478228197974,244.164,1
244.1605821420248,244.22800000000004,1
244.18798273851326,244.272,1
244.29215725348308,244.4,0
245.8291511277565,245.924,0
245.8574713615745,245.93,0
245.85604198450312,245.98999999999995,0
245.86638279248183,246.002,0
245.87607307843425,246.05000000000004,1
245.9107613532351,246.108,1
245.92862768583853,246.122,0
245.94552040561916,246.13,1
246.02046517632968,246.198,1
246.04163667268475,246.214,0
246.05245192054863,246.212,1
246.0590926090496,246.21599999999998,0
244.254322216065,243.768,0
244.18481345280463,243.694,1
244.15737520939186,243.67,0
244.0854531053185,243.582,0
244.06549234972576,243.55599999999998,0
244.03414825579983,243.498,0
244.01353315183098,243.466,1
243.9979064878408,243.44000000000003,0
243.88286031894748,243.288,1
243.85491179066432,243.25600000000003,0
243.845215351992,243.25800000000004,1
243.83385144982952,243.26800000000003,0
243.82283330127632,243.306,0
243.8146333559607,243.32,1
243.8006551917408,243.34,0
243.79444397705845,243.356,1
243.78315571256888,243.376,0
243.7786513961876,243.39,0
243.62661089167355,243.456,0
243.62229653862755,243.47599999999997,0
243.61775770628597,243.484,0
243.61163846582176,243.486,0
243.6013700903672,243.488,1
243.59390507115882,243.492,0
243.58436189078486,243.498,1
243.57971296384312,243.504,1
243.57682638085092,243.51,0
243.57659697999665,243.518,0
243.5737720996549,243.52599999999998,1
243.57224280565552,243.534,0
243.570433882676,243.54000000000005,0
243.5689706919833,243.53600000000003,0
243.56312693721958,243.548,1
243.45556562196705,243.524,1
243.45396621440563,243.522,0
243.42345827477791,243.45,1
243.43766415086878,243.474,0
243.4630392727289,243.504,0
243.49156240093876,243.528,1
243.57290930380054,243.616,1
243.60340637005638,243.63,0
243.62673911589187,243.644,0
243.64929991512696,243.658,0
243.51850261103328,243.50600000000003,0
243.49592542280257,243.51799999999997,1
243.49600610749957,243.522,1
243.49317526037171,243.52599999999998,1
243.4978906238292,243.53800000000004,0
243.512602790038,243.548,1
243.5410269315197,243.582,1
243.6277891318433,243.69,0
243.64952012843827,243.71599999999998,0
243.669460434308,243.73799999999997,0
243.68349592644898,243.75799999999995,0
243.6978733121113,243.79,1
243.7087461509301,243.814,1
243.7275116317107,243.814,1
243.73903722122918,243.808,1
243.7509544053113,243.8,0
243.765235627629,243.79999999999995,0
243.78152416351418,243.794,1
243.79321984606514,243.778,0
243.8037541948537,243.76400000000004,0
243.73284957923732,243.78600000000003,1
243.73156148672714,243.81600000000003,0
243.73551672689067,243.82599999999996,0
243.73741344744647,243.83,0
243.74156271922902,243.842,1
243.74562982721366,243.854,0
243.751906508456,243.862,0
243.52681253462097,243.51000000000005,0
243.5216854810329,243.484,0
243.5216854810329,243.484,1
243.518438813644,243.43600000000004,0
243.51986470045483,243.426,0
243.52095243985409,243.414,1
243.51817896966287,243.404,1
243.51608024373226,243.406,0
243.52516221137554,243.41599999999997,1
243.5310351816962,243.426,1
243.5412513498301,243.44200000000004,1
243.65359815238145,243.56600000000003,1
243.70239291611657,243.612,0
243.72574573034674,243.624,1
243.74269551855275,243.634,1
243.7791260172029,243.662,0
243.79482958383943,243.672,1
