ema30_previous,rsi14_current,class
242.9144385936486,-3.07777613282434,1
242.98529712205425,18.323516316432414,1
243.01850375934106,24.76988694583753,0
243.07295857572075,24.76988694583753,1
243.12591803017983,20.836230548135052,1
243.16900913273852,25.061974356347164,0
243.2222233899707,21.160900258450692,0
243.2645439303941,21.160900258450692,0
243.3041341133707,16.63657763603696,0
243.33673633013032,2.0195353174736543,1
243.34586248731742,2.0195353174736543,1
243.36493252760067,22.12965611870645,1
243.43955676419841,13.686773613094175,0
243.48380094054627,1.3427049995352152,1
243.50802759313214,-3.6859918027169267,1
243.51103901776986,1.4764203268832716,1
243.51638037919358,9.801941802845704,1
243.53831606654,13.201650031964023,1
243.56528816115448,16.27345156714425,0
243.59898958557525,7.283662721075642,1
243.61559564670355,11.054133230035717,0
243.6385908879724,11.054133230035717,1
243.6580847132489,5.935654388105847,0
243.6249990209944,1.76575572470405,0
243.564435182531,-1.8018360413373105,1
243.5572512959214,3.879108784747871,0
243.55900035080987,3.879108784747871,1
243.57855783038582,9.435306228375024,1
243.52979519327096,-11.488438602341231,0
243.5214213098341,6.330362858200773,1
243.52850875478757,-1.4717048687384278,1
243.52666948028502,11.475843209984506,1
243.5378520944602,11.475843209984506,0
244.4607540082531,13.221505730246008,1
244.51612064941682,18.43960836214133,0
244.59977525694646,14.619784268185626,0
244.8740516610031,17.25881243782385,0
244.9420744841278,10.650078584996491,1
245.00309169998917,8.048925420453926,1
245.03193827759642,12.025095026541125,1
245.20260905760682,11.466792555441446,0
246.30332334604032,-8.595708787446156,0
246.259489231279,4.854947767465474,0
245.99252418047746,9.801070102429053,0
246.0123613301241,0.6256447028448521,0
245.9879062877316,4.065011038020131,1
246.0276145239743,14.416792227493048,1
246.06010885833803,14.416792227493048,0
246.0925246360728,7.3801490969159715,1
246.22516331926442,5.5513746497732095,1
246.2415524759692,5.405951629219104,0
246.25379274891387,-2.5038297766230784,1
246.25234010102352,-6.762942841306739,0
243.21463646838947,-0.7452288576979242,0
243.26448111036132,-5.600105261462119,1
243.28089761590496,-0.9379299938098312,0
243.32648786616485,3.306361955186631,0
243.34373575349878,10.72061193101186,0
243.39638398539182,-2.762020923949265,0
243.39964405471613,5.9699577150342416,1
243.41761487483325,1.5142577916579825,0
243.42726740693783,-6.499480834976198,1
243.43847632196517,6.856219078603374,0
243.4509150564587,6.856219078603374,1
243.46154236593262,10.721733542434123,0
243.47995350748016,14.178119011846904,0
243.50463737236697,-0.03684619839033587,1
243.50433818705292,11.691889745498088,0
243.5274488468061,3.2774596066687,1
243.5331384923867,13.264134705584324,0
243.56286053286743,1.7548280784019423,0
243.45820252883306,13.165260463896034,0
243.48328075664506,13.165260463896034,0
243.50472318223603,8.797373830786142,0
243.51833061262766,-0.6103819943709112,0
243.518156918478,4.04546886116195,1
243.52343711728585,4.04546886116195,0
243.53293242687215,4.04546886116195,1
243.5382682930937,9.105602555029165,1
243.55374722686386,13.440854767851606,0
243.5746791326489,7.7325750963479996,0
243.5878089799962,7.7325750963479996,1
243.5990828143981,7.7325750963479996,0
243.6066025265857,7.7325750963479996,0
243.6136370960516,0.05464813789346579,0
243.6109253068412,0.05464813789346579,1
243.44512963700657,4.479630263448527,1
243.44564288236637,4.479630263448527,0
243.3278241255824,14.870054547444001,1
243.37421708908798,21.847498941927253,0
243.45592857880862,24.066345659842824,0
243.54728943736094,17.700497658232212,1
243.77734837128372,20.89329138579868,1
243.85644193397408,14.265025644511836,0
243.9090599954189,14.265025644511836,0
243.9582833432222,11.702619164645784,0
243.4449527612511,1.825131487120018,0
243.40234369508644,2.909462573438901,1
243.396536989618,-0.23818501028578964,1
243.38667114944485,8.252658882880041,1
243.39881450583863,16.40549302351181,0
243.4349719454776,11.147687979269406,1
243.50059506736,17.631652586163014,1
243.7787364802131,19.886834504894253,0
243.84584618770188,17.170004990813286,0
243.9001567717003,11.31837219125427,0
243.93806022124718,11.31837219125427,0
243.9815896951104,7.925117668432094,1
244.00980564679938,0.6165694654325762,1
244.0487579907386,7.332991651174751,1
244.06860479992088,7.332991651174751,1
244.0861622437814,10.673170498435098,0
244.10601178417218,13.73089952875192,0
244.13607695205584,5.357636294818363,1
244.1482724278233,5.357636294818363,0
244.15867217268269,0.5021345378634976,0
243.76964794867558,-1.2465530181078464,1
243.7511221222051,9.36253235347283,0
243.75568251648,3.7889043781124334,0
243.74845244876752,8.74183825941924,0
243.751167227999,8.74183825941924,1
243.75370686018329,13.303380404559007,0
243.7645521100725,7.3500977142805075,0
243.18844949648891,-5.6544587383857134,0
243.19741807780457,5.39683666694232,0
243.19741807780457,5.39683666694232,1
243.2873798290107,11.949982401766976,0
243.31198263316404,11.949982401766976,0
243.33398923361042,8.08071200286345,1
243.34812444047932,8.08071200286345,1
243.36134769851824,16.973085572976288,0
243.42990350741684,15.957350925430362,1
243.46527694348882,18.526293204782466,1
243.5048198352981,22.92664811164725,1
243.8712557949692,19.36181058648505,1
243.99727352745518,19.36181058648505,0
244.0523019226453,9.53922653204694,1
244.0793806299824,6.013170717632249,1
244.15436452698864,9.22750320370183,0
244.1833280151173,9.22750320370183,1
