ema50_previous,mom10_current,class
243.05081734269802,0.30000000000001137,1
243.0801567765349,0.8000000000000114,1
243.09723482203853,1.0,0
243.12724866225426,1.1000000000000227,1
243.156699094496,1.0,1
243.1810730391989,1.200000000000017,0
243.2141750962919,0.9000000000000057,0
243.2414438595034,0.8000000000000114,0
243.26764325945183,0.19999999999998866,0
243.28766645258773,-0.19999999999998866,1
243.2920716897411,-0.09999999999999433,1
243.30490584953125,0.19999999999998866,1
243.3507402272872,-0.09999999999999433,0
243.37771325986583,-0.19999999999998866,1
243.38922113110297,0.0,1
243.38825726589275,-0.5,1
243.39263933389682,0.0,1
243.40653350945578,0.0,1
243.42564520011646,0.30000000000001137,0
243.44915619207558,0.2999999999999829,1
243.46144762562298,0.30000000000001137,0
243.477792216164,0.20000000000001705,1
243.49349584237004,0.2999999999999829,0
243.52442472476272,-0.09999999999999433,0
243.51255442376754,-0.19999999999998866,1
243.51574372563167,-0.09999999999999433,0
243.52518394693396,0.09999999999999433,1
243.5545785459897,0.19999999999998866,1
243.56219727325947,-0.19999999999998866,0
243.5552229905087,-0.09999999999999433,1
243.55697895166531,-0.19999999999998866,1
243.55474448297244,0.19999999999998866,1
243.5598271723899,0.09999999999999433,0
244.13457566301184,1.6999999999999886,1
244.18102591608482,1.5999999999999943,0
244.24318168121968,-0.8999999999999773,0
244.49865839231296,0.5,0
244.55473397200885,-0.19999999999998866,1
244.6246263992505,0.2999999999999829,1
244.65700775575604,0.5999999999999943,1
244.8000337612191,0.5,0
246.11119101088147,-0.30000000000001137,0
246.1010535779913,-0.3999999999999773,0
246.00222037498435,0.10000000000002274,0
246.0194204556496,-0.09999999999999433,0
246.02153319613763,0.7999999999999828,1
246.06322380568764,0.8000000000000114,1
246.08648833757584,0.09999999999999433,0
246.10699971877625,0.0,1
246.20774843612026,0.30000000000001137,1
246.2252391078703,-0.09999999999999433,0
246.2333196869252,-0.30000000000001137,1
246.23139942716784,-0.4000000000000057,0
243.48892970336541,-0.09999999999999433,0
243.46644913507347,-0.19999999999998866,1
243.45194484822804,0.0,0
243.4249696349054,0.19999999999998866,0
243.4193215270121,0.3999999999999773,0
243.4213413881039,-0.4000000000000057,0
243.41068678503564,0.2999999999999829,1
243.40829314679337,0.19999999999998866,0
243.36018757137555,-0.2999999999999829,1
243.3540655555481,0.0,0
243.3612556220941,0.09999999999999433,1
243.3712317520857,0.0,0
243.38719265139287,0.30000000000001137,0
243.41503967685944,0.30000000000001137,1
243.4226666918136,0.5,0
243.4436001301281,0.4000000000000057,1
243.45464230130239,0.5999999999999943,0
243.47824336277438,0.0,0
243.4535383943004,0.20000000000001705,0
243.4738747829836,0.30000000000001137,0
243.4928000608603,0.19999999999998866,0
243.5033799701416,0.19999999999998866,0
243.50386102766103,0.4000000000000057,1
243.5082447888069,0.4000000000000057,0
243.5177064639288,0.19999999999998866,1
243.52154726678987,0.2999999999999829,1
243.53038622929424,0.0,0
243.54280013444543,-0.10000000000002274,0
243.55141925652737,0.0,1
243.55970037382176,0.19999999999998866,0
243.56765674141843,0.09999999999999433,0
243.57468748923145,0.0,0
243.57729558812068,0.0,1
243.4786918402208,0.19999999999998866,1
243.4807546650657,0.30000000000001137,0
243.38654096331402,0.9000000000000057,1
243.4136662072789,1.1999999999999886,0
243.46363079689957,1.5999999999999943,0
243.52131994420768,1.200000000000017,1
243.67285872345792,2.200000000000017,1
243.72565081729766,1.6999999999999886,0
243.76031268948935,0.09999999999999433,0
243.7936152725756,0.4000000000000057,0
243.4785969895356,1.1999999999999886,0
243.45285561946952,0.19999999999998866,1
243.4577724455459,0.0,1
243.45673407018205,0.19999999999998866,1
243.46750112130297,0.7999999999999828,0
243.49598663110697,0.5,1
243.5502679699613,0.8000000000000114,1
243.72280836140885,0.9000000000000057,0
243.76641211403037,0.4000000000000057,0
243.8031571362052,0.4000000000000057,0
243.82939082912742,0.6000000000000227,0
243.85398214441014,0.09999999999999433,1
243.87736915796813,-0.30000000000001137,1
243.90048910839386,-0.6000000000000227,1
243.913461844291,-0.4000000000000057,1
243.9228578186069,-0.2999999999999829,0
243.93519328660145,-0.09999999999999433,0
243.95342100085227,-0.10000000000002274,1
243.96124994942073,-0.10000000000002274,0
243.96570385355844,-0.09999999999999433,0
243.78249283555442,0.19999999999998866,1
243.7881330243901,0.5,0
243.79681520218614,0.4000000000000057,0
243.8000081230579,0.5999999999999943,0
243.8051565838701,0.5999999999999943,1
243.81255756573015,0.8000000000000114,0
243.82358988163492,0.5,0
243.3362586496526,-0.09999999999999433,0
243.32422517571862,0.5999999999999943,0
243.32422517571862,0.5999999999999943,1
243.35205431816294,0.8999999999999773,0
243.36140400928653,0.3999999999999773,0
243.3716142565921,0.4000000000000057,1
243.3768889280473,0.5,1
243.38257035500945,0.4000000000000057,0
243.41963891186245,0.5,1
243.4409310230653,0.30000000000001137,1
243.4659233235105,0.2999999999999829,1
243.69113701774154,1.0,1
243.77663953392852,0.7999999999999828,0
243.8156778387047,0.4000000000000057,1
243.83835249684574,0.19999999999998866,1
243.8936252381765,-0.09999999999999433,0
243.91716470418132,-0.7999999999999828,1
