ema20_previous,stochk_14_current,class
242.80494008222905,55.55555555555623,1
242.9735719306936,75.04713423831045,1
243.02817124666146,80.02450980392116,0
243.10911759592483,82.10784313725487,1
243.18830584822425,85.60924369747927,1
243.24745301310742,86.30952380952391,0
243.32299027329418,88.09523809523813,0
243.3803219293884,87.91208791208794,0
243.43368119754837,89.92673992674055,0
243.47541036069975,84.61538461538484,1
243.4831061194764,74.35897435897455,1
243.4959031496912,58.13908313908306,1
243.5896667964339,68.18181818181891,0
243.62481730125285,47.222222222223365,1
243.62870159974887,37.50000000000088,1
243.582892164194,37.50000000000088,1
243.57499767236592,33.333333333334515,1
243.58541488616103,45.83333333333361,1
243.60585156366957,62.500000000000284,0
243.6368412400411,75.00000000000058,1
243.63988082045898,75.00000000000058,0
243.65513026612962,70.83333333333421,1
243.668927383641,70.83333333333421,0
243.61136159673583,16.6666666666659,0
243.5360683833497,31.48148148148163,1
243.53263329922112,29.62962962962989,0
243.5390491754857,49.735449735449656,1
243.5724850856665,85.71428571428288,1
243.496092165583,33.333333333334735,0
243.4824772213984,34.92063492063627,1
243.49515763676848,42.06349206349282,1
243.49561881421917,44.44444444444502,1
243.51805922863358,61.111111111110056,0
244.81806398135518,47.91666666666654,1
244.865743807797,44.27083333333314,0
244.9529290156389,43.74999999999983,0
245.1783164513054,32.555018786902735,0
245.25567103400329,45.005611672278064,1
245.29822466314442,59.44055944055873,1
245.30821094057927,62.820512820511986,1
245.34270306406464,81.1463046757168,0
246.39915846957436,26.666666666666387,0
246.28039620981326,8.88888888888836,0
245.88114214902456,54.761904761904546,0
245.91805783334868,70.89947089947083,0
245.89144822143643,61.904761904761756,1
245.98850985045692,73.01587301587256,1
246.04466204697792,79.36507936507894,0
246.09546641525884,85.71428571428531,1
246.30929454768696,82.664995822891,1
246.33322832528802,58.333333333333705,0
246.3559530000833,49.99999999999997,1
246.35597803129951,42.42424242424193,0
243.2851107520689,66.66666666666761,0
243.35144098069063,62.247474747475366,1
243.3510051490398,51.13636363636466,0
243.39164023291127,45.83333333333361,0
243.41386236904182,45.83333333333361,0
243.47282361897427,54.166666666666366,0
243.46588803621484,50.0,1
243.4801483739834,54.166666666666366,0
243.42995816325836,46.6666666666659,1
243.43941772418876,56.66666666666533,0
243.4576868138441,66.66666666666477,1
243.46826491104267,79.99999999999828,0
243.4962859986712,83.33333333333142,0
243.53264999060036,86.66666666666458,1
243.53102823747517,83.33333333333144,0
243.561107905178,86.66666666666553,1
243.56778745378688,79.74358974358908,0
243.6053778230587,84.61538461538456,0
243.43341967851242,36.3636363636362,0
243.47725870881715,54.54545454545517,0
243.51543482358952,66.66666666666752,0
243.53450022922726,75.757575757577,0
243.52972672332132,63.63636363636465,1
243.53641941633828,54.54545454545517,0
243.5436316920596,51.51515151515144,1
243.55048787212868,48.48484848484856,1
243.56323935261327,48.48484848484856,0
243.5887635252758,56.666666666667226,0
243.5963819356714,61.515151515151814,1
243.60773809253936,57.61904761904742,0
243.61950048044707,43.80952380952266,0
243.63014264093502,38.095238095236546,0
243.63466389959882,36.507936507934886,1
243.3919082094387,66.66666666666802,1
243.3992271261044,76.19047619047716,0
243.30149203616463,42.31884057970973,1
243.3799187624617,51.7632850241545,0
243.50593417329483,71.20772946859908,0
243.64494681463356,68.88888888888879,1
243.9569343878308,72.22222222222223,1
244.05805512794174,77.7777777777778,0
244.11651058343682,79.99999999999993,0
244.16791108290508,75.55555555555544,0
243.3085189720704,71.75925925925921,0
243.2692667032982,68.68945868945805,1
243.30165569150776,66.83760683760579,1
243.3139973557042,54.456654456653865,1
243.35671059146011,54.68975468975446,0
243.4423777568309,62.77056277056304,1
243.61828912021068,69.1142191142188,1
243.98626163883515,77.1929824561402,0
244.06405391858522,78.94736842105239,0
244.12193806068558,75.43859649122804,0
244.15079849893291,68.73065015479894,0
244.179885863592,62.919246646027176,1
244.19370365394352,50.26260504201707,1
244.20042475824815,34.98168498168489,1
244.21079869360514,35.89743589743573,1
244.22316017469691,32.30769230769172,0
244.24238041160982,32.82051282051253,0
244.27226949887117,36.66666666666652,1
244.27282553840038,38.33333333333298,0
244.26737754262746,29.166666666665826,0
243.6010388386833,20.00000000000044,1
243.60751389556057,47.22222222222239,0
243.6309064056638,62.777777777778084,0
243.64105947834895,76.1111111111116,0
243.6597694012546,83.33333333333431,1
243.67520965695155,83.93939393939486,0
243.7031665309972,87.272727272728,0
243.07158298150074,62.35294117647146,0
243.110795002005,69.49494949494998,0
243.110795002005,69.49494949494998,1
243.2985766221217,80.21978021978012,0
243.35168511790573,85.71428571428595,0
243.3982478919212,85.71428571428595,1
243.4323400762957,76.19047619047636,1
243.45723430681159,71.42857142857117,0
243.54907212003056,76.6233766233772,1
243.5914204416193,80.08658008658112,1
243.6481860179817,81.81818181818281,1
244.11850550148483,64.10256410256358,1
244.2441792258726,56.410256410255954,0
244.3003834654829,48.71794871794831,1
244.3122491032734,43.16239316239307,1
244.36961512845642,37.37373737373759,0
244.38292331426982,38.38383838383855,1
