rsi14_current,stochk_14_previous,class
-3.07777613282434,51.515151515151786,1
18.323516316432414,73.52207977208016,1
24.76988694583753,75.04713423831045,0
24.76988694583753,80.02450980392116,1
20.836230548135052,82.10784313725487,1
25.061974356347164,85.60924369747927,0
21.160900258450692,86.30952380952391,0
21.160900258450692,88.09523809523813,0
16.63657763603696,87.91208791208794,0
2.0195353174736543,89.92673992674055,1
2.0195353174736543,84.61538461538484,1
22.12965611870645,65.59829059829039,1
13.686773613094175,65.40404040404047,0
1.3427049995352152,61.11111111111219,1
-3.6859918027169267,37.50000000000088,1
1.4764203268832716,37.50000000000088,1
9.801941802845704,37.50000000000088,1
13.201650031964023,33.333333333334515,1
16.27345156714425,45.83333333333361,0
7.283662721075642,62.500000000000284,1
11.054133230035717,75.00000000000058,0
11.054133230035717,75.00000000000058,1
5.935654388105847,70.83333333333421,0
1.76575572470405,16.6666666666659,0
-1.8018360413373105,25.92592592592545,1
3.879108784747871,31.48148148148163,0
3.879108784747871,29.62962962962989,1
9.435306228375024,80.95238095237848,1
-11.488438602341231,28.57142857143036,0
6.330362858200773,33.333333333334735,1
-1.4717048687384278,34.92063492063627,1
11.475843209984506,42.06349206349282,1
11.475843209984506,44.44444444444498,0
13.221505730246008,52.97181372549016,1
18.43960836214133,47.91666666666654,0
14.619784268185626,44.27083333333314,0
17.25881243782385,22.555018786902732,0
10.650078584996491,32.555018786902735,1
8.048925420453926,53.0303030303026,1
12.025095026541125,59.44055944055873,1
11.466792555441446,74.81146304675703,0
-8.595708787446156,42.222222222221696,0
4.854947767465474,8.88888888888836,0
9.801070102429053,38.88888888888905,0
0.6256447028448521,54.761904761904546,0
4.065011038020131,66.66666666666664,1
14.416792227493048,65.07936507936472,1
14.416792227493048,73.01587301587256,0
7.3801490969159715,79.36507936507894,1
5.5513746497732095,80.37741412354431,1
5.405951629219104,73.01587301587355,0
-2.5038297766230784,58.333333333333705,1
-6.762942841306739,49.99999999999997,0
-0.7452288576979242,73.3333333333339,0
-5.600105261462119,73.08080808080898,1
-0.9379299938098312,62.247474747475366,0
3.306361955186631,41.666666666667254,0
10.72061193101186,45.83333333333361,0
-2.762020923949265,49.99999999999999,0
5.9699577150342416,54.166666666666366,1
1.5142577916579825,50.0,0
-6.499480834976198,50.83333333333227,1
6.856219078603374,46.6666666666659,0
6.856219078603374,56.66666666666533,1
10.721733542434123,66.66666666666477,0
14.178119011846904,79.99999999999828,0
-0.03684619839033587,83.33333333333142,1
11.691889745498088,86.66666666666458,0
3.2774596066687,83.33333333333144,1
13.264134705584324,86.66666666666553,0
1.7548280784019423,79.74358974358908,0
13.165260463896034,27.272727272726726,0
13.165260463896034,36.3636363636362,0
8.797373830786142,54.54545454545517,0
-0.6103819943709112,66.66666666666752,0
4.04546886116195,75.757575757577,1
4.04546886116195,63.63636363636465,0
4.04546886116195,48.48484848484856,1
9.105602555029165,51.51515151515144,1
13.440854767851606,48.48484848484856,0
7.7325750963479996,48.48484848484856,0
7.7325750963479996,56.666666666667226,1
7.7325750963479996,61.515151515151814,0
7.7325750963479996,57.61904761904742,0
0.05464813789346579,43.80952380952266,0
0.05464813789346579,40.47619047618873,1
4.479630263448527,66.66666666666802,1
4.479630263448527,66.66666666666802,0
14.870054547444001,36.66666666666661,1
21.847498941927253,42.31884057970973,0
24.066345659842824,51.76328502415447,0
17.700497658232212,71.20772946859908,1
20.89329138579868,70.00000000000016,1
14.265025644511836,72.22222222222223,0
14.265025644511836,77.77777777777784,0
11.702619164645784,79.99999999999993,0
1.825131487120018,64.35185185185192,0
2.909462573438901,72.96296296296242,1
-0.23818501028578964,68.68945868945805,1
8.252658882880041,66.83760683760579,1
16.40549302351181,54.456654456653865,0
11.147687979269406,54.68975468975446,1
17.631652586163014,71.21212121212145,1
19.886834504894253,81.82957393483719,0
17.170004990813286,77.1929824561402,0
11.31837219125427,78.94736842105239,0
11.31837219125427,75.43859649122804,0
7.925117668432094,68.73065015479894,1
0.6165694654325762,62.919246646027176,1
7.332991651174751,40.91117216117235,1
7.332991651174751,34.98168498168489,1
10.673170498435098,35.89743589743573,0
13.73089952875192,32.30769230769172,0
5.357636294818363,32.82051282051257,1
5.357636294818363,36.66666666666652,0
0.5021345378634976,38.33333333333298,0
-1.2465530181078464,15.555555555555983,1
9.36253235347283,34.444444444445004,0
3.7889043781124334,47.22222222222239,0
8.74183825941924,62.777777777778084,0
8.74183825941924,76.1111111111116,1
13.303380404559007,83.33333333333431,0
7.3500977142805075,83.93939393939486,0
-5.6544587383857134,57.777777777778866,0
5.39683666694232,66.66666666666735,0
5.39683666694232,66.66666666666735,1
11.949982401766976,76.54012654012661,0
11.949982401766976,80.21978021978012,0
8.08071200286345,85.71428571428595,1
8.08071200286345,85.71428571428595,1
16.973085572976288,76.19047619047632,0
15.957350925430362,73.80952380952398,1
18.526293204782466,76.62337662337724,1
22.92664811164725,80.08658008658112,1
19.36181058648505,61.53846153846101,1
19.36181058648505,64.10256410256358,0
9.53922653204694,56.410256410255954,1
6.013170717632249,48.71794871794831,1
9.22750320370183,37.60683760683783,0
9.22750320370183,37.37373737373759,1
