adi14_previous,mom10_previous,class
29.49350703497163,-0.20000000000001705,1
27.33001566438905,0.6999999999999886,1
28.138500306321497,0.8000000000000114,0
28.88923604525876,1.0,1
29.839196304385656,1.1000000000000227,1
30.127138022428827,1.0,0
30.39451247489746,1.200000000000017,0
30.64278875218976,0.9000000000000057,0
29.65413273155519,0.8000000000000114,0
28.7360949981088,0.19999999999998866,1
26.808864225706376,-0.19999999999998866,1
23.357547893495926,-0.30000000000001137,1
24.263916931273553,0.0,0
23.099130809294962,-0.4000000000000057,1
20.347613516425785,0.19999999999998866,1
17.624687130911788,-0.09999999999999433,1
16.909175483037668,-0.5,1
16.711535284196447,0.0,1
17.33874074742248,0.0,0
18.274806785425405,0.30000000000001137,1
18.52174525658243,0.2999999999999829,0
18.167628804815713,0.30000000000001137,1
17.838806385318048,0.20000000000001705,0
14.047811285716715,-0.4000000000000057,0
12.590495292347144,-0.5,1
11.723718980900244,-0.19999999999998866,0
11.781263603796566,-0.09999999999999433,1
11.993563461893716,0.19999999999998866,1
10.348523684005812,-0.19999999999998866,0
9.84139887985757,-0.19999999999998866,1
9.479940862592802,-0.09999999999999433,1
9.669916171077272,-0.19999999999998866,1
9.846321814670004,0.19999999999998866,0
36.52739609974017,2.0,1
36.066683634769795,1.6999999999999886,0
35.901222962108825,1.5999999999999943,0
30.784253475909622,0.20000000000001705,0
30.407514357618858,0.5,1
28.696111592936987,-0.20000000000001705,1
27.828190657430497,0.2999999999999829,1
27.777909474020287,0.6000000000000227,0
20.94931758949373,-0.30000000000001137,0
21.726828807740823,-0.30000000000001137,0
20.850100747130746,0.09999999999999433,0
21.022582531595226,0.10000000000002274,0
18.96465301825261,0.30000000000001137,1
17.64296552108821,1.4000000000000057,1
18.029949940459744,0.8000000000000114,0
17.774539048536305,0.09999999999999433,1
19.521597386233346,0.8000000000000114,1
17.83628053099605,0.20000000000001705,0
16.85596897350981,-0.09999999999999433,1
16.43903175848917,-0.30000000000001137,0
27.351905880629463,-0.09999999999999433,0
24.396514368889193,-0.09999999999999433,1
23.5180218814308,-0.19999999999998866,0
20.313481744341985,0.09999999999999433,0
18.921429054368943,0.19999999999998866,0
18.333946911158463,0.19999999999998866,0
17.202181312156974,-0.4000000000000057,1
16.527741506593383,0.2999999999999829,0
16.255569177702306,-0.5,1
15.199733703992365,0.19999999999998866,0
14.799968119111641,0.0,1
14.428757218865249,0.09999999999999433,0
14.084061382922178,0.0,0
14.132824171475516,0.30000000000001137,1
13.345742014891947,0.30000000000001137,0
12.614880012350055,0.5,1
11.936222438561153,0.4000000000000057,0
12.060965966298456,0.5999999999999943,0
10.508742724530194,-0.5,0
10.551203324066408,0.20000000000001705,0
11.592449135621335,0.30000000000001137,0
12.559320246350902,0.19999999999998866,0
12.074671102857986,0.19999999999998866,1
11.62463975532885,0.4000000000000057,0
10.818716270723105,0.5,1
10.894874503855435,0.19999999999998866,1
10.965592863192592,0.2999999999999829,0
11.471529205555143,0.0,0
11.941327237748899,-0.10000000000002274,1
12.816823244868123,0.0,0
13.62978382290741,0.19999999999998866,0
15.187370909879633,0.09999999999999433,0
17.210901329108648,0.0,1
14.66350116158429,0.0,1
13.647362654291612,0.19999999999998866,0
18.43783559312172,0.9000000000000057,1
19.612686809556244,0.9000000000000057,0
21.5913002090508,1.1999999999999886,0
23.42858408001002,1.5999999999999943,1
28.103873545614746,1.6999999999999886,1
29.967589134721035,2.200000000000017,0
31.34619330779241,1.6999999999999886,0
32.62632575421583,0.09999999999999433,0
20.223506211936744,0.30000000000001137,0
14.575185601099449,-0.3999999999999773,1
14.166002276412636,0.19999999999998866,1
13.78604633206057,0.0,1
12.916829735310811,0.19999999999998866,0
13.554546592099786,0.7999999999999828,1
15.423272252521436,0.7999999999999828,1
22.18564036177448,1.1999999999999886,0
24.034625244078985,0.9000000000000057,0
24.433777777973873,0.4000000000000057,0
24.804419416590573,0.4000000000000057,0
24.335039209540483,0.6000000000000227,1
23.89918616013681,0.09999999999999433,1
22.6391366890462,-0.20000000000001705,1
22.225102817930544,-0.6000000000000227,1
21.3864821100137,-0.4000000000000057,0
21.278555190048625,-0.2999999999999829,0
21.17833733579531,-0.09999999999999433,1
20.594244309146553,-0.10000000000002274,0
19.582386587333122,-0.10000000000002274,0
26.633500708305892,-0.19999999999998866,1
24.21716023652717,0.19999999999998866,0
22.662838967734423,0.5,0
21.31852480705852,0.4000000000000057,0
20.07023308643088,0.5999999999999943,1
18.85586140719128,0.5999999999999943,0
17.7821959635366,0.8000000000000114,0
29.25380614078433,0.19999999999998866,0
26.561938597080665,0.19999999999998866,0
26.561938597080665,0.19999999999998866,1
22.64447630571141,0.9000000000000057,0
22.225217024745675,0.8999999999999773,0
21.40025334139247,0.3999999999999773,1
20.250489922857888,0.4000000000000057,1
19.182852462790052,0.5,0
18.491834369966604,0.4000000000000057,1
18.068313226042694,0.5,1
17.981200619141127,0.30000000000001137,1
24.98727059245132,1.5,1
25.77062932335507,0.6999999999999886,0
26.14294611517559,0.7999999999999828,1
26.186910541257912,0.4000000000000057,1
25.845676933774147,0.5,0
26.037022757697486,-0.09999999999999433,1
