ema50_current,sma10_previous,class
243.04244851562999,242.71,1
243.09723482203853,242.95,1
243.12724866225426,243.01,0
243.156699094496,243.12000000000003,1
243.1810730391989,243.22000000000003,1
243.2141750962919,243.32,0
243.2414438595034,243.44,0
243.26764325945183,243.55,0
243.28766645258773,243.64000000000004,0
243.2920716897411,243.71,1
243.29630417249646,243.7,1
243.3358460758752,243.68,1
243.36835825758973,243.69,0
243.3818952129344,243.63,1
243.3884166211081,243.59,1
243.39263933389682,243.59,1
243.40653350945578,243.59,1
243.42564520011646,243.56,1
243.44915619207558,243.57,0
243.46144762562298,243.58,1
243.477792216164,243.59,0
243.49349584237004,243.63,1
243.50588928220586,243.66000000000003,0
243.53107009325439,243.66,0
243.51574372563167,243.53000000000003,1
243.52518394693396,243.5,0
243.53548117421505,243.49,1
243.56641740178765,243.51,1
243.5552229905087,243.53000000000003,0
243.55697895166531,243.51,1
243.55474448297244,243.51,1
243.5598271723899,243.49,1
243.5647105406536,243.48999999999995,0
244.18102591608482,245.25,1
244.24318168121968,245.44,0
244.29321601201,245.65,0
244.55473397200885,245.13,0
244.59500498737748,245.17,1
244.65700775575604,245.15,1
244.69964402460653,245.14,1
244.8391419196336,245.35,0
246.10498976297816,246.44,0
246.1106962145661,246.32,0
246.0194204556496,245.78,0
246.0223405013616,245.78000000000003,0
246.03074637938067,245.75,1
246.08648833757584,246.0,1
246.10699971877625,246.14,0
246.11702277872755,246.22,1
246.21835573997515,246.43,1
246.2333196869252,246.49,0
246.23139942716784,246.52000000000004,1
246.2274737191914,246.49,0
243.47562457812992,243.40000000000003,0
243.45194484822804,243.42,1
243.44254453094032,243.41000000000003,0
243.4193215270121,243.40000000000003,0
243.4223516561689,243.42,0
243.41068678503564,243.48999999999995,0
243.40829314679337,243.49,1
243.40391262419402,243.47,0
243.35169122077892,243.47,1
243.3612556220941,243.43,0
243.3712317520857,243.45,1
243.38719265139287,243.45,0
243.41503967685944,243.47,0
243.4226666918136,243.48,1
243.4436001301281,243.48,0
243.45464230130239,243.54,1
243.47824336277438,243.57,0
243.48731337043762,243.64,0
243.4738747829836,243.41,0
243.4928000608603,243.40000000000003,0
243.5033799701416,243.42,0
243.50386102766103,243.44,0
243.5082447888069,243.44,1
243.5130702431192,243.47,0
243.52154726678987,243.55,1
243.53038622929424,243.6,1
243.54280013444543,243.63,0
243.55141925652737,243.67,0
243.55970037382176,243.66,1
243.56765674141843,243.64999999999995,0
243.57468748923145,243.64999999999995,0
243.5744529259767,243.67,0
243.580026773318,243.67,1
243.4807546650657,243.31000000000003,1
243.48089577871468,243.32,0
243.4136662072789,243.25,1
243.46363079689957,243.3,0
243.52131994420768,243.44,0
243.56314125002723,243.58,1
243.72565081729766,244.02,1
243.76031268948935,244.17,0
243.7936152725756,244.36000000000004,0
243.82169030338383,244.53000000000003,0
243.47943632327932,243.05000000000004,0
243.4577724455459,243.4,1
243.45673407018205,243.38,1
243.46750112130297,243.39,1
243.49598663110697,243.42,0
243.51489831947208,243.48,1
243.58457806898528,243.65,1
243.76641211403037,244.1,0
243.8031571362052,244.22,0
243.82939082912742,244.3,0
243.85398214441014,244.32,0
243.87736915796813,244.36000000000004,1
243.8895414750127,244.41,1
243.913461844291,244.39,1
243.9228578186069,244.37,1
243.93519328660145,244.31,0
243.95342100085227,244.28000000000003,0
243.96124994942073,244.26,1
243.96570385355844,244.23,0
243.9666751315292,244.22,0
243.7866210868114,243.42,1
243.79681520218614,243.44,0
243.8000081230579,243.48,0
243.8051565838701,243.52000000000004,0
243.81255756573015,243.57,1
243.82358988163492,243.63,0
243.82904077833697,243.7,0
243.32024394552025,243.08,0
243.32228789451136,243.12,0
243.32228789451136,243.12,1
243.36140400928653,243.33,0
243.3716142565921,243.4,0
243.3768889280473,243.48999999999995,1
243.38257035500945,243.52,1
243.4034753190044,243.56,0
243.4409310230653,243.67,1
243.4659233235105,243.72000000000003,1
243.49961948710109,243.78000000000003,1
243.73536917847224,244.18,1
243.8156778387047,244.38,0
243.83835249684574,244.45,1
243.85560277871136,244.5,1
243.91716470418132,244.6,0
243.93916744850443,244.62,1
