macd_12_26_current,stoch_rsi_14_previous,class
-0.10579493543761488,83.93754063278692,1
0.12682504136861894,100.0,1
0.1905253506889153,95.6193041181328,0
0.2345323651046556,100.0,1
0.2591456587062737,100.0,1
0.2908785881535607,91.26723929384715,0
0.3080925934912955,100.0,0
0.3199307683841539,91.04485588976624,0
0.3183861695091537,91.04485588976627,0
0.2775441674219508,80.65900828262838,1
0.2411417992104248,47.10473139803854,1
0.22087050537811592,21.14328396361089,1
0.18179074091452208,37.71240329969313,0
0.05884000098657794,0.0,1
0.0038309321667497898,30.89166434935492,1
-0.03149576330866921,0.0,1
-0.019570723288950376,19.99722085346585,1
-0.0021188470064146263,52.247124095496886,1
0.008904161459867055,65.41630055570515,0
0.010205171747799113,77.31529121644729,1
0.018729063130194845,42.492268864146226,0
0.028469605969064563,73.85038129375035,1
0.034647093511495086,73.85038129375035,0
-0.006461932966459472,0.0,0
-0.07566565891602295,24.28660159413655,1
-0.06050809276126756,59.07453707633842,0
-0.05105932405547264,81.57748574983876,1
-0.007833523616511684,100.0,1
-0.03882043863879403,43.946570765172176,0
-0.022322784941934515,21.344353790494136,1
-0.02013872107414727,85.1606708297445,1
0.0015673193133807215,47.872566859533435,1
0.016516134571872954,100.0,0
0.7297572968053885,70.48002307213666,1
0.7196259668604057,51.17347630761283,0
0.6831804288678427,60.38213367781202,0
0.17764630974522788,35.33658083910636,0
0.13550047501192353,56.738923307686385,1
0.05700402546034411,9.551159609367305,1
0.03904333561837348,27.14521603864653,1
0.05823667083575401,100.0,0
0.02902046610179809,0.0,0
-0.047556664614631934,28.756051257656274,0
-0.13178172017259726,100.0,0
-0.108985576023656,96.13692187877035,0
-0.06542863854653548,84.15408982058239,1
0.09849970845419877,100.0,1
0.15662089614417596,100.0,0
0.1805880157879756,100.0,1
0.23289430089923255,100.0,1
0.1938630133359993,31.103224557005788,0
0.160980668429346,45.14023347990386,1
0.12336692143031767,0.0,0
0.12625613980199546,78.71121629459716,0
0.09067777347249263,2.7141294901922466,1
0.07783405358983941,2.7141294901922466,0
0.06203469308994159,24.515437246073876,0
0.08024242127106618,46.63159785095691,0
0.06881273874401472,62.11121912149045,0
0.07276303079814284,16.70862091603072,1
0.0605666422619322,59.7656923986028,0
-0.03411377132721327,3.608995139268009,1
-0.003013091751000729,83.94939056617491,0
0.007005956479360975,83.94939056617491,1
0.029581846751199237,83.94939056617491,0
0.04921625113934169,100.0,0
0.03825492998095115,100.0,1
0.05172719668613013,48.37268506164109,0
0.0484992841704468,90.97026693738823,1
0.0846987068671865,60.409908302721284,0
0.07733058353642264,96.68050150455852,0
-0.037168028456505915,54.67971582219765,0
-0.004310280983958137,99.72813516405235,0
0.007219187602032663,99.72813516405235,0
0.002255794306421421,87.71818431464987,0
0.006299028708184551,61.85059786979043,1
0.010017843220509805,74.8558425022343,0
0.02404070627056853,74.8558425022343,1
0.04285771744895328,74.8558425022343,1
0.06943013003984788,88.80712605132376,0
0.07394393191543712,100.0,0
0.07814985831404897,84.38039864214826,1
0.07266457982714769,64.67527056395471,0
0.06406546134567748,64.67527056395471,0
0.05271949072155735,59.37525096117794,0
0.041259209393615486,4.7328939332397075,1
-0.05937556254858122,91.20842341977463,1
-0.041197294957640906,100.0,0
0.06274715405439224,100.0,1
0.15582042757469594,88.98375557720291,0
0.24538621995904464,97.33353953636237,0
0.2935329607160213,99.9887940515733,1
0.4436799919469081,100.0,1
0.4375541252802577,95.14327495117088,0
0.4230473103599763,87.29779602613846,0
0.4161843280544133,87.29779602613846,0
-0.1874557933959977,87.31825139682074,0
0.06635131947479067,73.55320541789546,1
0.07674353461939631,84.7822423933027,1
0.10421059682659006,45.24559670624518,1
0.17124704945547364,100.0,0
0.1948408172316931,100.0,1
0.252936323649692,88.89314561000013,1
0.3793532015095025,83.20548203416988,0
0.3671659246579111,83.20548203416988,0
0.3402430245924961,73.46664913090882,0
0.3106636093045836,46.57993017179693,0
0.2654168359564437,46.57993017179693,1
0.2165103130335524,12.782206237349241,1
0.16493463663729813,28.03718340851975,1
0.13543830961705794,28.03718340851975,1
0.11386364032782124,28.03718340851975,0
0.09449580349021858,41.98050090227376,0
0.060957060129226186,54.74475354537572,1
0.031672475444622705,19.791215705546048,0
0.00155164240521799,24.603018275446768,0
-0.23861531662586802,65.86169952882888,1
-0.13532989786270375,96.99007430814251,0
-0.09331999406211366,100.0,0
-0.04870552330271494,91.67590488561798,0
-0.010536825017112506,99.07300654103969,1
0.02780711649523937,99.07300654103969,0
0.0540932392585205,100.0,0
-0.04817639738146795,95.0612461296213,0
0.038522479356231536,100.0,0
0.038522479356231536,100.0,1
0.1896293242305376,100.0,0
0.20410365901540214,85.75895175068598,0
0.20584891528389448,84.34089184237841,1
0.21152674575094466,75.26046225985358,1
0.2269988632152149,75.26046225985358,0
0.23257107149584044,77.52234619578424,1
0.23418957531265505,89.02189991712179,1
0.2500452101110397,99.60371264094181,1
0.4171703530725495,90.92470966997251,1
0.3862044937837936,42.05776173905254,0
0.3424731753056278,42.05776173905257,1
0.28585439547961755,5.4375782736624965,1
0.25111569541053314,41.903373211795305,0
0.2188186964293664,11.12594936770667,1
