ema50_current,uosc_current,class
243.04244851562999,21.73981761800549,1
243.09723482203853,25.79184034575511,1
243.12724866225426,27.410741074107047,0
243.156699094496,25.458241947805533,1
243.1810730391989,22.059716360914866,1
243.2141750962919,22.53823196687541,0
243.2414438595034,17.008123195731017,0
243.26764325945183,18.001621612297242,0
243.28766645258773,21.294207393056475,0
243.2920716897411,18.823053158624145,1
243.29630417249646,18.40018779047218,1
243.3358460758752,24.898530091291583,1
243.36835825758973,20.041599065123695,0
243.3818952129344,22.632547091945906,1
243.3884166211081,15.68505663134856,1
243.39263933389682,17.598505696236007,1
243.40653350945578,25.244667205092536,1
243.42564520011646,25.249840853002485,1
243.44915619207558,24.48608887900327,0
243.46144762562298,20.68233353947642,1
243.477792216164,23.03139518331161,0
243.49349584237004,25.313688402191204,1
243.50588928220586,27.7983641514426,0
243.53107009325439,32.136985555576594,0
243.51574372563167,31.831787260358386,1
243.52518394693396,33.67464714709917,0
243.53548117421505,30.50520907663741,1
243.56641740178765,27.385426892815772,1
243.5552229905087,38.083953960731904,0
243.55697895166531,45.29616724738735,1
243.55474448297244,38.155061019383176,1
243.5598271723899,41.79587880618865,1
243.5647105406536,42.747729538901595,0
244.18102591608482,11.016211916399515,1
244.24318168121968,10.700751923449292,0
244.29321601201,11.397583103340258,0
244.55473397200885,25.58364296705452,0
244.59500498737748,26.44745501293643,1
244.65700775575604,20.504068649828078,1
244.69964402460653,20.10329201522816,1
244.8391419196336,16.042671807504803,0
246.10498976297816,18.091746962714303,0
246.1106962145661,13.347815385319764,0
246.0194204556496,25.024668661996568,0
246.0223405013616,22.66507885341846,0
246.03074637938067,19.125336279995143,1
246.08648833757584,18.533360537814385,1
246.10699971877625,23.974840469084764,0
246.11702277872755,26.17734288287027,1
246.21835573997515,21.78115975099018,1
246.2333196869252,21.20493225785105,0
246.23139942716784,22.597534560382535,1
246.2274737191914,17.862198395321165,0
243.47562457812992,42.98227227399214,0
243.45194484822804,40.04091994637346,1
243.44254453094032,38.65157398992244,0
243.4193215270121,29.467876039305487,0
243.4223516561689,25.602943840185226,0
243.41068678503564,31.432506261682025,0
243.40829314679337,33.68136187095412,1
243.40391262419402,33.28713458506989,0
243.35169122077892,30.263857267044934,1
243.3612556220941,35.26533304614739,0
243.3712317520857,35.51621465746649,1
243.38719265139287,35.2383180954608,0
243.41503967685944,30.00099267330749,0
243.4226666918136,33.81157340985156,1
243.4436001301281,41.478646253021104,0
243.45464230130239,35.67655987503232,1
243.47824336277438,42.090403875300176,0
243.48731337043762,44.50969795231997,0
243.4738747829836,24.090984102535906,0
243.4928000608603,23.367220712535282,0
243.5033799701416,22.030616651112343,0
243.50386102766103,20.930118181710338,0
243.5082447888069,23.598901098901,1
243.5130702431192,20.58849779661936,0
243.52154726678987,19.07207006191723,1
243.53038622929424,23.222917307625213,1
243.54280013444543,30.54741988643785,0
243.55141925652737,35.26624442880442,0
243.55970037382176,35.5825206580791,1
243.56765674141843,38.38355303274524,0
243.57468748923145,40.77758625813279,0
243.5744529259767,37.97508151814147,0
243.580026773318,39.402789901124265,1
243.4807546650657,23.64773866535798,1
243.48089577871468,26.14139814600563,0
243.4136662072789,40.707841220730856,1
243.46363079689957,38.199920714206435,0
243.52131994420768,34.934560388860234,0
243.56314125002723,31.093998491570744,1
243.72565081729766,22.414338104076982,1
243.76031268948935,21.35090829231859,0
243.7936152725756,19.118047448054604,0
243.82169030338383,19.248889408464443,0
243.47943632327932,19.21139380253013,0
243.4577724455459,46.43433231459743,1
243.45673407018205,56.2979917565609,1
243.46750112130297,56.73128261177804,1
243.49598663110697,56.45098948670705,0
243.51489831947208,43.778893660313855,1
243.58457806898528,27.796629444037556,1
243.76641211403037,21.582156528700303,0
243.8031571362052,24.40108987600564,0
243.82939082912742,21.897842594564352,0
243.85398214441014,23.470062016355136,0
243.87736915796813,22.459849038908096,1
243.8895414750127,17.539360562863887,1
243.913461844291,21.363808605188233,1
243.9228578186069,21.907519585081612,1
243.93519328660145,22.359463608892398,0
243.95342100085227,21.19047920468336,0
243.96124994942073,22.151191698592022,1
243.96570385355844,28.53547406734099,0
243.9666751315292,26.705413759481825,0
243.7866210868114,32.89703926646609,1
243.79681520218614,36.99339763163145,0
243.8000081230579,30.552163548508094,0
243.8051565838701,27.50345713227412,0
243.81255756573015,25.68820737495389,1
243.82358988163492,25.71765347360269,0
243.82904077833697,23.572125142941925,0
243.32024394552025,31.488374427887784,0
243.32228789451136,28.90510468289171,0
243.32228789451136,28.90510468289171,1
243.36140400928653,20.766228061634067,0
243.3716142565921,21.60682454800091,0
243.3768889280473,20.9438278518816,1
243.38257035500945,22.39925482890425,1
243.4034753190044,30.2793265847447,0
243.4409310230653,27.290729283839113,1
243.4659233235105,31.71212972033501,1
243.49961948710109,33.113674577969014,1
243.73536917847224,25.780138262747503,1
243.8156778387047,23.77513642819716,0
243.83835249684574,21.334289747762075,1
243.85560277871136,18.502682733675357,1
243.91716470418132,17.408876232405245,0
243.93916744850443,19.015269484327774,1
