cci20_current,stoch_rsi_14_current,class
-5.2461893588155135,100.0,1
99.64844030261105,95.6193041181328,1
110.09598665324188,100.0,0
118.13748784129135,100.0,1
102.77251972195542,91.26723929384715,1
101.60461917177555,100.0,0
100.3399432682205,91.04485588976624,0
89.68626710730992,91.04485588976624,0
68.27101198753904,80.65900828262838,0
32.394986720875075,47.10473139803856,1
17.376334972152776,18.114273800187064,1
56.60882274233385,87.27427147493471,1
46.12032989732397,50.63369496578653,0
-21.389936685779873,16.25870698135886,1
-22.542948732960976,0.0,1
-20.4578161690408,19.99722085346585,1
-5.570503072135273,52.247124095496886,1
22.473355404484664,65.41630055570515,1
35.34707220893523,77.31529121644724,0
21.45386919838161,42.492268864146226,1
12.885520981862042,73.85038129375035,0
17.67550166287405,73.85038129375035,1
4.125630396320813,48.20598456844496,0
-2.0737227803129046,34.68016337260493,0
-25.677066905842857,59.07453707633842,1
-2.338440862321084,81.57748574983876,0
10.547870455276616,81.57748574983876,1
12.258992914290946,100.0,1
-14.242332073244302,21.344353790494093,0
0.9703462195385196,85.16067082974463,1
10.238648264406,47.872566859533364,1
19.323507012039247,100.0,1
22.83960877370644,100.0,0
109.76007684580786,51.17347630761281,1
129.27469851050364,60.38213367781202,0
116.8335175603984,53.64109123823603,0
41.128358894923416,56.73892330768643,0
5.13969696346237,28.074346063089763,1
-40.87334261773007,27.14521603864653,1
-17.44594112402482,55.02432458915143,1
33.85398713794782,49.9573019241618,0
-20.739605309821133,0.0,0
-9.215831673515432,40.685717256242974,0
25.89207121538188,96.13692187877035,0
4.899010655049458,83.65620794864253,0
10.991475998205106,88.33454660443716,1
36.012724055309526,100.0,1
26.147137271377325,100.0,0
27.29378253288497,90.65426261383531,1
29.7656349240886,45.71769207521586,1
14.143147764342453,45.14023347990386,0
2.0851578464506475,0.0,1
-7.261784423761567,0.0,0
4.780772878864045,92.20395515751265,0
6.085607295325249,2.7141294901922466,1
7.188800424040278,25.70314745084002,0
2.1009215482277104,46.63159785095691,0
13.61464718202567,83.19099685973963,0
0.20043701683465748,16.708620916030778,0
7.924009113693473,59.765692398602866,1
7.531457996277207,37.79479690772285,0
-10.411599856539748,28.476996527708703,1
10.140571851998343,83.94939056617491,0
8.22626594311218,83.94939056617491,1
9.765658378716743,100.0,0
14.775753384074203,100.0,0
2.1417909680533183,48.37268506164109,1
9.911069303424178,90.97026693738823,0
9.208627722924962,60.409908302721284,1
18.145792771847308,96.68050150455852,0
5.850694705330643,54.879864698513906,0
9.652149004273683,99.72813516405235,0
20.26930105213196,99.72813516405235,0
13.115409356906445,87.71818431464987,0
0.833927506682864,61.85059786979043,0
0.939608246004676,74.8558425022343,1
3.1367038261502755,74.8558425022343,0
3.4611657206133217,74.8558425022343,1
5.674975250800742,88.80712605132376,1
11.796352820485128,100.0,0
10.130429276936669,84.38039864214826,0
11.943945899210016,64.67527056395471,1
9.425589734790103,64.67527056395471,0
12.83912261043683,59.37525096117794,0
7.65208519321725,4.7328939332397075,0
-3.198362438428628,4.7328939332397075,1
3.243530777866139,100.0,1
3.8957750319798015,100.0,0
53.23339883118257,88.98375557720291,1
81.26922607053814,97.33353953636237,0
74.21045323853883,99.9887940515733,0
63.40041732585371,92.37089664886213,1
72.71933333719154,95.14327495117088,1
53.48038510436458,87.29779602613846,0
47.84670512663989,87.29779602613846,0
33.988418858753775,84.26482981448916,0
-0.8910111586722304,91.96335811126708,0
12.392035230359134,84.7822423933027,1
13.509100802101527,45.24559670624518,1
25.668331938763128,100.0,1
47.22420794620932,100.0,0
42.381220758079394,73.35173393948969,1
48.90305073382071,100.0,1
57.30386052527028,83.20548203416988,0
40.55640701603382,73.46664913090882,0
30.855470731062226,46.5799301717969,0
23.595819521913274,46.57993017179693,0
16.19296836541758,12.782206237349241,1
4.502136624000659,0.0,1
7.772618861589832,28.03718340851975,1
2.7048614745744044,28.03718340851975,1
10.71052978113523,41.98050090227376,0
9.698608741341415,54.74475354537569,0
0.6776176913504856,19.791215705546048,1
-8.931676518642751,24.603018275446768,0
-9.510773940587145,0.0,0
-9.49549615052686,89.5093114708942,1
4.75144124788355,100.0,0
10.296391239332738,91.67590488561798,0
11.884766391672391,99.07300654103969,0
13.592463685693614,99.07300654103969,1
21.434841484245624,100.0,0
19.8635981471046,91.60310406029741,0
11.257494564432543,89.38507814669218,0
27.25157464553147,90.51016299775259,0
27.25157464553147,90.51016299775259,1
41.91020903772641,85.75895175068598,0
34.01671443472049,84.34089184237841,0
17.0666316563346,75.26046225985358,1
19.222055811979352,75.26046225985358,1
29.773144487819053,96.12914387171419,0
29.379781247449113,89.02189991712179,1
35.21259547724794,99.60371264094181,1
40.734461919147456,100.0,1
53.98320106426594,42.05776173905254,1
38.219495655535404,42.05776173905254,0
21.17743824044208,5.437578273662547,1
7.177210102232031,0.0,1
20.735353093439898,11.125949367706623,0
11.970500309451449,11.12594936770667,1
