ema20_current,adi14_previous,class
242.80804232857471,29.49350703497163,1
243.02817124666146,27.33001566438905,1
243.10911759592483,28.138500306321497,0
243.18830584822425,28.88923604525876,1
243.24745301310742,29.839196304385656,1
243.32299027329418,30.127138022428827,0
243.3803219293884,30.39451247489746,0
243.43368119754837,30.64278875218976,0
243.47541036069975,29.65413273155519,0
243.4831061194764,28.7360949981088,1
243.48560563947842,26.808864225706376,1
243.56325338078815,23.357547893495926,1
243.62606399778667,24.263916931273553,0
243.6218565579633,23.099130809294962,1
243.60543272522187,20.347613516425785,1
243.57499767236592,17.624687130911788,1
243.58541488616103,16.909175483037668,1
243.60585156366957,16.711535284196447,1
243.6368412400411,17.33874074742248,0
243.63988082045898,18.274806785425405,1
243.65513026612962,18.52174525658243,0
243.668927383641,18.167628804815713,1
243.67188668043715,17.838806385318048,0
243.6073040003257,14.047811285716715,0
243.53263329922112,12.590495292347144,1
243.5390491754857,11.723718980900244,0
243.54782955549385,11.781263603796566,1
243.5846293632221,11.993563461893716,1
243.4824772213984,10.348523684005812,0
243.49515763676848,9.84139887985757,1
243.49561881421917,9.479940862592802,1
243.51805922863358,9.669916171077272,1
243.53836246072282,9.846321814670004,0
244.865743807797,36.52739609974017,1
244.9529290156389,36.066683634769795,0
245.0112754815163,35.901222962108825,0
245.25567103400329,30.784253475909622,0
245.29113600585944,30.407514357618858,1
245.30821094057927,28.696111592936987,1
245.30505059744948,27.828190657430497,1
245.3517326454736,27.777909474020287,0
246.35668006786668,20.94931758949373,0
246.28226323745014,21.726828807740823,0
245.91805783334868,20.850100747130746,0
245.91544746069675,21.022582531595226,0
245.90982252579633,18.96465301825261,1
246.04466204697792,17.64296552108821,1
246.09546641525884,18.029949940459744,0
246.11643357407087,17.774539048536305,1
246.32685978092744,19.521597386233346,1
246.3559530000833,17.83628053099605,0
246.35597803129951,16.85596897350981,1
246.34647686906655,16.43903175848917,0
243.3005158945725,27.351905880629463,0
243.3510051490398,24.396514368889193,1
243.360134634689,23.5180218814308,0
243.41386236904182,20.313481744341985,0
243.45450350009202,18.921429054368943,0
243.46588803621484,18.333946911158463,0
243.4801483739834,17.202181312156974,1
243.4835267748217,16.527741506593383,0
243.41758119532898,16.255569177702306,1
243.4576868138441,15.199733703992365,0
243.46826491104267,14.799968119111641,1
243.4962859986712,14.428757218865249,0
243.53264999060036,14.084061382922178,0
243.53102823747517,14.132824171475516,1
243.561107905178,13.345742014891947,0
243.56778745378688,12.614880012350055,1
243.6053778230587,11.936222438561153,0
243.60337787964505,12.060965966298456,0
243.47725870881715,10.508742724530194,0
243.51543482358952,10.551203324066408,0
243.53450022922726,11.592449135621335,0
243.52972672332132,12.559320246350902,0
243.53641941633828,12.074671102857986,1
243.54098694023128,11.62463975532885,0
243.55048787212868,10.818716270723105,1
243.56323935261327,10.894874503855435,1
243.5887635252758,10.965592863192592,0
243.5963819356714,11.471529205555143,0
243.60773809253936,11.941327237748899,1
243.61950048044707,12.816823244868123,0
243.63014264093502,13.62978382290741,0
243.63173522259427,15.187370909879633,0
243.6373136549837,17.210901329108648,1
243.3992271261044,14.66350116158429,1
243.4058490030877,13.647362654291612,0
243.3799187624617,18.43783559312172,1
243.50593417329483,19.612686809556244,0
243.64494681463356,21.5913002090508,0
243.73470987928033,23.42858408001002,1
244.05805512794174,28.103873545614746,1
244.11651058343682,29.967589134721035,0
244.16791108290508,31.34619330779241,0
244.20340471739672,32.62632575421583,0
243.30443871360828,20.223506211936744,0
243.30165569150776,14.575185601099449,1
243.3139973557042,14.166002276412636,1
243.35671059146011,13.78604633206057,1
243.4423777568309,12.916829735310811,0
243.50976514423428,13.554546592099786,1
243.70404274295217,15.423272252521436,1
244.06405391858522,22.18564036177448,0
244.12193806068558,24.034625244078985,0
244.15079849893291,24.433777777973873,0
244.179885863592,24.804419416590573,0
244.19370365394352,24.335039209540483,1
244.18567007542484,23.89918616013681,1
244.21079869360514,22.6391366890462,1
244.22316017469691,22.225102817930544,1
244.24238041160982,21.3864821100137,0
244.27226949887117,21.278555190048625,0
244.27282553840038,21.17833733579531,1
244.26737754262746,20.594244309146553,0
244.25441236386013,19.582386587333122,0
243.60600040182243,26.633500708305892,1
243.6309064056638,24.21716023652717,0
243.64105947834895,22.662838967734423,0
243.6597694012546,21.31852480705852,0
243.67520965695155,20.07023308643088,1
243.7031665309972,18.85586140719128,0
243.71744926629685,17.7821959635366,0
243.0698260548477,29.25380614078433,0
243.1383383351474,26.561938597080665,0
243.1383383351474,26.561938597080665,1
243.35168511790573,22.64447630571141,0
243.3982478919212,22.225217024745675,0
243.4323400762957,21.40025334139247,1
243.45723430681159,20.250489922857888,1
243.51279239616932,19.182852462790052,0
243.5914204416193,18.491834369966604,1
243.6481860179817,18.068313226042694,1
243.71710519823483,17.981200619141127,1
244.18370312764912,24.98727059245132,1
244.3003834654829,25.77062932335507,0
244.3122491032734,26.14294611517559,1
244.3134608707981,26.186910541257912,1
244.38292331426982,25.845676933774147,0
244.39198851423717,26.037022757697486,1
