rsi14_previous,cci20_previous,class
-18.500407777050388,-21.93861004597612,1
22.277730058028173,98.46214934662865,1
18.323516316432432,99.44153633195806,0
24.76988694583753,109.86786369240049,1
24.76988694583753,117.85839417655228,1
20.836230548135052,102.54540268262848,0
25.061974356347164,101.5148840559035,0
21.160900258450692,100.2514032848662,0
21.160900258450692,89.62036625169803,0
16.63657763603696,68.31116765052944,1
2.0195353174736543,32.404516569699936,1
6.891463635604608,17.310135879888527,1
10.70939285789956,48.915501406250044,0
-3.2624860165443152,-16.972449761541213,1
5.487411210615363,-11.852478199791927,1
-3.6859918027169267,-30.68672425356317,1
1.4764203268832716,-20.425177931153435,1
9.80194180284569,-5.560417832040456,1
13.201650031964023,22.40958172723565,0
16.27345156714425,35.295075132829474,1
7.283662721075642,21.399168773441684,0
11.054133230035717,12.854910300272394,1
11.054133230035717,17.648530028721336,0
-5.936793576603848,-22.11970965669456,0
-17.166401136642552,-44.81815314474896,1
-1.8018360413373105,-25.72284948559573,0
3.879108784747871,-2.3439712122770304,1
9.435306228375024,8.251245230768731,1
-11.488438602341231,-21.24280038042813,0
-11.488438602341231,-14.312606738079404,1
6.330362858200742,0.9751093585219838,1
-1.4717048687383991,10.273256892477988,1
11.475843209984506,19.401388098101425,0
15.14059670309007,151.9226115840708,1
13.221505730246008,108.8270309077913,0
18.43960836214133,128.3364314514768,0
14.34111631089749,27.99312385517817,0
17.25881243782385,40.903421667583906,1
5.905346588094147,-32.190404548676966,1
8.048925420453926,-40.56706791491077,1
18.768620519672453,51.90944694485402,0
-0.8428364144832301,-8.995491459682867,0
0.911012377284422,-16.855271087085068,0
12.641082726109602,7.21770126800119,0
9.801070102429053,25.74828855910637,0
0.9916716784941996,1.570210856888903,1
14.416792227493048,24.008482703539052,1
14.416792227493048,35.7745350951466,0
14.416792227493048,25.988900499439648,1
19.221440772531565,49.044444732569396,1
1.8709722321077609,9.0097089461724,0
5.405951629219104,14.074815463533866,1
-2.5038297766230784,2.074795549648184,0
-6.150531008400961,1.6931903945987798,0
-5.600105261462119,12.67003486075333,1
-5.600105261462119,6.090511470373088,0
-1.1787977486342385,6.002632994934852,0
3.306361955186631,2.1022616972241503,0
6.4456307818778384,10.32250636708142,0
-2.762020923949265,0.20060782566124225,1
5.9699577150342416,7.9331357560764895,0
-12.486775411882064,-10.512683350294218,1
6.856219078603374,1.0140571852020823,0
6.856219078603374,10.155883880388977,1
6.856219078603374,8.239774257040409,0
10.721733542434123,9.782567757734258,0
14.178119011846904,14.788556684189846,1
-0.03684619839033587,2.145695416204102,0
11.691889745498088,9.924854323598376,1
3.2774596066687,9.226674290765313,0
13.264134705584324,18.167946716552493,0
-2.718588666353128,-1.5567982264922733,0
13.165260463896034,9.666897424865118,0
13.165260463896034,20.297657338070763,0
8.797373830786142,13.134358230237774,0
-0.6103819943709112,0.8352073297805495,1
4.04546886116195,0.9410111478481138,0
4.04546886116195,1.5732571457343036,1
4.04546886116195,3.4680404310444994,1
9.105602555029165,5.687527252733164,0
13.440854767851606,11.818834156428812,0
7.7325750963479996,10.147069082510924,1
7.7325750963479996,11.967321798105953,0
7.7325750963479996,9.443652168006508,0
7.7325750963479996,12.859754283041301,0
0.05464813789346579,0.2132241625619085,1
-3.859525899504817,-4.000354626029926,1
4.479630263448527,3.2464791933174246,0
24.075709840091942,30.059927471407587,1
14.870054547444001,53.19638857036657,0
21.847498941927253,81.3145467002538,0
24.066345659842824,74.3504030470735,1
24.99650351135679,81.69973293605865,1
20.89329138579868,72.76839284692278,0
14.265025644511836,53.55319289403757,0
14.265025644511836,47.95776900458728,0
-0.5454863517553861,-5.7915725313419575,0
-3.324890305382766,11.722195488176482,1
2.909462573438901,12.39264619035711,1
-0.23818501028578964,13.50377462865776,1
8.252658882880041,25.677465313541607,0
16.40549302351181,47.30146802286857,1
14.214068076582675,38.023243575150225,1
19.886834504894253,61.333038218453396,0
19.886834504894253,57.36154804477928,0
17.170004990813286,40.61701965325139,0
11.31837219125427,30.899287469173284,0
11.31837219125427,23.614745532899367,1
7.925117668432094,16.207691846396994,1
7.332991651174751,8.223205462261372,1
7.332991651174751,7.776476739407178,1
7.332991651174751,2.7058180499685762,0
10.673170498435098,10.713579423575938,0
13.730899528751936,9.712520242697996,1
5.357636294818363,0.6783551786306558,0
5.357636294818363,-8.94465644412215,0
-16.133402973734732,-20.00836688860914,1
-1.2465530181078464,-3.3938866056316583,0
9.36253235347283,4.7521805719972035,0
3.7889043781124334,10.300130872784028,0
8.74183825941924,11.893405724981433,1
8.74183825941924,13.609423164598494,0
13.303380404559007,21.45268599887544,0
-1.5354069851347134,12.383244020872727,0
8.92272293346524,22.634572329555308,0
8.92272293346524,22.634572329555308,1
18.62249972232605,49.93076117163393,0
11.949982401766976,41.92757825674757,0
11.949982401766976,34.02023926196701,1
8.08071200286345,17.073708397702525,1
8.08071200286345,19.24499833813184,0
13.165609045334008,36.18590817735621,1
15.957350925430362,29.4195555761516,1
18.526293204782466,35.2728580864134,1
32.469328302472526,93.41935005226318,1
19.36181058648505,38.33324415451012,0
19.36181058648505,38.25601746660492,1
9.53922653204694,21.18985839706248,1
18.119227408984532,26.090087134056763,0
9.22750320370183,20.7488672030532,1
