rsi14_current,mom10_current,class
-3.07777613282434,0.30000000000001137,1
18.323516316432414,0.8000000000000114,1
24.76988694583753,1.0,0
24.76988694583753,1.1000000000000227,1
20.836230548135052,1.0,1
25.061974356347164,1.200000000000017,0
21.160900258450692,0.9000000000000057,0
21.160900258450692,0.8000000000000114,0
16.63657763603696,0.19999999999998866,0
2.0195353174736543,-0.19999999999998866,1
2.0195353174736543,-0.09999999999999433,1
22.12965611870645,0.19999999999998866,1
13.686773613094175,-0.09999999999999433,0
1.3427049995352152,-0.19999999999998866,1
-3.6859918027169267,0.0,1
1.4764203268832716,-0.5,1
9.801941802845704,0.0,1
13.201650031964023,0.0,1
16.27345156714425,0.30000000000001137,0
7.283662721075642,0.2999999999999829,1
11.054133230035717,0.30000000000001137,0
11.054133230035717,0.20000000000001705,1
5.935654388105847,0.2999999999999829,0
1.76575572470405,-0.09999999999999433,0
-1.8018360413373105,-0.19999999999998866,1
3.879108784747871,-0.09999999999999433,0
3.879108784747871,0.09999999999999433,1
9.435306228375024,0.19999999999998866,1
-11.488438602341231,-0.19999999999998866,0
6.330362858200773,-0.09999999999999433,1
-1.4717048687384278,-0.19999999999998866,1
11.475843209984506,0.19999999999998866,1
11.475843209984506,0.09999999999999433,0
13.221505730246008,1.6999999999999886,1
18.43960836214133,1.5999999999999943,0
14.619784268185626,-0.8999999999999773,0
17.25881243782385,0.5,0
10.650078584996491,-0.19999999999998866,1
8.048925420453926,0.2999999999999829,1
12.025095026541125,0.5999999999999943,1
11.466792555441446,0.5,0
-8.595708787446156,-0.30000000000001137,0
4.854947767465474,-0.3999999999999773,0
9.801070102429053,0.10000000000002274,0
0.6256447028448521,-0.09999999999999433,0
4.065011038020131,0.7999999999999828,1
14.416792227493048,0.8000000000000114,1
14.416792227493048,0.09999999999999433,0
7.3801490969159715,0.0,1
5.5513746497732095,0.30000000000001137,1
5.405951629219104,-0.09999999999999433,0
-2.5038297766230784,-0.30000000000001137,1
-6.762942841306739,-0.4000000000000057,0
-0.7452288576979242,-0.09999999999999433,0
-5.600105261462119,-0.19999999999998866,1
-0.9379299938098312,0.0,0
3.306361955186631,0.19999999999998866,0
10.72061193101186,0.3999999999999773,0
-2.762020923949265,-0.4000000000000057,0
5.9699577150342416,0.2999999999999829,1
1.5142577916579825,0.19999999999998866,0
-6.499480834976198,-0.2999999999999829,1
6.856219078603374,0.0,0
6.856219078603374,0.09999999999999433,1
10.721733542434123,0.0,0
14.178119011846904,0.30000000000001137,0
-0.03684619839033587,0.30000000000001137,1
11.691889745498088,0.5,0
3.2774596066687,0.4000000000000057,1
13.264134705584324,0.5999999999999943,0
1.7548280784019423,0.0,0
13.165260463896034,0.20000000000001705,0
13.165260463896034,0.30000000000001137,0
8.797373830786142,0.19999999999998866,0
-0.6103819943709112,0.19999999999998866,0
4.04546886116195,0.4000000000000057,1
4.04546886116195,0.4000000000000057,0
4.04546886116195,0.19999999999998866,1
9.105602555029165,0.2999999999999829,1
13.440854767851606,0.0,0
7.7325750963479996,-0.10000000000002274,0
7.7325750963479996,0.0,1
7.7325750963479996,0.19999999999998866,0
7.7325750963479996,0.09999999999999433,0
0.05464813789346579,0.0,0
0.05464813789346579,0.0,1
4.479630263448527,0.19999999999998866,1
4.479630263448527,0.30000000000001137,0
14.870054547444001,0.9000000000000057,1
21.847498941927253,1.1999999999999886,0
24.066345659842824,1.5999999999999943,0
17.700497658232212,1.200000000000017,1
20.89329138579868,2.200000000000017,1
14.265025644511836,1.6999999999999886,0
14.265025644511836,0.09999999999999433,0
11.702619164645784,0.4000000000000057,0
1.825131487120018,1.1999999999999886,0
2.909462573438901,0.19999999999998866,1
-0.23818501028578964,0.0,1
8.252658882880041,0.19999999999998866,1
16.40549302351181,0.7999999999999828,0
11.147687979269406,0.5,1
17.631652586163014,0.8000000000000114,1
19.886834504894253,0.9000000000000057,0
17.170004990813286,0.4000000000000057,0
11.31837219125427,0.4000000000000057,0
11.31837219125427,0.6000000000000227,0
7.925117668432094,0.09999999999999433,1
0.6165694654325762,-0.30000000000001137,1
7.332991651174751,-0.6000000000000227,1
7.332991651174751,-0.4000000000000057,1
10.673170498435098,-0.2999999999999829,0
13.73089952875192,-0.09999999999999433,0
5.357636294818363,-0.10000000000002274,1
5.357636294818363,-0.10000000000002274,0
0.5021345378634976,-0.09999999999999433,0
-1.2465530181078464,0.19999999999998866,1
9.36253235347283,0.5,0
3.7889043781124334,0.4000000000000057,0
8.74183825941924,0.5999999999999943,0
8.74183825941924,0.5999999999999943,1
13.303380404559007,0.8000000000000114,0
7.3500977142805075,0.5,0
-5.6544587383857134,-0.09999999999999433,0
5.39683666694232,0.5999999999999943,0
5.39683666694232,0.5999999999999943,1
11.949982401766976,0.8999999999999773,0
11.949982401766976,0.3999999999999773,0
8.08071200286345,0.4000000000000057,1
8.08071200286345,0.5,1
16.973085572976288,0.4000000000000057,0
15.957350925430362,0.5,1
18.526293204782466,0.30000000000001137,1
22.92664811164725,0.2999999999999829,1
19.36181058648505,1.0,1
19.36181058648505,0.7999999999999828,0
9.53922653204694,0.4000000000000057,1
6.013170717632249,0.19999999999998866,1
9.22750320370183,-0.09999999999999433,0
9.22750320370183,-0.7999999999999828,1
