sma30_current,rsi14_current,class
243.04666666666665,-3.07777613282434,1
243.02,18.323516316432414,1
243.03333333333336,24.76988694583753,0
243.0533333333333,24.76988694583753,1
243.07333333333332,20.836230548135052,1
243.09333333333333,25.061974356347164,0
243.11,21.160900258450692,0
243.1266666666667,21.160900258450692,0
243.15,16.63657763603696,0
243.16666666666663,2.0195353174736543,1
243.17666666666665,2.0195353174736543,1
243.21,22.12965611870645,1
243.2633333333333,13.686773613094175,0
243.31666666666663,1.3427049995352152,1
243.38333333333333,-3.6859918027169267,1
243.42666666666665,1.4764203268832716,1
243.46,9.801941802845704,1
243.4933333333333,13.201650031964023,1
243.53333333333333,16.27345156714425,0
243.56666666666663,7.283662721075642,1
243.6033333333333,11.054133230035717,0
243.63333333333333,11.054133230035717,1
243.65666666666667,5.935654388105847,0
243.63666666666668,1.76575572470405,0
243.58666666666667,-1.8018360413373105,1
243.58333333333331,3.879108784747871,0
243.59000000000003,3.879108784747871,1
243.59333333333336,9.435306228375024,1
243.56333333333333,-11.488438602341231,0
243.57,6.330362858200773,1
243.57,-1.4717048687384278,1
243.57,11.475843209984506,1
243.56666666666663,11.475843209984506,0
244.03333333333333,13.221505730246008,1
244.1,18.43960836214133,0
244.15666666666667,14.619784268185626,0
244.54666666666665,17.25881243782385,0
244.6,10.650078584996491,1
244.7,8.048925420453926,1
244.77666666666664,12.025095026541125,1
245.04333333333332,11.466792555441446,0
246.18666666666664,-8.595708787446156,0
246.23666666666665,4.854947767465474,0
246.15,9.801070102429053,0
246.13333333333333,0.6256447028448521,0
246.10333333333332,4.065011038020131,1
246.0966666666667,14.416792227493048,1
246.11000000000004,14.416792227493048,0
246.10333333333332,7.3801490969159715,1
246.10666666666665,5.5513746497732095,1
246.11666666666667,5.405951629219104,0
246.1233333333333,-2.5038297766230784,1
246.1266666666667,-6.762942841306739,0
243.1133333333333,-0.7452288576979242,0
243.17333333333332,-5.600105261462119,1
243.19333333333333,-0.9379299938098312,0
243.25666666666663,3.306361955186631,0
243.28333333333333,10.72061193101186,0
243.31666666666663,-2.762020923949265,0
243.33333333333331,5.9699577150342416,1
243.33666666666667,1.5142577916579825,0
243.43,-6.499480834976198,1
243.44666666666672,6.856219078603374,0
243.45000000000007,6.856219078603374,1
243.46000000000004,10.721733542434123,0
243.4733333333334,14.178119011846904,0
243.47333333333336,-0.03684619839033587,1
243.48666666666668,11.691889745498088,0
243.49000000000007,3.2774596066687,1
243.51,13.264134705584324,0
243.52,1.7548280784019423,0
243.50333333333333,13.165260463896034,0
243.50666666666663,13.165260463896034,0
243.51,8.797373830786142,0
243.5133333333333,-0.6103819943709112,0
243.51333333333332,4.04546886116195,1
243.51666666666668,4.04546886116195,0
243.51666666666668,4.04546886116195,1
243.5333333333334,9.105602555029165,1
243.55000000000007,13.440854767851606,0
243.5666666666667,7.7325750963479996,0
243.58,7.7325750963479996,1
243.58333333333331,7.7325750963479996,0
243.58666666666664,7.7325750963479996,0
243.58666666666664,0.05464813789346579,0
243.57666666666668,0.05464813789346579,1
243.51,4.479630263448527,1
243.50333333333327,4.479630263448527,0
243.38,14.870054547444001,1
243.41,21.847498941927253,0
243.44666666666663,24.066345659842824,0
243.47333333333333,17.700497658232212,1
243.59666666666664,20.89329138579868,1
243.63333333333333,14.265025644511836,0
243.67,14.265025644511836,0
243.70666666666665,11.702619164645784,0
243.63,1.825131487120018,0
243.54,2.909462573438901,1
243.50666666666663,-0.23818501028578964,1
243.48,8.252658882880041,1
243.45,16.40549302351181,0
243.42,11.147687979269406,1
243.3766666666667,17.631652586163014,1
243.55000000000007,19.886834504894253,0
243.59000000000003,17.170004990813286,0
243.63,11.31837219125427,0
243.69666666666672,11.31837219125427,0
243.7433333333333,7.925117668432094,1
243.79333333333332,0.6165694654325762,1
243.87,7.332991651174751,1
243.9,7.332991651174751,1
243.92,10.673170498435098,0
243.95666666666665,13.73089952875192,0
243.98333333333332,5.357636294818363,1
244.00666666666663,5.357636294818363,0
244.03333333333333,0.5021345378634976,0
243.9833333333333,-1.2465530181078464,1
243.94666666666663,9.36253235347283,0
243.91333333333333,3.7889043781124334,0
243.89,8.74183825941924,0
243.86666666666665,8.74183825941924,1
243.85,13.303380404559007,0
243.83666666666664,7.3500977142805075,0
243.32333333333332,-5.6544587383857134,0
243.30666666666667,5.39683666694232,0
243.30666666666667,5.39683666694232,1
243.27999999999997,11.949982401766976,0
243.26999999999995,11.949982401766976,0
243.26,8.08071200286345,1
243.25,8.08071200286345,1
243.26666666666668,16.973085572976288,0
243.29333333333332,15.957350925430362,1
243.31,18.526293204782466,1
243.34333333333333,22.92664811164725,1
243.62,19.36181058648505,1
243.72666666666672,19.36181058648505,0
243.76333333333335,9.53922653204694,1
243.79333333333335,6.013170717632249,1
243.9,9.22750320370183,0
243.94333333333333,9.22750320370183,1
