stochk_14_current,cci20_current,class
55.55555555555623,-5.2461893588155135,1
75.04713423831045,99.64844030261105,1
80.02450980392116,110.09598665324188,0
82.10784313725487,118.13748784129135,1
85.60924369747927,102.77251972195542,1
86.30952380952391,101.60461917177555,0
88.09523809523813,100.3399432682205,0
87.91208791208794,89.68626710730992,0
89.92673992674055,68.27101198753904,0
84.61538461538484,32.394986720875075,1
74.35897435897455,17.376334972152776,1
58.13908313908306,56.60882274233385,1
68.18181818181891,46.12032989732397,0
47.222222222223365,-21.389936685779873,1
37.50000000000088,-22.542948732960976,1
37.50000000000088,-20.4578161690408,1
33.333333333334515,-5.570503072135273,1
45.83333333333361,22.473355404484664,1
62.500000000000284,35.34707220893523,0
75.00000000000058,21.45386919838161,1
75.00000000000058,12.885520981862042,0
70.83333333333421,17.67550166287405,1
70.83333333333421,4.125630396320813,0
16.6666666666659,-2.0737227803129046,0
31.48148148148163,-25.677066905842857,1
29.62962962962989,-2.338440862321084,0
49.735449735449656,10.547870455276616,1
85.71428571428288,12.258992914290946,1
33.333333333334735,-14.242332073244302,0
34.92063492063627,0.9703462195385196,1
42.06349206349282,10.238648264406,1
44.44444444444502,19.323507012039247,1
61.111111111110056,22.83960877370644,0
47.91666666666654,109.76007684580786,1
44.27083333333314,129.27469851050364,0
43.74999999999983,116.8335175603984,0
32.555018786902735,41.128358894923416,0
45.005611672278064,5.13969696346237,1
59.44055944055873,-40.87334261773007,1
62.820512820511986,-17.44594112402482,1
81.1463046757168,33.85398713794782,0
26.666666666666387,-20.739605309821133,0
8.88888888888836,-9.215831673515432,0
54.761904761904546,25.89207121538188,0
70.89947089947083,4.899010655049458,0
61.904761904761756,10.991475998205106,1
73.01587301587256,36.012724055309526,1
79.36507936507894,26.147137271377325,0
85.71428571428531,27.29378253288497,1
82.664995822891,29.7656349240886,1
58.333333333333705,14.143147764342453,0
49.99999999999997,2.0851578464506475,1
42.42424242424193,-7.261784423761567,0
66.66666666666761,4.780772878864045,0
62.247474747475366,6.085607295325249,1
51.13636363636466,7.188800424040278,0
45.83333333333361,2.1009215482277104,0
45.83333333333361,13.61464718202567,0
54.166666666666366,0.20043701683465748,0
50.0,7.924009113693473,1
54.166666666666366,7.531457996277207,0
46.6666666666659,-10.411599856539748,1
56.66666666666533,10.140571851998343,0
66.66666666666477,8.22626594311218,1
79.99999999999828,9.765658378716743,0
83.33333333333142,14.775753384074203,0
86.66666666666458,2.1417909680533183,1
83.33333333333144,9.911069303424178,0
86.66666666666553,9.208627722924962,1
79.74358974358908,18.145792771847308,0
84.61538461538456,5.850694705330643,0
36.3636363636362,9.652149004273683,0
54.54545454545517,20.26930105213196,0
66.66666666666752,13.115409356906445,0
75.757575757577,0.833927506682864,0
63.63636363636465,0.939608246004676,1
54.54545454545517,3.1367038261502755,0
51.51515151515144,3.4611657206133217,1
48.48484848484856,5.674975250800742,1
48.48484848484856,11.796352820485128,0
56.666666666667226,10.130429276936669,0
61.515151515151814,11.943945899210016,1
57.61904761904742,9.425589734790103,0
43.80952380952266,12.83912261043683,0
38.095238095236546,7.65208519321725,0
36.507936507934886,-3.198362438428628,1
66.66666666666802,3.243530777866139,1
76.19047619047716,3.8957750319798015,0
42.31884057970973,53.23339883118257,1
51.7632850241545,81.26922607053814,0
71.20772946859908,74.21045323853883,0
68.88888888888879,63.40041732585371,1
72.22222222222223,72.71933333719154,1
77.7777777777778,53.48038510436458,0
79.99999999999993,47.84670512663989,0
75.55555555555544,33.988418858753775,0
71.75925925925921,-0.8910111586722304,0
68.68945868945805,12.392035230359134,1
66.83760683760579,13.509100802101527,1
54.456654456653865,25.668331938763128,1
54.68975468975446,47.22420794620932,0
62.77056277056304,42.381220758079394,1
69.1142191142188,48.90305073382071,1
77.1929824561402,57.30386052527028,0
78.94736842105239,40.55640701603382,0
75.43859649122804,30.855470731062226,0
68.73065015479894,23.595819521913274,0
62.919246646027176,16.19296836541758,1
50.26260504201707,4.502136624000659,1
34.98168498168489,7.772618861589832,1
35.89743589743573,2.7048614745744044,1
32.30769230769172,10.71052978113523,0
32.82051282051253,9.698608741341415,0
36.66666666666652,0.6776176913504856,1
38.33333333333298,-8.931676518642751,0
29.166666666665826,-9.510773940587145,0
20.00000000000044,-9.49549615052686,1
47.22222222222239,4.75144124788355,0
62.777777777778084,10.296391239332738,0
76.1111111111116,11.884766391672391,0
83.33333333333431,13.592463685693614,1
83.93939393939486,21.434841484245624,0
87.272727272728,19.8635981471046,0
62.35294117647146,11.257494564432543,0
69.49494949494998,27.25157464553147,0
69.49494949494998,27.25157464553147,1
80.21978021978012,41.91020903772641,0
85.71428571428595,34.01671443472049,0
85.71428571428595,17.0666316563346,1
76.19047619047636,19.222055811979352,1
71.42857142857117,29.773144487819053,0
76.6233766233772,29.379781247449113,1
80.08658008658112,35.21259547724794,1
81.81818181818281,40.734461919147456,1
64.10256410256358,53.98320106426594,1
56.410256410255954,38.219495655535404,0
48.71794871794831,21.17743824044208,1
43.16239316239307,7.177210102232031,1
37.37373737373759,20.735353093439898,0
38.38383838383855,11.970500309451449,1
