ema100_current,wpr14_previous,class
243.18905225418166,-54.54545454545549,1
243.2059823509734,-12.500000000000892,1
243.21960454887298,-23.529411764705984,0
243.23295700028004,-5.8823529411760775,1
243.24344502462958,-12.499999999999332,1
243.2576857613686,-21.428571428572152,0
243.26904448124196,-7.142857142856707,0
243.28048818799888,-14.285714285713414,0
243.28941517665172,-15.384615384614374,0
243.29067523904556,-23.07692307692375,1
243.29191034970887,-46.15384615384532,1
243.31029924093696,-41.66666666666706,1
243.3284839227556,-50.000000000002366,0
243.33751678839408,-74.99999999999824,1
243.3447663049139,-50.00000000000001,1
243.3498359170736,-74.99999999999824,1
243.3580095074276,-62.49999999999911,1
243.36831135455623,-37.500000000000895,1
243.38131913882043,-24.99999999999823,0
243.38917921106997,-12.499999999999115,1
243.3982440122856,-37.500000000000895,0
243.40743922451642,-24.99999999999823,1
243.41447215531707,-24.99999999999823,0
243.43239618066715,-83.33333333333412,0
243.42857866939048,-77.77777777777601,1
243.43290288727312,-55.55555555555521,0
243.4368315650493,-44.4444444444448,1
243.4505651585406,-14.285714285717187,1
243.45160054841358,-57.14285714285656,0
243.4551589754741,-57.14285714285656,1
243.4563568285833,-33.333333333334906,1
243.4621111819273,-50.0,1
243.46806149971002,-16.666666666669823,0
243.82994300544357,-57.81250000000021,1
243.8701414176561,-59.375000000000135,0
243.90527351363698,-53.125000000000036,0
244.10478228197974,-59.2592592592593,0
244.13464820015275,-40.909090909091375,1
244.18798273851326,-55.555555555556076,1
244.21942096903098,-30.769230769231612,1
244.32506238048538,-11.76470588235235,0
245.83408383388885,-80.00000000000115,0
245.87057307332157,-80.00000000000115,0
245.86638279248183,-5.5555555555552045,0
245.87057823792648,-23.80952380952355,0
245.8842262192538,-38.095238095238216,1
245.92862768583853,-14.285714285714672,1
245.94552040561916,-14.285714285714672,0
245.95718848396888,-14.285714285714672,1
246.03293930986325,-14.285714285713414,1
246.05245192054863,-58.33333333333294,0
246.0590926090496,-50.0,1
246.06300177668945,-66.66666666666825,0
244.2284174956066,-29.999999999998288,0
244.15737520939186,-54.54545454545431,1
244.13215058352168,-74.99999999999824,0
244.06549234972576,-62.49999999999911,0
244.05050707671853,-50.00000000000001,0
244.01353315183098,-37.500000000000895,0
243.9979064878408,-62.49999999999911,1
243.9796793286337,-37.500000000000895,0
243.8651202898652,-60.00000000000227,1
243.845215351992,-20.0000000000017,0
243.83385144982952,-20.0000000000017,1
243.82283330127632,-20.0000000000017,0
243.8146333559607,-10.000000000002274,0
243.8006551917408,-0.0,1
243.79444397705845,-30.000000000001133,0
243.78315571256888,-0.0,1
243.7786513961876,-20.0000000000017,0
243.76736594404213,-15.384615384614714,0
243.62229653862755,-63.63636363636294,0
243.61775770628597,-27.272727272725863,0
243.61163846582176,-27.272727272725863,0
243.6013700903672,-36.36363636363706,0
243.59390507115882,-54.54545454545431,1
243.58720769817168,-45.45454545454569,0
243.57971296384312,-45.45454545454569,1
243.57682638085092,-45.45454545454569,1
243.57659697999665,-36.36363636363706,0
243.5737720996549,-27.272727272725863,0
243.57224280565552,-40.000000000000576,1
243.570433882676,-40.000000000000576,0
243.5689706919833,-57.14285714285889,0
243.5661761014024,-57.14285714285889,0
243.56075797658417,-66.66666666666825,1
243.45396621440563,-42.857142857141106,1
243.45084891813374,-28.57142857142741,0
243.43766415086878,-0.0,1
243.4630392727289,-30.43478260869539,0
243.49156240093876,-30.000000000000192,0
243.51389003269833,-23.333333333333908,1
243.60340637005638,-13.333333333333526,1
243.62673911589187,-19.999999999999808,0
243.64929991512696,-30.000000000000192,0
243.66757429566596,-30.000000000000192,0
243.51813622269586,-22.2222222222224,0
243.49600610749957,-33.333333333333336,1
243.49317526037171,-23.07692307692375,1
243.4978906238292,-44.4444444444448,1
243.512602790038,-14.285714285717187,0
243.52213349409507,-9.09090909090862,1
243.55822548539874,-16.66666666666785,1
243.64952012843827,-21.052631578947604,0
243.669460434308,-21.052631578947604,0
243.68349592644898,-26.31578947368413,0
243.6978733121113,-36.84210526315718,0
243.7087461509301,-41.1764705882349,1
243.71575320199963,-50.00000000000089,1
243.73903722122918,-61.53846153846187,1
243.7509544053113,-61.53846153846187,1
243.765235627629,-61.53846153846187,0
243.78152416351418,-69.99999999999885,0
243.79321984606514,-59.999999999999424,1
243.8037541948537,-80.00000000000115,0
243.81178983262703,-75.00000000000179,0
243.7321990925196,-66.66666666666667,1
243.73551672689067,-41.66666666666706,0
243.73741344744647,-24.999999999998817,0
243.74156271922902,-19.999999999998863,0
243.74562982721366,-9.999999999999432,1
243.751906508456,-9.999999999999432,0
243.7560787009608,-9.09090909090862,0
243.51991036140927,-33.333333333333336,0
243.51617674725293,-13.333333333332574,0
243.51617674725293,-13.333333333332574,1
243.51986470045483,-7.142857142856707,0
243.52095243985409,-21.428571428572152,0
243.51817896966287,-21.428571428572152,1
243.51608024373226,-28.57142857142886,1
243.521823142967,-28.57142857142886,0
243.5310351816962,-28.57142857142741,1
243.5412513498301,-27.272727272725863,1
243.55646526176227,-18.18181818181724,1
243.67698746346886,-30.76923076923127,1
243.72574573034674,-50.00000000000055,0
243.74269551855275,-50.00000000000055,1
243.7557799092213,-61.538461538461455,1
243.79482958383943,-50.000000000000604,0
243.80898254064275,-68.18181818181765,1
