ema30_current,ema200_current,class
242.9064445893394,243.17811443537647,1
243.01850375934106,243.1933459797288,1
243.07295857572075,243.2010954335464,0
243.12591803017983,243.209079250263,1
243.16900913273852,243.21583286519532,1
243.2222233899707,243.2251322735149,0
243.2645439303941,243.2328769176945,0
243.3041341133707,243.24054450073783,0
243.33673633013032,243.24714076454683,0
243.34586248731742,243.25021911142517,1
243.35238200813052,243.2534225639321,1
243.41296710473262,243.26808485911803,1
243.47088257466632,243.28197290890552,0
243.49089959727473,243.29364627052482,1
243.51114733119223,243.30128581252617,1
243.51638037919358,243.307490484158,1
243.53831606654,243.31357635472497,1
243.56528816115448,243.32044095829545,1
243.59898958557525,243.32760933844415,0
243.61559564670355,243.3325606057296,1
243.6385908879724,243.33861336749587,0
243.6580847132489,243.34476163872287,1
243.6678514074358,243.34969797230028,0
243.62237725491042,243.36802615136082,0
243.5572512959214,243.36950207796414,1
243.55900035080987,243.37304147719482,0
243.56366334150684,243.37685713041512,1
243.58336603101128,243.3905189710545,1
243.5214213098341,243.40151501920658,0
243.52850875478757,243.40442440981647,1
243.52666948028502,243.40646556233645,1
243.5378520944602,243.41063219057838,1
243.54730432363658,243.4152245676712,0
244.51612064941682,243.63323011555946,1
244.59977525694646,243.6555426029863,0
244.6621027891569,243.6756430258617,0
244.9420744841278,243.78647319094304,0
244.98130926921002,243.80231183892272,1
245.03193827759642,243.83102294148858,1
245.0788894936256,243.8491264286509,1
245.24903657255302,243.91028934954895,0
246.28980765402724,245.18199677075197,0
246.26714745935985,245.236674674194,0
246.0123613301241,245.3294006245415,0
246.00651919485588,245.34136827730995,0
245.9921113620766,245.375140199488,1
246.06010885833803,245.4212968492035,1
246.0925246360728,245.43794817983886,0
246.10389229138343,245.4521323039492,1
246.23644310511844,245.5210302663626,1
246.25379274891387,245.54581640464676,0
246.25234010102352,245.55606335685874,1
246.24352063342891,245.56521332447159,0
243.2205418497942,244.834333234004,0
243.28089761590496,244.77997663331814,1
243.29463519680388,244.76235212388653,0
243.34373575349878,244.7143552881337,0
243.37479195175356,244.70208189744443,0
243.39964405471613,244.67238046061885,0
243.41761487483325,244.6596854409755,1
243.42393897021861,244.6461217150597,0
243.42410123658908,244.55441364795558,1
243.4509150564587,244.53071026543304,0
243.46154236593262,244.51864621974252,1
243.47995350748016,244.5076972391832,0
243.50463737236697,244.49754075668758,0
243.50433818705292,244.4845002590923,1
243.5274488468061,244.4755090079956,0
243.5331384923867,244.46430570044043,1
243.56286053286743,244.4571333588858,0
243.56828340558047,244.44658010144832,0
243.48328075664506,244.33517016923562,0
243.50472318223603,244.3276647896797,0
243.51833061262766,244.31939480158763,0
243.518156918478,244.30874984434516,0
243.52343711728585,244.2998287757349,1
243.52938558412598,244.29115220992267,0
243.5382682930937,244.2735915629912,1
243.55374722686386,244.2653924091177,1
243.5746791326489,244.25795839184812,0
243.5878089799962,244.24960332002442,0
243.5990828143981,244.2416428551354,1
243.6066025265857,244.2336058629061,0
243.6136370960516,244.22533736885697,0
243.61275728340317,244.21600038755852,0
243.60820259629585,244.19729119488719,1
243.44564288236637,244.02673608962624,1
243.44713194114186,244.01838021558385,0
243.37421708908798,243.9138514134928,1
243.45592857880862,243.9176591704376,0
243.54728943736094,243.92357482495086,0
243.61037443020547,243.92613507071147,1
243.85644193397408,243.94607357889316,1
243.9090599954189,243.94971645322295,0
243.9582833432222,243.95254440031627,0
243.9978793782641,243.95403771186488,0
243.45153097406842,243.76171689983872,0
243.396536989618,243.7060902707865,1
243.38667114944485,243.698528254014,1
243.39881450583863,243.69464949960042,1
243.4349719454776,243.69556811899145,0
243.45589342126888,243.6946432840854,1
243.55116065312336,243.6984073436652,1
243.84584618770188,243.7259243286216,0
243.9001567717003,243.7312905349166,0
243.93806022124718,243.7346132963731,0
243.9815896951104,243.737591523634,0
244.00980564679938,243.73923362002532,1
244.02430691472176,243.73855785550563,1
244.06860479992088,243.74056688508657,1
244.0861622437814,243.7415564321067,1
244.10601178417218,243.74399836560193,0
244.13607695205584,243.74694381828903,0
244.1482724278233,243.7474027053993,1
244.15867217268269,243.74785702646872,0
244.16295827937745,243.74777900989318,0
243.76111882855287,243.6785659452428,1
243.75568251648,243.67710871712399,0
243.74845244876752,243.6769298924438,0
243.751167227999,243.67774787198908,0
243.75370686018329,243.67886918432689,1
243.7645521100725,243.6811301001497,0
243.76925497953712,243.6817505506377,0
243.17870737328158,243.54160063129586,0
243.20746110117724,243.5414856496717,0
243.20746110117724,243.5414856496717,1
243.31198263316404,243.5500049294603,0
243.33398923361042,243.55243183340087,0
243.34812444047932,243.55383956416782,1
243.36134769851824,243.55554475955554,1
243.4011440900029,243.56084100623642,0
243.46527694348882,243.5690480145738,1
243.5048198352981,243.57427050970742,1
243.5597594287024,243.58158682541253,1
243.93845007052784,243.64007765481801,1
244.0523019226453,243.6628061645771,0
244.0793806299824,243.6707037612065,1
244.0962428590002,243.67737201396287,1
244.1833280151173,243.69757533526607,0
244.21042289110864,243.70627773081958,1
