sma100_current,stoch_rsi_14_previous,class
243.29500000000004,83.93754063278692,1
243.296,100.0,1
243.302,95.6193041181328,0
243.308,100.0,1
243.312,100.0,1
243.31600000000003,91.26723929384715,0
243.318,100.0,0
243.32100000000003,91.04485588976624,0
243.323,91.04485588976627,0
243.32000000000005,80.65900828262838,1
243.31700000000004,47.10473139803854,1
243.31800000000004,21.14328396361089,1
243.321,37.71240329969313,0
243.318,0.0,1
243.321,30.89166434935492,1
243.324,0.0,1
243.32800000000003,19.99722085346585,1
243.33300000000003,52.247124095496886,1
243.341,65.41630055570515,0
243.34600000000003,77.31529121644729,1
243.34900000000002,42.492268864146226,0
243.353,73.85038129375035,1
243.357,73.85038129375035,0
243.366,0.0,0
243.372,24.28660159413655,1
243.375,59.07453707633842,0
243.377,81.57748574983876,1
243.378,100.0,1
243.38600000000002,43.946570765172176,0
243.38800000000003,21.344353790494136,1
243.389,85.1606708297445,1
243.392,47.872566859533435,1
243.396,100.0,0
243.568,70.48002307213666,1
243.59099999999995,51.17347630761283,0
243.61299999999997,60.38213367781202,0
243.75,35.33658083910636,0
243.76999999999995,56.738923307686385,1
243.81399999999996,9.551159609367305,1
243.838,27.14521603864653,1
243.921,100.0,0
245.595,0.0,0
245.641,28.756051257656274,0
245.68400000000003,100.0,0
245.689,96.13692187877035,0
245.715,84.15408982058239,1
245.768,100.0,1
245.786,100.0,0
245.801,100.0,1
245.87,100.0,1
245.893,31.103224557005788,0
245.90500000000003,45.14023347990386,1
245.915,0.0,0
244.886,78.71121629459716,0
244.799,2.7141294901922466,1
244.766,2.7141294901922466,0
244.67400000000006,24.515437246073876,0
244.6490000000001,46.63159785095691,0
244.59900000000005,62.11121912149045,0
244.57500000000005,16.70862091603072,1
244.548,59.7656923986028,0
244.396,3.608995139268009,1
244.365,83.94939056617491,0
244.344,83.94939056617491,1
244.317,83.94939056617491,0
244.292,100.0,0
244.267,100.0,1
244.247,48.37268506164109,0
244.223,90.97026693738823,1
244.201,60.409908302721284,0
244.176,96.68050150455852,0
243.892,54.67971582219765,0
243.866,99.72813516405235,0
243.84099999999998,99.72813516405235,0
243.815,87.71818431464987,0
243.791,61.85059786979043,1
243.769,74.8558425022343,0
243.743,74.8558425022343,1
243.72599999999997,74.8558425022343,1
243.711,88.80712605132376,0
243.69400000000002,100.0,0
243.681,84.38039864214826,1
243.667,64.67527056395471,0
243.654,64.67527056395471,0
243.643,59.37525096117794,0
243.62099999999995,4.7328939332397075,1
243.406,91.20842341977463,1
243.393,100.0,0
243.42999999999995,100.0,1
243.44400000000002,88.98375557720291,0
243.457,97.33353953636237,0
243.47100000000003,99.9887940515733,1
243.525,100.0,1
243.543,95.14327495117088,0
243.56,87.29779602613846,0
243.571,87.29779602613846,0
243.529,87.31825139682074,0
243.51800000000003,73.55320541789546,1
243.51500000000004,84.7822423933027,1
243.51700000000002,45.24559670624518,1
243.52599999999998,100.0,0
243.53200000000004,100.0,1
243.552,88.89314561000013,1
243.589,83.20548203416988,0
243.59900000000002,83.20548203416988,0
243.604,73.46664913090882,0
243.611,46.57993017179693,0
243.614,46.57993017179693,1
243.618,12.782206237349241,1
243.63200000000003,28.03718340851975,1
243.641,28.03718340851975,1
243.65200000000004,28.03718340851975,0
243.664,41.98050090227376,0
243.67500000000004,54.74475354537572,1
243.683,19.791215705546048,0
243.69,24.603018275446768,0
243.66600000000003,65.86169952882888,1
243.66800000000003,96.99007430814251,0
243.67000000000004,100.0,0
243.67300000000003,91.67590488561798,0
243.676,99.07300654103969,1
243.68,99.07300654103969,0
243.68400000000003,100.0,0
243.65,95.0612461296213,0
243.647,100.0,0
243.647,100.0,1
243.618,100.0,0
243.61000000000004,85.75895175068598,0
243.59600000000003,84.34089184237841,1
243.584,75.26046225985358,1
243.578,75.26046225985358,0
243.56600000000003,77.52234619578424,1
243.569,89.02189991712179,1
243.576,99.60371264094181,1
243.646,90.92470966997251,1
243.687,42.05776173905254,0
243.705,42.05776173905257,1
243.718,5.4375782736624965,1
243.74400000000009,41.903373211795305,0
243.7510000000001,11.12594936770667,1
