sma20_previous,macd_12_26_previous,class
242.89,-0.1337023578838057,1
242.925,0.0718227186549143,1
242.94,0.12682504136861894,0
242.965,0.1905253506889153,1
243.01000000000005,0.2345323651046556,1
243.045,0.2591456587062737,0
243.09,0.2908785881535607,0
243.13,0.3080925934912955,0
243.175,0.3199307683841539,0
243.23,0.3183861695091537,1
243.28,0.2775441674219508,1
243.345,0.20710927546488733,1
243.455,0.20165745529271814,0
243.59,0.0928637293278598,1
243.65,0.03902717971513425,1
243.635,-0.024329775267545983,1
243.635,-0.03149576330866921,1
243.63,-0.019570723288950376,1
243.63,-0.0021188470064146263,0
243.64,0.008904161459867055,1
243.63,0.010205171747799113,0
243.63,0.018729063130194845,1
243.63,0.028469605969064563,0
243.615,-0.004725512820897393,0
243.58,-0.07827023907455555,1
243.58,-0.07566565891602295,0
243.58,-0.06050809276126756,1
243.61000000000004,-0.02326748620757257,1
243.50999999999996,-0.03668713125549061,0
243.49499999999995,-0.03882043863879403,1
243.49999999999997,-0.022322784941934515,1
243.5,-0.02013872107414727,1
243.51,0.0015673193133807215,0
244.235,0.7797795650313049,1
244.305,0.7297572968053885,0
244.39500000000004,0.7196259668604057,0
245.085,0.19342405207081012,0
245.21,0.17764630974522788,1
245.40000000000003,0.08959585952706561,1
245.4650000000001,0.05700402546034411,1
245.33,0.0634161183641595,0
246.36,0.08094530992821093,0
246.335,-0.055702065088922836,0
246.05,-0.1979721459049415,0
246.04,-0.13178172017259726,0
245.925,-0.0909764807263116,1
245.94000000000003,0.03354662755606341,1
245.965,0.09849970845419877,0
245.99,0.15662089614417596,1
246.08,0.2551660048045505,1
246.14,0.20836379929249915,0
246.195,0.1938630133359993,1
246.245,0.160980668429346,0
243.215,0.12465988930847514,0
243.26000000000005,0.11920721728205308,1
243.27500000000003,0.09067777347249263,0
243.345,0.0621082347476829,0
243.385,0.06203469308994159,0
243.445,0.08435726888487237,0
243.445,0.06881273874401472,1
243.45,0.07276303079814284,0
243.445,-0.02625713168032462,1
243.46,-0.014632209954299926,0
243.47000000000003,-0.003013091751000729,1
243.46000000000004,0.007005956479360975,0
243.48,0.029581846751199237,0
243.505,0.04921625113934169,1
243.51,0.03825492998095115,0
243.525,0.05172719668613013,1
243.53500000000003,0.0484992841704468,0
243.555,0.0846987068671865,0
243.48999999999995,-0.07438483060266776,0
243.52,-0.037168028456505915,0
243.545,-0.004310280983958137,0
243.55,0.007219187602032663,0
243.545,0.002255794306421421,1
243.545,0.006299028708184551,0
243.5300000000001,0.016092245237274483,1
243.53500000000008,0.02404070627056853,1
243.53000000000003,0.04285771744895328,0
243.54000000000005,0.06943013003984788,0
243.53000000000003,0.07394393191543712,1
243.535,0.07814985831404897,0
243.545,0.07266457982714769,0
243.555,0.06406546134567748,0
243.59,0.045882300482332994,1
243.45,-0.07842963261808222,1
243.44,-0.05937556254858122,0
243.295,0.0005869406725196312,1
243.335,0.06274715405439224,0
243.4,0.15582042757469594,0
243.485,0.24538621995904464,1
243.67,0.4097479303741807,1
243.74,0.4436799919469081,0
243.795,0.4375541252802577,0
243.84500000000003,0.4230473103599763,0
243.51,-0.2480501683870955,0
243.17,0.03650554513575344,1
243.205,0.06635131947479067,1
243.215,0.07674353461939631,1
243.235,0.10421059682659006,0
243.285,0.17124704945547364,1
243.49,0.21491705052076784,1
243.74,0.3659322977125328,0
243.805,0.3793532015095025,0
243.86000000000004,0.3671659246579111,0
243.90000000000003,0.3402430245924961,0
243.95000000000005,0.3106636093045836,1
243.99,0.2654168359564437,1
244.07,0.19395503921435875,1
244.105,0.16493463663729813,1
244.14999999999995,0.13543830961705794,0
244.19,0.11386364032782124,0
244.23999999999995,0.09449580349021858,1
244.265,0.060957060129226186,0
244.27,0.031672475444622705,0
243.79,-0.28207550303474704,1
243.74999999999997,-0.19376704971193706,0
243.735,-0.13532989786270375,0
243.715,-0.09331999406211366,0
243.695,-0.04870552330271494,1
243.67,-0.010536825017112506,0
243.66,0.02780711649523937,0
243.09500000000003,-0.07599369002784329,0
243.08,0.00473563387691911,0
243.08,0.00473563387691911,1
243.14499999999992,0.1705511231326966,0
243.19499999999996,0.1896293242305376,0
243.23999999999995,0.20410365901540214,1
243.29,0.20584891528389448,1
243.32,0.21152674575094466,0
243.39500000000004,0.22721605576617776,1
243.425,0.23257107149584044,1
243.485,0.23418957531265505,1
243.835,0.4247405747289577,1
243.97000000000003,0.39997542284586973,0
244.04500000000007,0.3862044937837936,1
244.08500000000004,0.3424731753056278,1
244.19,0.28278152386968713,0
244.225,0.25111569541053314,1
