sma20_previous,wpr14_previous,class
242.89,-54.54545454545549,1
242.925,-12.500000000000892,1
242.94,-23.529411764705984,0
242.965,-5.8823529411760775,1
243.01000000000005,-12.499999999999332,1
243.045,-21.428571428572152,0
243.09,-7.142857142856707,0
243.13,-14.285714285713414,0
243.175,-15.384615384614374,0
243.23,-23.07692307692375,1
243.28,-46.15384615384532,1
243.345,-41.66666666666706,1
243.455,-50.000000000002366,0
243.59,-74.99999999999824,1
243.65,-50.00000000000001,1
243.635,-74.99999999999824,1
243.635,-62.49999999999911,1
243.63,-37.500000000000895,1
243.63,-24.99999999999823,0
243.64,-12.499999999999115,1
243.63,-37.500000000000895,0
243.63,-24.99999999999823,1
243.63,-24.99999999999823,0
243.615,-83.33333333333412,0
243.58,-77.77777777777601,1
243.58,-55.55555555555521,0
243.58,-44.4444444444448,1
243.61000000000004,-14.285714285717187,1
243.50999999999996,-57.14285714285656,0
243.49499999999995,-57.14285714285656,1
243.49999999999997,-33.333333333334906,1
243.5,-50.0,1
243.51,-16.666666666669823,0
244.235,-57.81250000000021,1
244.305,-59.375000000000135,0
244.39500000000004,-53.125000000000036,0
245.085,-59.2592592592593,0
245.21,-40.909090909091375,1
245.40000000000003,-55.555555555556076,1
245.4650000000001,-30.769230769231612,1
245.33,-11.76470588235235,0
246.36,-80.00000000000115,0
246.335,-80.00000000000115,0
246.05,-5.5555555555552045,0
246.04,-23.80952380952355,0
245.925,-38.095238095238216,1
245.94000000000003,-14.285714285714672,1
245.965,-14.285714285714672,0
245.99,-14.285714285714672,1
246.08,-14.285714285713414,1
246.14,-58.33333333333294,0
246.195,-50.0,1
246.245,-66.66666666666825,0
243.215,-29.999999999998288,0
243.26000000000005,-54.54545454545431,1
243.27500000000003,-74.99999999999824,0
243.345,-62.49999999999911,0
243.385,-50.00000000000001,0
243.445,-37.500000000000895,0
243.445,-62.49999999999911,1
243.45,-37.500000000000895,0
243.445,-60.00000000000227,1
243.46,-20.0000000000017,0
243.47000000000003,-20.0000000000017,1
243.46000000000004,-20.0000000000017,0
243.48,-10.000000000002274,0
243.505,-0.0,1
243.51,-30.000000000001133,0
243.525,-0.0,1
243.53500000000003,-20.0000000000017,0
243.555,-15.384615384614714,0
243.48999999999995,-63.63636363636294,0
243.52,-27.272727272725863,0
243.545,-27.272727272725863,0
243.55,-36.36363636363706,0
243.545,-54.54545454545431,1
243.545,-45.45454545454569,0
243.5300000000001,-45.45454545454569,1
243.53500000000008,-45.45454545454569,1
243.53000000000003,-36.36363636363706,0
243.54000000000005,-27.272727272725863,0
243.53000000000003,-40.000000000000576,1
243.535,-40.000000000000576,0
243.545,-57.14285714285889,0
243.555,-57.14285714285889,0
243.59,-66.66666666666825,1
243.45,-42.857142857141106,1
243.44,-28.57142857142741,0
243.295,-0.0,1
243.335,-30.43478260869539,0
243.4,-30.000000000000192,0
243.485,-23.333333333333908,1
243.67,-13.333333333333526,1
243.74,-19.999999999999808,0
243.795,-30.000000000000192,0
243.84500000000003,-30.000000000000192,0
243.51,-22.2222222222224,0
243.17,-33.333333333333336,1
243.205,-23.07692307692375,1
243.215,-44.4444444444448,1
243.235,-14.285714285717187,0
243.285,-9.09090909090862,1
243.49,-16.66666666666785,1
243.74,-21.052631578947604,0
243.805,-21.052631578947604,0
243.86000000000004,-26.31578947368413,0
243.90000000000003,-36.84210526315718,0
243.95000000000005,-41.1764705882349,1
243.99,-50.00000000000089,1
244.07,-61.53846153846187,1
244.105,-61.53846153846187,1
244.14999999999995,-61.53846153846187,0
244.19,-69.99999999999885,0
244.23999999999995,-59.999999999999424,1
244.265,-80.00000000000115,0
244.27,-75.00000000000179,0
243.79,-66.66666666666667,1
243.74999999999997,-41.66666666666706,0
243.735,-24.999999999998817,0
243.715,-19.999999999998863,0
243.695,-9.999999999999432,1
243.67,-9.999999999999432,0
243.66,-9.09090909090862,0
243.09500000000003,-33.333333333333336,0
243.08,-13.333333333332574,0
243.08,-13.333333333332574,1
243.14499999999992,-7.142857142856707,0
243.19499999999996,-21.428571428572152,0
243.23999999999995,-21.428571428572152,1
243.29,-28.57142857142886,1
243.32,-28.57142857142886,0
243.39500000000004,-28.57142857142741,1
243.425,-27.272727272725863,1
243.485,-18.18181818181724,1
243.835,-30.76923076923127,1
243.97000000000003,-50.00000000000055,0
244.04500000000007,-50.00000000000055,1
244.08500000000004,-61.538461538461455,1
244.19,-50.000000000000604,0
244.225,-68.18181818181765,1
