ema100_previous,ema200_previous,class
243.196788730931,243.18028035080428,1
243.1984617360954,243.1885337173301,1
243.2059823509734,243.1933459797288,0
243.21960454887298,243.2010954335464,1
243.23295700028004,243.209079250263,1
243.24344502462958,243.21583286519532,0
243.2576857613686,243.2251322735149,0
243.26904448124196,243.2328769176945,0
243.28048818799888,243.24054450073783,0
243.28941517665172,243.24714076454683,1
243.29067523904556,243.25021911142517,1
243.29510120075506,243.2582121099501,1
243.31832599968052,243.27440708951042,0
243.33423429927083,243.2898420512497,1
243.34333429981152,243.2985633976934,1
243.3461699534798,243.30382540270813,1
243.3498359170736,243.307490484158,1
243.3580095074276,243.31357635472497,1
243.36831135455623,243.32044095829545,0
243.38131913882043,243.32760933844415,1
243.38917921106997,243.3325606057296,0
243.3982440122856,243.33861336749587,1
243.40743922451642,243.34476163872287,0
243.4280617262874,243.3645936479768,0
243.4261872955911,243.36708943313937,1
243.42857866939048,243.36950207796414,0
243.43290288727312,243.37304147719482,1
243.44520989795586,243.3858355976397,1
243.4523268108566,243.40058643874156,0
243.45160054841358,243.40151501920658,1
243.4551589754741,243.40442440981647,1
243.4563568285833,243.40646556233645,1
243.4621111819273,243.41063219057838,0
243.79891034944708,243.61502808479324,1
243.82994300544357,243.63323011555946,0
243.8701414176561,243.6555426029863,0
244.06698771434986,243.7669883818001,0
244.10478228197974,243.78647319094304,1
244.1605821420248,243.81569136677163,1
244.18798273851326,243.83102294148858,1
244.29215725348308,243.89069443206319,0
245.8291511277565,245.16937120108838,0
245.8574713615745,245.221268953558,0
245.85604198450312,245.3142976184791,0
245.86638279248183,245.3294006245415,0
245.87607307843425,245.3628215401603,1
245.9107613532351,245.4044781685112,1
245.92862768583853,245.4212968492035,0
245.94552040561916,245.43794817983886,1
246.02046517632968,245.50779196801182,1
246.04163667268475,245.5331418154762,0
246.05245192054863,245.54581640464676,1
246.0590926090496,245.55606335685874,0
244.254322216065,244.84953514904828,0
244.18481345280463,244.79956980428062,1
244.15737520939186,244.77997663331814,0
244.0854531053185,244.7292339831289,0
244.06549234972576,244.7143552881337,0
244.03414825579983,244.68815692543944,0
244.01353315183098,244.67238046061885,1
243.9979064878408,244.6596854409755,0
243.88286031894748,244.5701668429261,1
243.85491179066432,244.54258095555105,0
243.845215351992,244.53071026543304,1
243.83385144982952,244.51864621974252,0
243.82283330127632,244.5076972391832,0
243.8146333559607,244.49754075668758,1
243.8006551917408,244.4845002590923,0
243.79444397705845,244.4755090079956,1
243.78315571256888,244.46430570044043,0
243.7786513961876,244.4571333588858,0
243.62661089167355,244.34275097974185,0
243.62229653862755,244.33517016923562,0
243.61775770628597,244.3276647896797,0
243.61163846582176,244.31939480158763,0
243.6013700903672,244.30874984434516,1
243.59390507115882,244.2998287757349,0
243.58436189078486,244.2824062421525,1
243.57971296384312,244.2735915629912,1
243.57682638085092,244.2653924091177,0
243.57659697999665,244.25795839184812,0
243.5737720996549,244.24960332002442,1
243.57224280565552,244.2416428551354,0
243.570433882676,244.2336058629061,0
243.5689706919833,244.22533736885697,0
243.56312693721958,244.206912047493,1
243.45556562196705,244.03533324343348,1
243.45396621440563,244.02673608962624,0
243.42345827477791,243.91534511552524,1
243.43766415086878,243.9138514134928,0
243.4630392727289,243.9176591704376,0
243.49156240093876,243.92357482495086,1
243.57290930380054,243.93922171625272,1
243.60340637005638,243.94607357889316,0
243.62673911589187,243.94971645322295,0
243.64929991512696,243.95254440031627,0
243.51850261103328,243.76985276004143,0
243.49592542280257,243.71240866033918,1
243.49600610749957,243.7060902707865,1
243.49317526037171,243.698528254014,1
243.4978906238292,243.69464949960042,0
243.512602790038,243.69556811899145,1
243.5410269315197,243.6937768964984,1
243.6277891318433,243.71981376774227,0
243.64952012843827,243.7259243286216,0
243.669460434308,243.7312905349166,0
243.68349592644898,243.7346132963731,0
243.6978733121113,243.737591523634,1
243.7087461509301,243.73923362002532,1
243.7275116317107,243.73956739287001,1
243.73903722122918,243.74056688508657,1
243.7509544053113,243.7415564321067,0
243.765235627629,243.74399836560193,0
243.78152416351418,243.74694381828903,1
243.79321984606514,243.7474027053993,0
243.8037541948537,243.74785702646872,0
243.73284957923732,243.68039544231635,1
243.73156148672714,243.67659891617447,0
243.73551672689067,243.67710871712399,0
243.73741344744647,243.6769298924438,0
243.74156271922902,243.67774787198908,1
243.74562982721366,243.67886918432689,0
243.751906508456,243.6811301001497,0
243.52681253462097,243.5457242263327,0
243.5216854810329,243.5421211103425,0
243.5216854810329,243.5421211103425,1
243.518438813644,243.54739633339383,0
243.51986470045483,243.5500049294603,0
243.52095243985409,243.55243183340087,1
243.51817896966287,243.55383956416782,1
243.51608024373226,243.55554475955554,0
243.52516221137554,243.5647780571777,1
243.5310351816962,243.5690480145738,1
243.5412513498301,243.57427050970742,1
243.65359815238145,243.6285425804848,1
243.70239291611657,243.65134221634617,0
243.72574573034674,243.6628061645771,1
243.74269551855275,243.6707037612065,1
243.7791260172029,243.68957198410823,0
243.79482958383943,243.69757533526607,1
