ema20_current,stoch_rsi_14_previous,class
242.80804232857471,83.93754063278692,1
243.02817124666146,100.0,1
243.10911759592483,95.6193041181328,0
243.18830584822425,100.0,1
243.24745301310742,100.0,1
243.32299027329418,91.26723929384715,0
243.3803219293884,100.0,0
243.43368119754837,91.04485588976624,0
243.47541036069975,91.04485588976627,0
243.4831061194764,80.65900828262838,1
243.48560563947842,47.10473139803854,1
243.56325338078815,21.14328396361089,1
243.62606399778667,37.71240329969313,0
243.6218565579633,0.0,1
243.60543272522187,30.89166434935492,1
243.57499767236592,0.0,1
243.58541488616103,19.99722085346585,1
243.60585156366957,52.247124095496886,1
243.6368412400411,65.41630055570515,0
243.63988082045898,77.31529121644729,1
243.65513026612962,42.492268864146226,0
243.668927383641,73.85038129375035,1
243.67188668043715,73.85038129375035,0
243.6073040003257,0.0,0
243.53263329922112,24.28660159413655,1
243.5390491754857,59.07453707633842,0
243.54782955549385,81.57748574983876,1
243.5846293632221,100.0,1
243.4824772213984,43.946570765172176,0
243.49515763676848,21.344353790494136,1
243.49561881421917,85.1606708297445,1
243.51805922863358,47.872566859533435,1
243.53836246072282,100.0,0
244.865743807797,70.48002307213666,1
244.9529290156389,51.17347630761283,0
245.0112754815163,60.38213367781202,0
245.25567103400329,35.33658083910636,0
245.29113600585944,56.738923307686385,1
245.30821094057927,9.551159609367305,1
245.30505059744948,27.14521603864653,1
245.3517326454736,100.0,0
246.35668006786668,0.0,0
246.28226323745014,28.756051257656274,0
245.91805783334868,100.0,0
245.91544746069675,96.13692187877035,0
245.90982252579633,84.15408982058239,1
246.04466204697792,100.0,1
246.09546641525884,100.0,0
246.11643357407087,100.0,1
246.32685978092744,100.0,1
246.3559530000833,31.103224557005788,0
246.35597803129951,45.14023347990386,1
246.34647686906655,0.0,0
243.3005158945725,78.71121629459716,0
243.3510051490398,2.7141294901922466,1
243.360134634689,2.7141294901922466,0
243.41386236904182,24.515437246073876,0
243.45450350009202,46.63159785095691,0
243.46588803621484,62.11121912149045,0
243.4801483739834,16.70862091603072,1
243.4835267748217,59.7656923986028,0
243.41758119532898,3.608995139268009,1
243.4576868138441,83.94939056617491,0
243.46826491104267,83.94939056617491,1
243.4962859986712,83.94939056617491,0
243.53264999060036,100.0,0
243.53102823747517,100.0,1
243.561107905178,48.37268506164109,0
243.56778745378688,90.97026693738823,1
243.6053778230587,60.409908302721284,0
243.60337787964505,96.68050150455852,0
243.47725870881715,54.67971582219765,0
243.51543482358952,99.72813516405235,0
243.53450022922726,99.72813516405235,0
243.52972672332132,87.71818431464987,0
243.53641941633828,61.85059786979043,1
243.54098694023128,74.8558425022343,0
243.55048787212868,74.8558425022343,1
243.56323935261327,74.8558425022343,1
243.5887635252758,88.80712605132376,0
243.5963819356714,100.0,0
243.60773809253936,84.38039864214826,1
243.61950048044707,64.67527056395471,0
243.63014264093502,64.67527056395471,0
243.63173522259427,59.37525096117794,0
243.6373136549837,4.7328939332397075,1
243.3992271261044,91.20842341977463,1
243.4058490030877,100.0,0
243.3799187624617,100.0,1
243.50593417329483,88.98375557720291,0
243.64494681463356,97.33353953636237,0
243.73470987928033,99.9887940515733,1
244.05805512794174,100.0,1
244.11651058343682,95.14327495117088,0
244.16791108290508,87.29779602613846,0
244.20340471739672,87.29779602613846,0
243.30443871360828,87.31825139682074,0
243.30165569150776,73.55320541789546,1
243.3139973557042,84.7822423933027,1
243.35671059146011,45.24559670624518,1
243.4423777568309,100.0,0
243.50976514423428,100.0,1
243.70404274295217,88.89314561000013,1
244.06405391858522,83.20548203416988,0
244.12193806068558,83.20548203416988,0
244.15079849893291,73.46664913090882,0
244.179885863592,46.57993017179693,0
244.19370365394352,46.57993017179693,1
244.18567007542484,12.782206237349241,1
244.21079869360514,28.03718340851975,1
244.22316017469691,28.03718340851975,1
244.24238041160982,28.03718340851975,0
244.27226949887117,41.98050090227376,0
244.27282553840038,54.74475354537572,1
244.26737754262746,19.791215705546048,0
244.25441236386013,24.603018275446768,0
243.60600040182243,65.86169952882888,1
243.6309064056638,96.99007430814251,0
243.64105947834895,100.0,0
243.6597694012546,91.67590488561798,0
243.67520965695155,99.07300654103969,1
243.7031665309972,99.07300654103969,0
243.71744926629685,100.0,0
243.0698260548477,95.0612461296213,0
243.1383383351474,100.0,0
243.1383383351474,100.0,1
243.35168511790573,100.0,0
243.3982478919212,85.75895175068598,0
243.4323400762957,84.34089184237841,1
243.45723430681159,75.26046225985358,1
243.51279239616932,75.26046225985358,0
243.5914204416193,77.52234619578424,1
243.6481860179817,89.02189991712179,1
243.71710519823483,99.60371264094181,1
244.18370312764912,90.92470966997251,1
244.3003834654829,42.05776173905254,0
244.3122491032734,42.05776173905257,1
244.3134608707981,5.4375782736624965,1
244.38292331426982,41.903373211795305,0
244.39198851423717,11.12594936770667,1
