rsi14_previous,mom10_previous,class
-18.500407777050388,-0.20000000000001705,1
22.277730058028173,0.6999999999999886,1
18.323516316432432,0.8000000000000114,0
24.76988694583753,1.0,1
24.76988694583753,1.1000000000000227,1
20.836230548135052,1.0,0
25.061974356347164,1.200000000000017,0
21.160900258450692,0.9000000000000057,0
21.160900258450692,0.8000000000000114,0
16.63657763603696,0.19999999999998866,1
2.0195353174736543,-0.19999999999998866,1
6.891463635604608,-0.30000000000001137,1
10.70939285789956,0.0,0
-3.2624860165443152,-0.4000000000000057,1
5.487411210615363,0.19999999999998866,1
-3.6859918027169267,-0.09999999999999433,1
1.4764203268832716,-0.5,1
9.80194180284569,0.0,1
13.201650031964023,0.0,0
16.27345156714425,0.30000000000001137,1
7.283662721075642,0.2999999999999829,0
11.054133230035717,0.30000000000001137,1
11.054133230035717,0.20000000000001705,0
-5.936793576603848,-0.4000000000000057,0
-17.166401136642552,-0.5,1
-1.8018360413373105,-0.19999999999998866,0
3.879108784747871,-0.09999999999999433,1
9.435306228375024,0.19999999999998866,1
-11.488438602341231,-0.19999999999998866,0
-11.488438602341231,-0.19999999999998866,1
6.330362858200742,-0.09999999999999433,1
-1.4717048687383991,-0.19999999999998866,1
11.475843209984506,0.19999999999998866,0
15.14059670309007,2.0,1
13.221505730246008,1.6999999999999886,0
18.43960836214133,1.5999999999999943,0
14.34111631089749,0.20000000000001705,0
17.25881243782385,0.5,1
5.905346588094147,-0.20000000000001705,1
8.048925420453926,0.2999999999999829,1
18.768620519672453,0.6000000000000227,0
-0.8428364144832301,-0.30000000000001137,0
0.911012377284422,-0.30000000000001137,0
12.641082726109602,0.09999999999999433,0
9.801070102429053,0.10000000000002274,0
0.9916716784941996,0.30000000000001137,1
14.416792227493048,1.4000000000000057,1
14.416792227493048,0.8000000000000114,0
14.416792227493048,0.09999999999999433,1
19.221440772531565,0.8000000000000114,1
1.8709722321077609,0.20000000000001705,0
5.405951629219104,-0.09999999999999433,1
-2.5038297766230784,-0.30000000000001137,0
-6.150531008400961,-0.09999999999999433,0
-5.600105261462119,-0.09999999999999433,1
-5.600105261462119,-0.19999999999998866,0
-1.1787977486342385,0.09999999999999433,0
3.306361955186631,0.19999999999998866,0
6.4456307818778384,0.19999999999998866,0
-2.762020923949265,-0.4000000000000057,1
5.9699577150342416,0.2999999999999829,0
-12.486775411882064,-0.5,1
6.856219078603374,0.19999999999998866,0
6.856219078603374,0.0,1
6.856219078603374,0.09999999999999433,0
10.721733542434123,0.0,0
14.178119011846904,0.30000000000001137,1
-0.03684619839033587,0.30000000000001137,0
11.691889745498088,0.5,1
3.2774596066687,0.4000000000000057,0
13.264134705584324,0.5999999999999943,0
-2.718588666353128,-0.5,0
13.165260463896034,0.20000000000001705,0
13.165260463896034,0.30000000000001137,0
8.797373830786142,0.19999999999998866,0
-0.6103819943709112,0.19999999999998866,1
4.04546886116195,0.4000000000000057,0
4.04546886116195,0.5,1
4.04546886116195,0.19999999999998866,1
9.105602555029165,0.2999999999999829,0
13.440854767851606,0.0,0
7.7325750963479996,-0.10000000000002274,1
7.7325750963479996,0.0,0
7.7325750963479996,0.19999999999998866,0
7.7325750963479996,0.09999999999999433,0
0.05464813789346579,0.0,1
-3.859525899504817,0.0,1
4.479630263448527,0.19999999999998866,0
24.075709840091942,0.9000000000000057,1
14.870054547444001,0.9000000000000057,0
21.847498941927253,1.1999999999999886,0
24.066345659842824,1.5999999999999943,1
24.99650351135679,1.6999999999999886,1
20.89329138579868,2.200000000000017,0
14.265025644511836,1.6999999999999886,0
14.265025644511836,0.09999999999999433,0
-0.5454863517553861,0.30000000000001137,0
-3.324890305382766,-0.3999999999999773,1
2.909462573438901,0.19999999999998866,1
-0.23818501028578964,0.0,1
8.252658882880041,0.19999999999998866,0
16.40549302351181,0.7999999999999828,1
14.214068076582675,0.7999999999999828,1
19.886834504894253,1.1999999999999886,0
19.886834504894253,0.9000000000000057,0
17.170004990813286,0.4000000000000057,0
11.31837219125427,0.4000000000000057,0
11.31837219125427,0.6000000000000227,1
7.925117668432094,0.09999999999999433,1
7.332991651174751,-0.20000000000001705,1
7.332991651174751,-0.6000000000000227,1
7.332991651174751,-0.4000000000000057,0
10.673170498435098,-0.2999999999999829,0
13.730899528751936,-0.09999999999999433,1
5.357636294818363,-0.10000000000002274,0
5.357636294818363,-0.10000000000002274,0
-16.133402973734732,-0.19999999999998866,1
-1.2465530181078464,0.19999999999998866,0
9.36253235347283,0.5,0
3.7889043781124334,0.4000000000000057,0
8.74183825941924,0.5999999999999943,1
8.74183825941924,0.5999999999999943,0
13.303380404559007,0.8000000000000114,0
-1.5354069851347134,0.19999999999998866,0
8.92272293346524,0.19999999999998866,0
8.92272293346524,0.19999999999998866,1
18.62249972232605,0.9000000000000057,0
11.949982401766976,0.8999999999999773,0
11.949982401766976,0.3999999999999773,1
8.08071200286345,0.4000000000000057,1
8.08071200286345,0.5,0
13.165609045334008,0.4000000000000057,1
15.957350925430362,0.5,1
18.526293204782466,0.30000000000001137,1
32.469328302472526,1.5,1
19.36181058648505,0.6999999999999886,0
19.36181058648505,0.7999999999999828,1
9.53922653204694,0.4000000000000057,1
18.119227408984532,0.5,0
9.22750320370183,-0.09999999999999433,1
