sma50_current,uosc_current,class
243.18,21.73981761800549,1
243.182,25.79184034575511,1
243.19,27.410741074107047,0
243.2,25.458241947805533,1
243.21,22.059716360914866,1
243.226,22.53823196687541,0
243.23999999999995,17.008123195731017,0
243.25399999999996,18.001621612297242,0
243.264,21.294207393056475,0
243.264,18.823053158624145,1
243.264,18.40018779047218,1
243.278,24.898530091291583,1
243.28,20.041599065123695,0
243.276,22.632547091945906,1
243.268,15.68505663134856,1
243.266,17.598505696236007,1
243.272,25.244667205092536,1
243.28400000000002,25.249840853002485,1
243.29999999999995,24.48608887900327,0
243.308,20.68233353947642,1
243.318,23.03139518331161,0
243.32799999999997,25.313688402191204,1
243.342,27.7983641514426,0
243.4,32.136985555576594,0
243.422,31.831787260358386,1
243.442,33.67464714709917,0
243.46599999999998,30.50520907663741,1
243.52000000000004,27.385426892815772,1
243.596,38.083953960731904,0
243.596,45.29616724738735,1
243.59600000000003,38.155061019383176,1
243.594,41.79587880618865,1
243.592,42.747729538901595,0
243.864,11.016211916399515,1
243.898,10.700751923449292,0
243.926,11.397583103340258,0
244.12800000000004,25.58364296705452,0
244.164,26.44745501293643,1
244.22800000000004,20.504068649828078,1
244.272,20.10329201522816,1
244.4,16.042671807504803,0
245.924,18.091746962714303,0
245.93,13.347815385319764,0
245.98999999999995,25.024668661996568,0
246.002,22.66507885341846,0
246.05000000000004,19.125336279995143,1
246.108,18.533360537814385,1
246.122,23.974840469084764,0
246.13,26.17734288287027,1
246.198,21.78115975099018,1
246.214,21.20493225785105,0
246.212,22.597534560382535,1
246.21599999999998,17.862198395321165,0
243.768,42.98227227399214,0
243.694,40.04091994637346,1
243.67,38.65157398992244,0
243.582,29.467876039305487,0
243.55599999999998,25.602943840185226,0
243.498,31.432506261682025,0
243.466,33.68136187095412,1
243.44000000000003,33.28713458506989,0
243.288,30.263857267044934,1
243.25600000000003,35.26533304614739,0
243.25800000000004,35.51621465746649,1
243.26800000000003,35.2383180954608,0
243.306,30.00099267330749,0
243.32,33.81157340985156,1
243.34,41.478646253021104,0
243.356,35.67655987503232,1
243.376,42.090403875300176,0
243.39,44.50969795231997,0
243.456,24.090984102535906,0
243.47599999999997,23.367220712535282,0
243.484,22.030616651112343,0
243.486,20.930118181710338,0
243.488,23.598901098901,1
243.492,20.58849779661936,0
243.498,19.07207006191723,1
243.504,23.222917307625213,1
243.51,30.54741988643785,0
243.518,35.26624442880442,0
243.52599999999998,35.5825206580791,1
243.534,38.38355303274524,0
243.54000000000005,40.77758625813279,0
243.53600000000003,37.97508151814147,0
243.548,39.402789901124265,1
243.524,23.64773866535798,1
243.522,26.14139814600563,0
243.45,40.707841220730856,1
243.474,38.199920714206435,0
243.504,34.934560388860234,0
243.528,31.093998491570744,1
243.616,22.414338104076982,1
243.63,21.35090829231859,0
243.644,19.118047448054604,0
243.658,19.248889408464443,0
243.50600000000003,19.21139380253013,0
243.51799999999997,46.43433231459743,1
243.522,56.2979917565609,1
243.52599999999998,56.73128261177804,1
243.53800000000004,56.45098948670705,0
243.548,43.778893660313855,1
243.582,27.796629444037556,1
243.69,21.582156528700303,0
243.71599999999998,24.40108987600564,0
243.73799999999997,21.897842594564352,0
243.75799999999995,23.470062016355136,0
243.79,22.459849038908096,1
243.814,17.539360562863887,1
243.814,21.363808605188233,1
243.808,21.907519585081612,1
243.8,22.359463608892398,0
243.79999999999995,21.19047920468336,0
243.794,22.151191698592022,1
243.778,28.53547406734099,0
243.76400000000004,26.705413759481825,0
243.78600000000003,32.89703926646609,1
243.81600000000003,36.99339763163145,0
243.82599999999996,30.552163548508094,0
243.83,27.50345713227412,0
243.842,25.68820737495389,1
243.854,25.71765347360269,0
243.862,23.572125142941925,0
243.51000000000005,31.488374427887784,0
243.484,28.90510468289171,0
243.484,28.90510468289171,1
243.43600000000004,20.766228061634067,0
243.426,21.60682454800091,0
243.414,20.9438278518816,1
243.404,22.39925482890425,1
243.406,30.2793265847447,0
243.41599999999997,27.290729283839113,1
243.426,31.71212972033501,1
243.44200000000004,33.113674577969014,1
243.56600000000003,25.780138262747503,1
243.612,23.77513642819716,0
243.624,21.334289747762075,1
243.634,18.502682733675357,1
243.662,17.408876232405245,0
243.672,19.015269484327774,1
