ema10_previous,ema30_current,class
242.71412565586436,242.9064445893394,1
243.10379487591626,243.01850375934106,1
243.19277496110772,243.07295857572075,0
243.33424129512343,243.12591803017983,1
243.44716267918275,243.16900913273852,1
243.52137108432208,243.2222233899707,0
243.62409828516158,243.2645439303941,0
243.6871421966221,243.3041341133707,0
243.7330759820916,243.33673633013032,0
243.74682875538662,243.34586248731742,1
243.68094518336272,243.35238200813052,1
243.60163179988075,243.41296710473262,1
243.68057527488227,243.47088257466632,0
243.61577470198813,243.49089959727473,1
243.58592895177216,243.51114733119223,1
243.52446483548383,243.51638037919358,1
243.5200166835776,243.53831606654,1
243.5442695279754,243.56528816115448,1
243.5935897757516,243.59898958557525,0
243.65212452393232,243.61559564670355,1
243.66365295426186,243.6385908879724,0
243.69973851948325,243.6580847132489,1
243.72643927452896,243.6678514074358,0
243.59084244749508,243.62237725491042,0
243.4495929163659,243.5572512959214,1
243.45028644571119,243.55900035080987,0
243.47468329362832,243.56366334150684,1
243.55561245998678,243.58336603101128,1
243.47623816563598,243.5214213098341,0
243.45672908434034,243.52850875478757,1
243.48277834173297,243.52666948028502,1
243.48026195569247,243.5378520944602,1
243.52021432738465,243.54730432363658,0
245.53321954948075,244.51612064941682,1
245.50810452669404,244.59977525694646,0
245.5659307410485,244.6621027891569,0
245.12991604518257,244.9420744841278,0
245.22668104841838,244.98130926921002,1
245.2078806496128,245.03193827759642,1
245.2036240059114,245.0788894936256,1
245.4310849109149,245.24903657255302,0
246.41865419052056,246.28980765402724,0
246.1997872983417,246.26714745935985,0
245.7362154839397,246.0123613301241,0
245.83872175958703,246.00651919485588,0
245.87685030515075,245.9921113620766,1
246.11325995708577,246.06010885833803,1
246.2231095049664,246.0925246360728,0
246.29604361787418,246.10389229138343,1
246.56493715452262,246.23644310511844,1
246.50711977555991,246.25379274891387,0
246.49611484768258,246.25234010102352,1
246.4338043895158,246.24352063342891,0
243.3711712438205,243.2205418497942,0
243.42963990254498,243.28089761590496,1
243.40324521285584,243.29463519680388,0
243.41424973454428,243.34373575349878,0
243.4354882885344,243.37479195175356,0
243.52246127515772,243.39964405471613,0
243.50019558876545,243.41761487483325,1
243.512694248719,243.42393897021861,0
243.39151836631362,243.42410123658908,1
243.40656829370056,243.4509150564587,0
243.4473852914805,243.46154236593262,1
243.4751334203021,243.47995350748016,0
243.52166584960904,243.50463737236697,0
243.57509585708831,243.50433818705292,1
243.5614420648904,243.5274488468061,0
243.6217590248139,243.5331384923867,1
243.6262742334359,243.56286053286743,0
243.69580914285018,243.56828340558047,0
243.34542740393653,243.48328075664506,0
243.4252531685399,243.50472318223603,0
243.49903655271262,243.51833061262766,0
243.54122295794483,243.518156918478,0
243.53372787468217,243.52343711728585,1
243.55424874696445,243.52938558412598,0
243.5899098431678,243.5382682930937,1
243.6058634087236,243.55374722686386,1
243.63145054754384,243.5746791326489,0
243.67339109580487,243.5878089799962,0
243.67540528006856,243.5990828143981,1
243.6770532490116,243.6066025265857,0
243.6812253855549,243.6136370960516,0
243.69028654845218,243.61275728340317,0
243.66043975557545,243.60820259629585,1
243.3488013138351,243.44564288236637,1
243.37911578236424,243.44713194114186,0
243.31544699070977,243.37421708908798,1
243.45403016580346,243.45592857880862,0
243.68373967573535,243.54728943736094,0
243.90804745658886,243.61037443020547,1
244.35995771947742,243.85644193397408,1
244.48232238160404,243.9090599954189,0
244.5391886620677,243.9582833432222,0
244.58006802217602,243.9978793782641,0
243.21175779073772,243.45153097406842,0
243.3753495895052,243.396536989618,1
243.39236570386976,243.38667114944485,1
243.3965775560289,243.39881450583863,1
243.46021666806632,243.4349719454776,0
243.59348370013961,243.45589342126888,1
243.77959338601846,243.55116065312336,1
244.30608611173585,243.84584618770188,0
244.3934105803183,243.9001567717003,0
244.435380861344,243.93806022124718,0
244.41641375591598,243.9815896951104,0
244.40654281174577,244.00980564679938,1
244.3831085648328,244.02430691472176,1
244.2876905629889,244.06860479992088,1
244.2660992276292,244.0861622437814,1
244.23713839633845,244.10601178417218,0
244.24009638387054,244.13607695205584,0
244.2635221719869,244.1482724278233,1
244.24350129121933,244.15867217268269,0
244.23276816722571,244.16295827937745,0
243.39169214832455,243.76111882855287,1
243.4992596959261,243.75568251648,0
243.58341676266312,243.74845244876752,0
243.63409072635716,243.751167227999,0
243.69655685860582,243.75370686018329,1
243.750489310581,243.7645521100725,0
243.8156214786961,243.76925497953712,0
243.0938628480981,243.17870737328158,0
243.17940070676468,243.20746110117724,0
243.17940070676468,243.20746110117724,1
243.48602225867037,243.31198263316404,0
243.54469389076928,243.33398923361042,0
243.59834555003025,243.34812444047932,1
243.60711775406742,243.36134769851824,1
243.61711881023328,243.4011440900029,0
243.71940587343246,243.46527694348882,1
243.76636016075832,243.5048198352981,1
243.8257829214331,243.5597594287024,1
244.4744783595258,243.93845007052784,1
244.5673149042939,244.0523019226453,0
244.59302423718844,244.0793806299824,1
244.55386609474056,244.0962428590002,1
244.5544923880077,244.1833280151173,0
244.53205045954988,244.21042289110864,1
