ema100_previous,uosc_current,class
243.196788730931,21.73981761800549,1
243.1984617360954,25.79184034575511,1
243.2059823509734,27.410741074107047,0
243.21960454887298,25.458241947805533,1
243.23295700028004,22.059716360914866,1
243.24344502462958,22.53823196687541,0
243.2576857613686,17.008123195731017,0
243.26904448124196,18.001621612297242,0
243.28048818799888,21.294207393056475,0
243.28941517665172,18.823053158624145,1
243.29067523904556,18.40018779047218,1
243.29510120075506,24.898530091291583,1
243.31832599968052,20.041599065123695,0
243.33423429927083,22.632547091945906,1
243.34333429981152,15.68505663134856,1
243.3461699534798,17.598505696236007,1
243.3498359170736,25.244667205092536,1
243.3580095074276,25.249840853002485,1
243.36831135455623,24.48608887900327,0
243.38131913882043,20.68233353947642,1
243.38917921106997,23.03139518331161,0
243.3982440122856,25.313688402191204,1
243.40743922451642,27.7983641514426,0
243.4280617262874,32.136985555576594,0
243.4261872955911,31.831787260358386,1
243.42857866939048,33.67464714709917,0
243.43290288727312,30.50520907663741,1
243.44520989795586,27.385426892815772,1
243.4523268108566,38.083953960731904,0
243.45160054841358,45.29616724738735,1
243.4551589754741,38.155061019383176,1
243.4563568285833,41.79587880618865,1
243.4621111819273,42.747729538901595,0
243.79891034944708,11.016211916399515,1
243.82994300544357,10.700751923449292,0
243.8701414176561,11.397583103340258,0
244.06698771434986,25.58364296705452,0
244.10478228197974,26.44745501293643,1
244.1605821420248,20.504068649828078,1
244.18798273851326,20.10329201522816,1
244.29215725348308,16.042671807504803,0
245.8291511277565,18.091746962714303,0
245.8574713615745,13.347815385319764,0
245.85604198450312,25.024668661996568,0
245.86638279248183,22.66507885341846,0
245.87607307843425,19.125336279995143,1
245.9107613532351,18.533360537814385,1
245.92862768583853,23.974840469084764,0
245.94552040561916,26.17734288287027,1
246.02046517632968,21.78115975099018,1
246.04163667268475,21.20493225785105,0
246.05245192054863,22.597534560382535,1
246.0590926090496,17.862198395321165,0
244.254322216065,42.98227227399214,0
244.18481345280463,40.04091994637346,1
244.15737520939186,38.65157398992244,0
244.0854531053185,29.467876039305487,0
244.06549234972576,25.602943840185226,0
244.03414825579983,31.432506261682025,0
244.01353315183098,33.68136187095412,1
243.9979064878408,33.28713458506989,0
243.88286031894748,30.263857267044934,1
243.85491179066432,35.26533304614739,0
243.845215351992,35.51621465746649,1
243.83385144982952,35.2383180954608,0
243.82283330127632,30.00099267330749,0
243.8146333559607,33.81157340985156,1
243.8006551917408,41.478646253021104,0
243.79444397705845,35.67655987503232,1
243.78315571256888,42.090403875300176,0
243.7786513961876,44.50969795231997,0
243.62661089167355,24.090984102535906,0
243.62229653862755,23.367220712535282,0
243.61775770628597,22.030616651112343,0
243.61163846582176,20.930118181710338,0
243.6013700903672,23.598901098901,1
243.59390507115882,20.58849779661936,0
243.58436189078486,19.07207006191723,1
243.57971296384312,23.222917307625213,1
243.57682638085092,30.54741988643785,0
243.57659697999665,35.26624442880442,0
243.5737720996549,35.5825206580791,1
243.57224280565552,38.38355303274524,0
243.570433882676,40.77758625813279,0
243.5689706919833,37.97508151814147,0
243.56312693721958,39.402789901124265,1
243.45556562196705,23.64773866535798,1
243.45396621440563,26.14139814600563,0
243.42345827477791,40.707841220730856,1
243.43766415086878,38.199920714206435,0
243.4630392727289,34.934560388860234,0
243.49156240093876,31.093998491570744,1
243.57290930380054,22.414338104076982,1
243.60340637005638,21.35090829231859,0
243.62673911589187,19.118047448054604,0
243.64929991512696,19.248889408464443,0
243.51850261103328,19.21139380253013,0
243.49592542280257,46.43433231459743,1
243.49600610749957,56.2979917565609,1
243.49317526037171,56.73128261177804,1
243.4978906238292,56.45098948670705,0
243.512602790038,43.778893660313855,1
243.5410269315197,27.796629444037556,1
243.6277891318433,21.582156528700303,0
243.64952012843827,24.40108987600564,0
243.669460434308,21.897842594564352,0
243.68349592644898,23.470062016355136,0
243.6978733121113,22.459849038908096,1
243.7087461509301,17.539360562863887,1
243.7275116317107,21.363808605188233,1
243.73903722122918,21.907519585081612,1
243.7509544053113,22.359463608892398,0
243.765235627629,21.19047920468336,0
243.78152416351418,22.151191698592022,1
243.79321984606514,28.53547406734099,0
243.8037541948537,26.705413759481825,0
243.73284957923732,32.89703926646609,1
243.73156148672714,36.99339763163145,0
243.73551672689067,30.552163548508094,0
243.73741344744647,27.50345713227412,0
243.74156271922902,25.68820737495389,1
243.74562982721366,25.71765347360269,0
243.751906508456,23.572125142941925,0
243.52681253462097,31.488374427887784,0
243.5216854810329,28.90510468289171,0
243.5216854810329,28.90510468289171,1
243.518438813644,20.766228061634067,0
243.51986470045483,21.60682454800091,0
243.52095243985409,20.9438278518816,1
243.51817896966287,22.39925482890425,1
243.51608024373226,30.2793265847447,0
243.52516221137554,27.290729283839113,1
243.5310351816962,31.71212972033501,1
243.5412513498301,33.113674577969014,1
243.65359815238145,25.780138262747503,1
243.70239291611657,23.77513642819716,0
243.72574573034674,21.334289747762075,1
243.74269551855275,18.502682733675357,1
243.7791260172029,17.408876232405245,0
243.79482958383943,19.015269484327774,1
