ema200_previous,sma100_current,class
243.18028035080428,243.29500000000004,1
243.1885337173301,243.296,1
243.1933459797288,243.302,0
243.2010954335464,243.308,1
243.209079250263,243.312,1
243.21583286519532,243.31600000000003,0
243.2251322735149,243.318,0
243.2328769176945,243.32100000000003,0
243.24054450073783,243.323,0
243.24714076454683,243.32000000000005,1
243.25021911142517,243.31700000000004,1
243.2582121099501,243.31800000000004,1
243.27440708951042,243.321,0
243.2898420512497,243.318,1
243.2985633976934,243.321,1
243.30382540270813,243.324,1
243.307490484158,243.32800000000003,1
243.31357635472497,243.33300000000003,1
243.32044095829545,243.341,0
243.32760933844415,243.34600000000003,1
243.3325606057296,243.34900000000002,0
243.33861336749587,243.353,1
243.34476163872287,243.357,0
243.3645936479768,243.366,0
243.36708943313937,243.372,1
243.36950207796414,243.375,0
243.37304147719482,243.377,1
243.3858355976397,243.378,1
243.40058643874156,243.38600000000002,0
243.40151501920658,243.38800000000003,1
243.40442440981647,243.389,1
243.40646556233645,243.392,1
243.41063219057838,243.396,0
243.61502808479324,243.568,1
243.63323011555946,243.59099999999995,0
243.6555426029863,243.61299999999997,0
243.7669883818001,243.75,0
243.78647319094304,243.76999999999995,1
243.81569136677163,243.81399999999996,1
243.83102294148858,243.838,1
243.89069443206319,243.921,0
245.16937120108838,245.595,0
245.221268953558,245.641,0
245.3142976184791,245.68400000000003,0
245.3294006245415,245.689,0
245.3628215401603,245.715,1
245.4044781685112,245.768,1
245.4212968492035,245.786,0
245.43794817983886,245.801,1
245.50779196801182,245.87,1
245.5331418154762,245.893,0
245.54581640464676,245.90500000000003,1
245.55606335685874,245.915,0
244.84953514904828,244.886,0
244.79956980428062,244.799,1
244.77997663331814,244.766,0
244.7292339831289,244.67400000000006,0
244.7143552881337,244.6490000000001,0
244.68815692543944,244.59900000000005,0
244.67238046061885,244.57500000000005,1
244.6596854409755,244.548,0
244.5701668429261,244.396,1
244.54258095555105,244.365,0
244.53071026543304,244.344,1
244.51864621974252,244.317,0
244.5076972391832,244.292,0
244.49754075668758,244.267,1
244.4845002590923,244.247,0
244.4755090079956,244.223,1
244.46430570044043,244.201,0
244.4571333588858,244.176,0
244.34275097974185,243.892,0
244.33517016923562,243.866,0
244.3276647896797,243.84099999999998,0
244.31939480158763,243.815,0
244.30874984434516,243.791,1
244.2998287757349,243.769,0
244.2824062421525,243.743,1
244.2735915629912,243.72599999999997,1
244.2653924091177,243.711,0
244.25795839184812,243.69400000000002,0
244.24960332002442,243.681,1
244.2416428551354,243.667,0
244.2336058629061,243.654,0
244.22533736885697,243.643,0
244.206912047493,243.62099999999995,1
244.03533324343348,243.406,1
244.02673608962624,243.393,0
243.91534511552524,243.42999999999995,1
243.9138514134928,243.44400000000002,0
243.9176591704376,243.457,0
243.92357482495086,243.47100000000003,1
243.93922171625272,243.525,1
243.94607357889316,243.543,0
243.94971645322295,243.56,0
243.95254440031627,243.571,0
243.76985276004143,243.529,0
243.71240866033918,243.51800000000003,1
243.7060902707865,243.51500000000004,1
243.698528254014,243.51700000000002,1
243.69464949960042,243.52599999999998,0
243.69556811899145,243.53200000000004,1
243.6937768964984,243.552,1
243.71981376774227,243.589,0
243.7259243286216,243.59900000000002,0
243.7312905349166,243.604,0
243.7346132963731,243.611,0
243.737591523634,243.614,1
243.73923362002532,243.618,1
243.73956739287001,243.63200000000003,1
243.74056688508657,243.641,1
243.7415564321067,243.65200000000004,0
243.74399836560193,243.664,0
243.74694381828903,243.67500000000004,1
243.7474027053993,243.683,0
243.74785702646872,243.69,0
243.68039544231635,243.66600000000003,1
243.67659891617447,243.66800000000003,0
243.67710871712399,243.67000000000004,0
243.6769298924438,243.67300000000003,0
243.67774787198908,243.676,1
243.67886918432689,243.68,0
243.6811301001497,243.68400000000003,0
243.5457242263327,243.65,0
243.5421211103425,243.647,0
243.5421211103425,243.647,1
243.54739633339383,243.618,0
243.5500049294603,243.61000000000004,0
243.55243183340087,243.59600000000003,1
243.55383956416782,243.584,1
243.55554475955554,243.578,0
243.5647780571777,243.56600000000003,1
243.5690480145738,243.569,1
243.57427050970742,243.576,1
243.6285425804848,243.646,1
243.65134221634617,243.687,0
243.6628061645771,243.705,1
243.6707037612065,243.718,1
243.68957198410823,243.74400000000009,0
243.69757533526607,243.7510000000001,1
