ema100_previous,mom10_current,class
243.196788730931,0.30000000000001137,1
243.1984617360954,0.8000000000000114,1
243.2059823509734,1.0,0
243.21960454887298,1.1000000000000227,1
243.23295700028004,1.0,1
243.24344502462958,1.200000000000017,0
243.2576857613686,0.9000000000000057,0
243.26904448124196,0.8000000000000114,0
243.28048818799888,0.19999999999998866,0
243.28941517665172,-0.19999999999998866,1
243.29067523904556,-0.09999999999999433,1
243.29510120075506,0.19999999999998866,1
243.31832599968052,-0.09999999999999433,0
243.33423429927083,-0.19999999999998866,1
243.34333429981152,0.0,1
243.3461699534798,-0.5,1
243.3498359170736,0.0,1
243.3580095074276,0.0,1
243.36831135455623,0.30000000000001137,0
243.38131913882043,0.2999999999999829,1
243.38917921106997,0.30000000000001137,0
243.3982440122856,0.20000000000001705,1
243.40743922451642,0.2999999999999829,0
243.4280617262874,-0.09999999999999433,0
243.4261872955911,-0.19999999999998866,1
243.42857866939048,-0.09999999999999433,0
243.43290288727312,0.09999999999999433,1
243.44520989795586,0.19999999999998866,1
243.4523268108566,-0.19999999999998866,0
243.45160054841358,-0.09999999999999433,1
243.4551589754741,-0.19999999999998866,1
243.4563568285833,0.19999999999998866,1
243.4621111819273,0.09999999999999433,0
243.79891034944708,1.6999999999999886,1
243.82994300544357,1.5999999999999943,0
243.8701414176561,-0.8999999999999773,0
244.06698771434986,0.5,0
244.10478228197974,-0.19999999999998866,1
244.1605821420248,0.2999999999999829,1
244.18798273851326,0.5999999999999943,1
244.29215725348308,0.5,0
245.8291511277565,-0.30000000000001137,0
245.8574713615745,-0.3999999999999773,0
245.85604198450312,0.10000000000002274,0
245.86638279248183,-0.09999999999999433,0
245.87607307843425,0.7999999999999828,1
245.9107613532351,0.8000000000000114,1
245.92862768583853,0.09999999999999433,0
245.94552040561916,0.0,1
246.02046517632968,0.30000000000001137,1
246.04163667268475,-0.09999999999999433,0
246.05245192054863,-0.30000000000001137,1
246.0590926090496,-0.4000000000000057,0
244.254322216065,-0.09999999999999433,0
244.18481345280463,-0.19999999999998866,1
244.15737520939186,0.0,0
244.0854531053185,0.19999999999998866,0
244.06549234972576,0.3999999999999773,0
244.03414825579983,-0.4000000000000057,0
244.01353315183098,0.2999999999999829,1
243.9979064878408,0.19999999999998866,0
243.88286031894748,-0.2999999999999829,1
243.85491179066432,0.0,0
243.845215351992,0.09999999999999433,1
243.83385144982952,0.0,0
243.82283330127632,0.30000000000001137,0
243.8146333559607,0.30000000000001137,1
243.8006551917408,0.5,0
243.79444397705845,0.4000000000000057,1
243.78315571256888,0.5999999999999943,0
243.7786513961876,0.0,0
243.62661089167355,0.20000000000001705,0
243.62229653862755,0.30000000000001137,0
243.61775770628597,0.19999999999998866,0
243.61163846582176,0.19999999999998866,0
243.6013700903672,0.4000000000000057,1
243.59390507115882,0.4000000000000057,0
243.58436189078486,0.19999999999998866,1
243.57971296384312,0.2999999999999829,1
243.57682638085092,0.0,0
243.57659697999665,-0.10000000000002274,0
243.5737720996549,0.0,1
243.57224280565552,0.19999999999998866,0
243.570433882676,0.09999999999999433,0
243.5689706919833,0.0,0
243.56312693721958,0.0,1
243.45556562196705,0.19999999999998866,1
243.45396621440563,0.30000000000001137,0
243.42345827477791,0.9000000000000057,1
243.43766415086878,1.1999999999999886,0
243.4630392727289,1.5999999999999943,0
243.49156240093876,1.200000000000017,1
243.57290930380054,2.200000000000017,1
243.60340637005638,1.6999999999999886,0
243.62673911589187,0.09999999999999433,0
243.64929991512696,0.4000000000000057,0
243.51850261103328,1.1999999999999886,0
243.49592542280257,0.19999999999998866,1
243.49600610749957,0.0,1
243.49317526037171,0.19999999999998866,1
243.4978906238292,0.7999999999999828,0
243.512602790038,0.5,1
243.5410269315197,0.8000000000000114,1
243.6277891318433,0.9000000000000057,0
243.64952012843827,0.4000000000000057,0
243.669460434308,0.4000000000000057,0
243.68349592644898,0.6000000000000227,0
243.6978733121113,0.09999999999999433,1
243.7087461509301,-0.30000000000001137,1
243.7275116317107,-0.6000000000000227,1
243.73903722122918,-0.4000000000000057,1
243.7509544053113,-0.2999999999999829,0
243.765235627629,-0.09999999999999433,0
243.78152416351418,-0.10000000000002274,1
243.79321984606514,-0.10000000000002274,0
243.8037541948537,-0.09999999999999433,0
243.73284957923732,0.19999999999998866,1
243.73156148672714,0.5,0
243.73551672689067,0.4000000000000057,0
243.73741344744647,0.5999999999999943,0
243.74156271922902,0.5999999999999943,1
243.74562982721366,0.8000000000000114,0
243.751906508456,0.5,0
243.52681253462097,-0.09999999999999433,0
243.5216854810329,0.5999999999999943,0
243.5216854810329,0.5999999999999943,1
243.518438813644,0.8999999999999773,0
243.51986470045483,0.3999999999999773,0
243.52095243985409,0.4000000000000057,1
243.51817896966287,0.5,1
243.51608024373226,0.4000000000000057,0
243.52516221137554,0.5,1
243.5310351816962,0.30000000000001137,1
243.5412513498301,0.2999999999999829,1
243.65359815238145,1.0,1
243.70239291611657,0.7999999999999828,0
243.72574573034674,0.4000000000000057,1
243.74269551855275,0.19999999999998866,1
243.7791260172029,-0.09999999999999433,0
243.79482958383943,-0.7999999999999828,1
