ema50_current,stochk_14_previous,class
243.04244851562999,51.515151515151786,1
243.09723482203853,73.52207977208016,1
243.12724866225426,75.04713423831045,0
243.156699094496,80.02450980392116,1
243.1810730391989,82.10784313725487,1
243.2141750962919,85.60924369747927,0
243.2414438595034,86.30952380952391,0
243.26764325945183,88.09523809523813,0
243.28766645258773,87.91208791208794,0
243.2920716897411,89.92673992674055,1
243.29630417249646,84.61538461538484,1
243.3358460758752,65.59829059829039,1
243.36835825758973,65.40404040404047,0
243.3818952129344,61.11111111111219,1
243.3884166211081,37.50000000000088,1
243.39263933389682,37.50000000000088,1
243.40653350945578,37.50000000000088,1
243.42564520011646,33.333333333334515,1
243.44915619207558,45.83333333333361,0
243.46144762562298,62.500000000000284,1
243.477792216164,75.00000000000058,0
243.49349584237004,75.00000000000058,1
243.50588928220586,70.83333333333421,0
243.53107009325439,16.6666666666659,0
243.51574372563167,25.92592592592545,1
243.52518394693396,31.48148148148163,0
243.53548117421505,29.62962962962989,1
243.56641740178765,80.95238095237848,1
243.5552229905087,28.57142857143036,0
243.55697895166531,33.333333333334735,1
243.55474448297244,34.92063492063627,1
243.5598271723899,42.06349206349282,1
243.5647105406536,44.44444444444498,0
244.18102591608482,52.97181372549016,1
244.24318168121968,47.91666666666654,0
244.29321601201,44.27083333333314,0
244.55473397200885,22.555018786902732,0
244.59500498737748,32.555018786902735,1
244.65700775575604,53.0303030303026,1
244.69964402460653,59.44055944055873,1
244.8391419196336,74.81146304675703,0
246.10498976297816,42.222222222221696,0
246.1106962145661,8.88888888888836,0
246.0194204556496,38.88888888888905,0
246.0223405013616,54.761904761904546,0
246.03074637938067,66.66666666666664,1
246.08648833757584,65.07936507936472,1
246.10699971877625,73.01587301587256,0
246.11702277872755,79.36507936507894,1
246.21835573997515,80.37741412354431,1
246.2333196869252,73.01587301587355,0
246.23139942716784,58.333333333333705,1
246.2274737191914,49.99999999999997,0
243.47562457812992,73.3333333333339,0
243.45194484822804,73.08080808080898,1
243.44254453094032,62.247474747475366,0
243.4193215270121,41.666666666667254,0
243.4223516561689,45.83333333333361,0
243.41068678503564,49.99999999999999,0
243.40829314679337,54.166666666666366,1
243.40391262419402,50.0,0
243.35169122077892,50.83333333333227,1
243.3612556220941,46.6666666666659,0
243.3712317520857,56.66666666666533,1
243.38719265139287,66.66666666666477,0
243.41503967685944,79.99999999999828,0
243.4226666918136,83.33333333333142,1
243.4436001301281,86.66666666666458,0
243.45464230130239,83.33333333333144,1
243.47824336277438,86.66666666666553,0
243.48731337043762,79.74358974358908,0
243.4738747829836,27.272727272726726,0
243.4928000608603,36.3636363636362,0
243.5033799701416,54.54545454545517,0
243.50386102766103,66.66666666666752,0
243.5082447888069,75.757575757577,1
243.5130702431192,63.63636363636465,0
243.52154726678987,48.48484848484856,1
243.53038622929424,51.51515151515144,1
243.54280013444543,48.48484848484856,0
243.55141925652737,48.48484848484856,0
243.55970037382176,56.666666666667226,1
243.56765674141843,61.515151515151814,0
243.57468748923145,57.61904761904742,0
243.5744529259767,43.80952380952266,0
243.580026773318,40.47619047618873,1
243.4807546650657,66.66666666666802,1
243.48089577871468,66.66666666666802,0
243.4136662072789,36.66666666666661,1
243.46363079689957,42.31884057970973,0
243.52131994420768,51.76328502415447,0
243.56314125002723,71.20772946859908,1
243.72565081729766,70.00000000000016,1
243.76031268948935,72.22222222222223,0
243.7936152725756,77.77777777777784,0
243.82169030338383,79.99999999999993,0
243.47943632327932,64.35185185185192,0
243.4577724455459,72.96296296296242,1
243.45673407018205,68.68945868945805,1
243.46750112130297,66.83760683760579,1
243.49598663110697,54.456654456653865,0
243.51489831947208,54.68975468975446,1
243.58457806898528,71.21212121212145,1
243.76641211403037,81.82957393483719,0
243.8031571362052,77.1929824561402,0
243.82939082912742,78.94736842105239,0
243.85398214441014,75.43859649122804,0
243.87736915796813,68.73065015479894,1
243.8895414750127,62.919246646027176,1
243.913461844291,40.91117216117235,1
243.9228578186069,34.98168498168489,1
243.93519328660145,35.89743589743573,0
243.95342100085227,32.30769230769172,0
243.96124994942073,32.82051282051257,1
243.96570385355844,36.66666666666652,0
243.9666751315292,38.33333333333298,0
243.7866210868114,15.555555555555983,1
243.79681520218614,34.444444444445004,0
243.8000081230579,47.22222222222239,0
243.8051565838701,62.777777777778084,0
243.81255756573015,76.1111111111116,1
243.82358988163492,83.33333333333431,0
243.82904077833697,83.93939393939486,0
243.32024394552025,57.777777777778866,0
243.32228789451136,66.66666666666735,0
243.32228789451136,66.66666666666735,1
243.36140400928653,76.54012654012661,0
243.3716142565921,80.21978021978012,0
243.3768889280473,85.71428571428595,1
243.38257035500945,85.71428571428595,1
243.4034753190044,76.19047619047632,0
243.4409310230653,73.80952380952398,1
243.4659233235105,76.62337662337724,1
243.49961948710109,80.08658008658112,1
243.73536917847224,61.53846153846101,1
243.8156778387047,64.10256410256358,0
243.83835249684574,56.410256410255954,1
243.85560277871136,48.71794871794831,1
243.91716470418132,37.60683760683783,0
243.93916744850443,37.37373737373759,1
