ema100_current,sma10_current,class
243.18905225418166,242.71,1
243.2059823509734,243.01,1
243.21960454887298,243.12000000000003,0
243.23295700028004,243.22000000000003,1
243.24344502462958,243.32,1
243.2576857613686,243.44,0
243.26904448124196,243.55,0
243.28048818799888,243.64000000000004,0
243.28941517665172,243.71,0
243.29067523904556,243.7,1
243.29191034970887,243.68,1
243.31029924093696,243.7,1
243.3284839227556,243.7,0
243.33751678839408,243.6,1
243.3447663049139,243.59,1
243.3498359170736,243.59,1
243.3580095074276,243.56,1
243.36831135455623,243.57,1
243.38131913882043,243.58,0
243.38917921106997,243.59,1
243.3982440122856,243.63,0
243.40743922451642,243.66000000000003,1
243.41447215531707,243.67,0
243.43239618066715,243.63,0
243.42857866939048,243.5,1
243.43290288727312,243.49,0
243.4368315650493,243.48,1
243.4505651585406,243.53,1
243.45160054841358,243.51,0
243.4551589754741,243.51,1
243.4563568285833,243.49,1
243.4621111819273,243.48999999999995,1
243.46806149971002,243.51,0
243.82994300544357,245.44,1
243.8701414176561,245.65,0
243.90527351363698,245.79,0
244.10478228197974,245.17,0
244.13464820015275,245.19,1
244.18798273851326,245.14,1
244.21942096903098,245.19,1
244.32506238048538,245.38,0
245.83408383388885,246.39,0
245.87057307332157,246.3,0
245.86638279248183,245.78000000000003,0
245.87057823792648,245.76,0
245.8842262192538,245.79,1
245.92862768583853,246.14,1
245.94552040561916,246.22,0
245.95718848396888,246.21000000000004,1
246.03293930986325,246.47000000000003,1
246.05245192054863,246.52000000000004,0
246.0590926090496,246.49,1
246.06300177668945,246.45,0
244.2284174956066,243.4,0
244.15737520939186,243.41000000000003,1
244.13215058352168,243.40000000000003,0
244.06549234972576,243.42,0
244.05050707671853,243.46,0
244.01353315183098,243.49,0
243.9979064878408,243.47,1
243.9796793286337,243.49,0
243.8651202898652,243.43,1
243.845215351992,243.45,0
243.83385144982952,243.45,1
243.82283330127632,243.47,0
243.8146333559607,243.48,0
243.8006551917408,243.48,1
243.79444397705845,243.54,0
243.78315571256888,243.57,1
243.7786513961876,243.64,0
243.76736594404213,243.67,0
243.62229653862755,243.40000000000003,0
243.61775770628597,243.42,0
243.61163846582176,243.44,0
243.6013700903672,243.44,0
243.59390507115882,243.47,1
243.58720769817168,243.51,0
243.57971296384312,243.6,1
243.57682638085092,243.63,1
243.57659697999665,243.67,0
243.5737720996549,243.66,0
243.57224280565552,243.64999999999995,1
243.570433882676,243.64999999999995,0
243.5689706919833,243.67,0
243.5661761014024,243.67,0
243.56075797658417,243.67,1
243.45396621440563,243.32,1
243.45084891813374,243.34,0
243.43766415086878,243.3,1
243.4630392727289,243.44,0
243.49156240093876,243.58,0
243.51389003269833,243.71,1
243.60340637005638,244.17,1
243.62673911589187,244.36000000000004,0
243.64929991512696,244.53000000000003,0
243.66757429566596,244.53000000000003,0
243.51813622269586,243.09,0
243.49600610749957,243.38,1
243.49317526037171,243.39,1
243.4978906238292,243.42,1
243.512602790038,243.48,0
243.52213349409507,243.54,1
243.55822548539874,243.75,1
243.64952012843827,244.22,0
243.669460434308,244.3,0
243.68349592644898,244.32,0
243.6978733121113,244.36000000000004,0
243.7087461509301,244.41,1
243.71575320199963,244.4,1
243.73903722122918,244.37,1
243.7509544053113,244.31,1
243.765235627629,244.28000000000003,0
243.78152416351418,244.26,0
243.79321984606514,244.23,1
243.8037541948537,244.22,0
243.81178983262703,244.2,0
243.7321990925196,243.42,1
243.73551672689067,243.48,0
243.73741344744647,243.52000000000004,0
243.74156271922902,243.57,0
243.74562982721366,243.63,1
243.751906508456,243.7,0
243.7560787009608,243.77000000000004,0
243.51991036140927,243.09,0
243.51617674725293,243.13,0
243.51617674725293,243.13,1
243.51986470045483,243.4,0
243.52095243985409,243.48999999999995,0
243.51817896966287,243.52,1
243.51608024373226,243.56,1
243.521823142967,243.64,0
243.5310351816962,243.72000000000003,1
243.5412513498301,243.78000000000003,1
243.55646526176227,243.83,1
243.67698746346886,244.28,1
243.72574573034674,244.45,0
243.74269551855275,244.5,1
243.7557799092213,244.53,1
243.79482958383943,244.62,0
243.80898254064275,244.61,1
