cci20_previous,stoch_rsi_14_current,class
-21.93861004597612,100.0,1
98.46214934662865,95.6193041181328,1
99.44153633195806,100.0,0
109.86786369240049,100.0,1
117.85839417655228,91.26723929384715,1
102.54540268262848,100.0,0
101.5148840559035,91.04485588976624,0
100.2514032848662,91.04485588976624,0
89.62036625169803,80.65900828262838,0
68.31116765052944,47.10473139803856,1
32.404516569699936,18.114273800187064,1
17.310135879888527,87.27427147493471,1
48.915501406250044,50.63369496578653,0
-16.972449761541213,16.25870698135886,1
-11.852478199791927,0.0,1
-30.68672425356317,19.99722085346585,1
-20.425177931153435,52.247124095496886,1
-5.560417832040456,65.41630055570515,1
22.40958172723565,77.31529121644724,0
35.295075132829474,42.492268864146226,1
21.399168773441684,73.85038129375035,0
12.854910300272394,73.85038129375035,1
17.648530028721336,48.20598456844496,0
-22.11970965669456,34.68016337260493,0
-44.81815314474896,59.07453707633842,1
-25.72284948559573,81.57748574983876,0
-2.3439712122770304,81.57748574983876,1
8.251245230768731,100.0,1
-21.24280038042813,21.344353790494093,0
-14.312606738079404,85.16067082974463,1
0.9751093585219838,47.872566859533364,1
10.273256892477988,100.0,1
19.401388098101425,100.0,0
151.9226115840708,51.17347630761281,1
108.8270309077913,60.38213367781202,0
128.3364314514768,53.64109123823603,0
27.99312385517817,56.73892330768643,0
40.903421667583906,28.074346063089763,1
-32.190404548676966,27.14521603864653,1
-40.56706791491077,55.02432458915143,1
51.90944694485402,49.9573019241618,0
-8.995491459682867,0.0,0
-16.855271087085068,40.685717256242974,0
7.21770126800119,96.13692187877035,0
25.74828855910637,83.65620794864253,0
1.570210856888903,88.33454660443716,1
24.008482703539052,100.0,1
35.7745350951466,100.0,0
25.988900499439648,90.65426261383531,1
49.044444732569396,45.71769207521586,1
9.0097089461724,45.14023347990386,0
14.074815463533866,0.0,1
2.074795549648184,0.0,0
1.6931903945987798,92.20395515751265,0
12.67003486075333,2.7141294901922466,1
6.090511470373088,25.70314745084002,0
6.002632994934852,46.63159785095691,0
2.1022616972241503,83.19099685973963,0
10.32250636708142,16.708620916030778,0
0.20060782566124225,59.765692398602866,1
7.9331357560764895,37.79479690772285,0
-10.512683350294218,28.476996527708703,1
1.0140571852020823,83.94939056617491,0
10.155883880388977,83.94939056617491,1
8.239774257040409,100.0,0
9.782567757734258,100.0,0
14.788556684189846,48.37268506164109,1
2.145695416204102,90.97026693738823,0
9.924854323598376,60.409908302721284,1
9.226674290765313,96.68050150455852,0
18.167946716552493,54.879864698513906,0
-1.5567982264922733,99.72813516405235,0
9.666897424865118,99.72813516405235,0
20.297657338070763,87.71818431464987,0
13.134358230237774,61.85059786979043,0
0.8352073297805495,74.8558425022343,1
0.9410111478481138,74.8558425022343,0
1.5732571457343036,74.8558425022343,1
3.4680404310444994,88.80712605132376,1
5.687527252733164,100.0,0
11.818834156428812,84.38039864214826,0
10.147069082510924,64.67527056395471,1
11.967321798105953,64.67527056395471,0
9.443652168006508,59.37525096117794,0
12.859754283041301,4.7328939332397075,0
0.2132241625619085,4.7328939332397075,1
-4.000354626029926,100.0,1
3.2464791933174246,100.0,0
30.059927471407587,88.98375557720291,1
53.19638857036657,97.33353953636237,0
81.3145467002538,99.9887940515733,0
74.3504030470735,92.37089664886213,1
81.69973293605865,95.14327495117088,1
72.76839284692278,87.29779602613846,0
53.55319289403757,87.29779602613846,0
47.95776900458728,84.26482981448916,0
-5.7915725313419575,91.96335811126708,0
11.722195488176482,84.7822423933027,1
12.39264619035711,45.24559670624518,1
13.50377462865776,100.0,1
25.677465313541607,100.0,0
47.30146802286857,73.35173393948969,1
38.023243575150225,100.0,1
61.333038218453396,83.20548203416988,0
57.36154804477928,73.46664913090882,0
40.61701965325139,46.5799301717969,0
30.899287469173284,46.57993017179693,0
23.614745532899367,12.782206237349241,1
16.207691846396994,0.0,1
8.223205462261372,28.03718340851975,1
7.776476739407178,28.03718340851975,1
2.7058180499685762,41.98050090227376,0
10.713579423575938,54.74475354537569,0
9.712520242697996,19.791215705546048,1
0.6783551786306558,24.603018275446768,0
-8.94465644412215,0.0,0
-20.00836688860914,89.5093114708942,1
-3.3938866056316583,100.0,0
4.7521805719972035,91.67590488561798,0
10.300130872784028,99.07300654103969,0
11.893405724981433,99.07300654103969,1
13.609423164598494,100.0,0
21.45268599887544,91.60310406029741,0
12.383244020872727,89.38507814669218,0
22.634572329555308,90.51016299775259,0
22.634572329555308,90.51016299775259,1
49.93076117163393,85.75895175068598,0
41.92757825674757,84.34089184237841,0
34.02023926196701,75.26046225985358,1
17.073708397702525,75.26046225985358,1
19.24499833813184,96.12914387171419,0
36.18590817735621,89.02189991712179,1
29.4195555761516,99.60371264094181,1
35.2728580864134,100.0,1
93.41935005226318,42.05776173905254,1
38.33324415451012,42.05776173905254,0
38.25601746660492,5.437578273662547,1
21.18985839706248,0.0,1
26.090087134056763,11.125949367706623,0
20.7488672030532,11.12594936770667,1
