ema30_previous,cci20_previous,class
242.9144385936486,-21.93861004597612,1
242.98529712205425,98.46214934662865,1
243.01850375934106,99.44153633195806,0
243.07295857572075,109.86786369240049,1
243.12591803017983,117.85839417655228,1
243.16900913273852,102.54540268262848,0
243.2222233899707,101.5148840559035,0
243.2645439303941,100.2514032848662,0
243.3041341133707,89.62036625169803,0
243.33673633013032,68.31116765052944,1
243.34586248731742,32.404516569699936,1
243.36493252760067,17.310135879888527,1
243.43955676419841,48.915501406250044,0
243.48380094054627,-16.972449761541213,1
243.50802759313214,-11.852478199791927,1
243.51103901776986,-30.68672425356317,1
243.51638037919358,-20.425177931153435,1
243.53831606654,-5.560417832040456,1
243.56528816115448,22.40958172723565,0
243.59898958557525,35.295075132829474,1
243.61559564670355,21.399168773441684,0
243.6385908879724,12.854910300272394,1
243.6580847132489,17.648530028721336,0
243.6249990209944,-22.11970965669456,0
243.564435182531,-44.81815314474896,1
243.5572512959214,-25.72284948559573,0
243.55900035080987,-2.3439712122770304,1
243.57855783038582,8.251245230768731,1
243.52979519327096,-21.24280038042813,0
243.5214213098341,-14.312606738079404,1
243.52850875478757,0.9751093585219838,1
243.52666948028502,10.273256892477988,1
243.5378520944602,19.401388098101425,0
244.4607540082531,151.9226115840708,1
244.51612064941682,108.8270309077913,0
244.59977525694646,128.3364314514768,0
244.8740516610031,27.99312385517817,0
244.9420744841278,40.903421667583906,1
245.00309169998917,-32.190404548676966,1
245.03193827759642,-40.56706791491077,1
245.20260905760682,51.90944694485402,0
246.30332334604032,-8.995491459682867,0
246.259489231279,-16.855271087085068,0
245.99252418047746,7.21770126800119,0
246.0123613301241,25.74828855910637,0
245.9879062877316,1.570210856888903,1
246.0276145239743,24.008482703539052,1
246.06010885833803,35.7745350951466,0
246.0925246360728,25.988900499439648,1
246.22516331926442,49.044444732569396,1
246.2415524759692,9.0097089461724,0
246.25379274891387,14.074815463533866,1
246.25234010102352,2.074795549648184,0
243.21463646838947,1.6931903945987798,0
243.26448111036132,12.67003486075333,1
243.28089761590496,6.090511470373088,0
243.32648786616485,6.002632994934852,0
243.34373575349878,2.1022616972241503,0
243.39638398539182,10.32250636708142,0
243.39964405471613,0.20060782566124225,1
243.41761487483325,7.9331357560764895,0
243.42726740693783,-10.512683350294218,1
243.43847632196517,1.0140571852020823,0
243.4509150564587,10.155883880388977,1
243.46154236593262,8.239774257040409,0
243.47995350748016,9.782567757734258,0
243.50463737236697,14.788556684189846,1
243.50433818705292,2.145695416204102,0
243.5274488468061,9.924854323598376,1
243.5331384923867,9.226674290765313,0
243.56286053286743,18.167946716552493,0
243.45820252883306,-1.5567982264922733,0
243.48328075664506,9.666897424865118,0
243.50472318223603,20.297657338070763,0
243.51833061262766,13.134358230237774,0
243.518156918478,0.8352073297805495,1
243.52343711728585,0.9410111478481138,0
243.53293242687215,1.5732571457343036,1
243.5382682930937,3.4680404310444994,1
243.55374722686386,5.687527252733164,0
243.5746791326489,11.818834156428812,0
243.5878089799962,10.147069082510924,1
243.5990828143981,11.967321798105953,0
243.6066025265857,9.443652168006508,0
243.6136370960516,12.859754283041301,0
243.6109253068412,0.2132241625619085,1
243.44512963700657,-4.000354626029926,1
243.44564288236637,3.2464791933174246,0
243.3278241255824,30.059927471407587,1
243.37421708908798,53.19638857036657,0
243.45592857880862,81.3145467002538,0
243.54728943736094,74.3504030470735,1
243.77734837128372,81.69973293605865,1
243.85644193397408,72.76839284692278,0
243.9090599954189,53.55319289403757,0
243.9582833432222,47.95776900458728,0
243.4449527612511,-5.7915725313419575,0
243.40234369508644,11.722195488176482,1
243.396536989618,12.39264619035711,1
243.38667114944485,13.50377462865776,1
243.39881450583863,25.677465313541607,0
243.4349719454776,47.30146802286857,1
243.50059506736,38.023243575150225,1
243.7787364802131,61.333038218453396,0
243.84584618770188,57.36154804477928,0
243.9001567717003,40.61701965325139,0
243.93806022124718,30.899287469173284,0
243.9815896951104,23.614745532899367,1
244.00980564679938,16.207691846396994,1
244.0487579907386,8.223205462261372,1
244.06860479992088,7.776476739407178,1
244.0861622437814,2.7058180499685762,0
244.10601178417218,10.713579423575938,0
244.13607695205584,9.712520242697996,1
244.1482724278233,0.6783551786306558,0
244.15867217268269,-8.94465644412215,0
243.76964794867558,-20.00836688860914,1
243.7511221222051,-3.3938866056316583,0
243.75568251648,4.7521805719972035,0
243.74845244876752,10.300130872784028,0
243.751167227999,11.893405724981433,1
243.75370686018329,13.609423164598494,0
243.7645521100725,21.45268599887544,0
243.18844949648891,12.383244020872727,0
243.19741807780457,22.634572329555308,0
243.19741807780457,22.634572329555308,1
243.2873798290107,49.93076117163393,0
243.31198263316404,41.92757825674757,0
243.33398923361042,34.02023926196701,1
243.34812444047932,17.073708397702525,1
243.36134769851824,19.24499833813184,0
243.42990350741684,36.18590817735621,1
243.46527694348882,29.4195555761516,1
243.5048198352981,35.2728580864134,1
243.8712557949692,93.41935005226318,1
243.99727352745518,38.33324415451012,0
244.0523019226453,38.25601746660492,1
244.0793806299824,21.18985839706248,1
244.15436452698864,26.090087134056763,0
244.1833280151173,20.7488672030532,1
