sma10_previous,stochk_14_current,class
242.71,55.55555555555623,1
242.95,75.04713423831045,1
243.01,80.02450980392116,0
243.12000000000003,82.10784313725487,1
243.22000000000003,85.60924369747927,1
243.32,86.30952380952391,0
243.44,88.09523809523813,0
243.55,87.91208791208794,0
243.64000000000004,89.92673992674055,0
243.71,84.61538461538484,1
243.7,74.35897435897455,1
243.68,58.13908313908306,1
243.69,68.18181818181891,0
243.63,47.222222222223365,1
243.59,37.50000000000088,1
243.59,37.50000000000088,1
243.59,33.333333333334515,1
243.56,45.83333333333361,1
243.57,62.500000000000284,0
243.58,75.00000000000058,1
243.59,75.00000000000058,0
243.63,70.83333333333421,1
243.66000000000003,70.83333333333421,0
243.66,16.6666666666659,0
243.53000000000003,31.48148148148163,1
243.5,29.62962962962989,0
243.49,49.735449735449656,1
243.51,85.71428571428288,1
243.53000000000003,33.333333333334735,0
243.51,34.92063492063627,1
243.51,42.06349206349282,1
243.49,44.44444444444502,1
243.48999999999995,61.111111111110056,0
245.25,47.91666666666654,1
245.44,44.27083333333314,0
245.65,43.74999999999983,0
245.13,32.555018786902735,0
245.17,45.005611672278064,1
245.15,59.44055944055873,1
245.14,62.820512820511986,1
245.35,81.1463046757168,0
246.44,26.666666666666387,0
246.32,8.88888888888836,0
245.78,54.761904761904546,0
245.78000000000003,70.89947089947083,0
245.75,61.904761904761756,1
246.0,73.01587301587256,1
246.14,79.36507936507894,0
246.22,85.71428571428531,1
246.43,82.664995822891,1
246.49,58.333333333333705,0
246.52000000000004,49.99999999999997,1
246.49,42.42424242424193,0
243.40000000000003,66.66666666666761,0
243.42,62.247474747475366,1
243.41000000000003,51.13636363636466,0
243.40000000000003,45.83333333333361,0
243.42,45.83333333333361,0
243.48999999999995,54.166666666666366,0
243.49,50.0,1
243.47,54.166666666666366,0
243.47,46.6666666666659,1
243.43,56.66666666666533,0
243.45,66.66666666666477,1
243.45,79.99999999999828,0
243.47,83.33333333333142,0
243.48,86.66666666666458,1
243.48,83.33333333333144,0
243.54,86.66666666666553,1
243.57,79.74358974358908,0
243.64,84.61538461538456,0
243.41,36.3636363636362,0
243.40000000000003,54.54545454545517,0
243.42,66.66666666666752,0
243.44,75.757575757577,0
243.44,63.63636363636465,1
243.47,54.54545454545517,0
243.55,51.51515151515144,1
243.6,48.48484848484856,1
243.63,48.48484848484856,0
243.67,56.666666666667226,0
243.66,61.515151515151814,1
243.64999999999995,57.61904761904742,0
243.64999999999995,43.80952380952266,0
243.67,38.095238095236546,0
243.67,36.507936507934886,1
243.31000000000003,66.66666666666802,1
243.32,76.19047619047716,0
243.25,42.31884057970973,1
243.3,51.7632850241545,0
243.44,71.20772946859908,0
243.58,68.88888888888879,1
244.02,72.22222222222223,1
244.17,77.7777777777778,0
244.36000000000004,79.99999999999993,0
244.53000000000003,75.55555555555544,0
243.05000000000004,71.75925925925921,0
243.4,68.68945868945805,1
243.38,66.83760683760579,1
243.39,54.456654456653865,1
243.42,54.68975468975446,0
243.48,62.77056277056304,1
243.65,69.1142191142188,1
244.1,77.1929824561402,0
244.22,78.94736842105239,0
244.3,75.43859649122804,0
244.32,68.73065015479894,0
244.36000000000004,62.919246646027176,1
244.41,50.26260504201707,1
244.39,34.98168498168489,1
244.37,35.89743589743573,1
244.31,32.30769230769172,0
244.28000000000003,32.82051282051253,0
244.26,36.66666666666652,1
244.23,38.33333333333298,0
244.22,29.166666666665826,0
243.42,20.00000000000044,1
243.44,47.22222222222239,0
243.48,62.777777777778084,0
243.52000000000004,76.1111111111116,0
243.57,83.33333333333431,1
243.63,83.93939393939486,0
243.7,87.272727272728,0
243.08,62.35294117647146,0
243.12,69.49494949494998,0
243.12,69.49494949494998,1
243.33,80.21978021978012,0
243.4,85.71428571428595,0
243.48999999999995,85.71428571428595,1
243.52,76.19047619047636,1
243.56,71.42857142857117,0
243.67,76.6233766233772,1
243.72000000000003,80.08658008658112,1
243.78000000000003,81.81818181818281,1
244.18,64.10256410256358,1
244.38,56.410256410255954,0
244.45,48.71794871794831,1
244.5,43.16239316239307,1
244.6,37.37373737373759,0
244.62,38.38383838383855,1
