ema100_previous,macd_12_26_current,class
243.196788730931,-0.10579493543761488,1
243.1984617360954,0.12682504136861894,1
243.2059823509734,0.1905253506889153,0
243.21960454887298,0.2345323651046556,1
243.23295700028004,0.2591456587062737,1
243.24344502462958,0.2908785881535607,0
243.2576857613686,0.3080925934912955,0
243.26904448124196,0.3199307683841539,0
243.28048818799888,0.3183861695091537,0
243.28941517665172,0.2775441674219508,1
243.29067523904556,0.2411417992104248,1
243.29510120075506,0.22087050537811592,1
243.31832599968052,0.18179074091452208,0
243.33423429927083,0.05884000098657794,1
243.34333429981152,0.0038309321667497898,1
243.3461699534798,-0.03149576330866921,1
243.3498359170736,-0.019570723288950376,1
243.3580095074276,-0.0021188470064146263,1
243.36831135455623,0.008904161459867055,0
243.38131913882043,0.010205171747799113,1
243.38917921106997,0.018729063130194845,0
243.3982440122856,0.028469605969064563,1
243.40743922451642,0.034647093511495086,0
243.4280617262874,-0.006461932966459472,0
243.4261872955911,-0.07566565891602295,1
243.42857866939048,-0.06050809276126756,0
243.43290288727312,-0.05105932405547264,1
243.44520989795586,-0.007833523616511684,1
243.4523268108566,-0.03882043863879403,0
243.45160054841358,-0.022322784941934515,1
243.4551589754741,-0.02013872107414727,1
243.4563568285833,0.0015673193133807215,1
243.4621111819273,0.016516134571872954,0
243.79891034944708,0.7297572968053885,1
243.82994300544357,0.7196259668604057,0
243.8701414176561,0.6831804288678427,0
244.06698771434986,0.17764630974522788,0
244.10478228197974,0.13550047501192353,1
244.1605821420248,0.05700402546034411,1
244.18798273851326,0.03904333561837348,1
244.29215725348308,0.05823667083575401,0
245.8291511277565,0.02902046610179809,0
245.8574713615745,-0.047556664614631934,0
245.85604198450312,-0.13178172017259726,0
245.86638279248183,-0.108985576023656,0
245.87607307843425,-0.06542863854653548,1
245.9107613532351,0.09849970845419877,1
245.92862768583853,0.15662089614417596,0
245.94552040561916,0.1805880157879756,1
246.02046517632968,0.23289430089923255,1
246.04163667268475,0.1938630133359993,0
246.05245192054863,0.160980668429346,1
246.0590926090496,0.12336692143031767,0
244.254322216065,0.12625613980199546,0
244.18481345280463,0.09067777347249263,1
244.15737520939186,0.07783405358983941,0
244.0854531053185,0.06203469308994159,0
244.06549234972576,0.08024242127106618,0
244.03414825579983,0.06881273874401472,0
244.01353315183098,0.07276303079814284,1
243.9979064878408,0.0605666422619322,0
243.88286031894748,-0.03411377132721327,1
243.85491179066432,-0.003013091751000729,0
243.845215351992,0.007005956479360975,1
243.83385144982952,0.029581846751199237,0
243.82283330127632,0.04921625113934169,0
243.8146333559607,0.03825492998095115,1
243.8006551917408,0.05172719668613013,0
243.79444397705845,0.0484992841704468,1
243.78315571256888,0.0846987068671865,0
243.7786513961876,0.07733058353642264,0
243.62661089167355,-0.037168028456505915,0
243.62229653862755,-0.004310280983958137,0
243.61775770628597,0.007219187602032663,0
243.61163846582176,0.002255794306421421,0
243.6013700903672,0.006299028708184551,1
243.59390507115882,0.010017843220509805,0
243.58436189078486,0.02404070627056853,1
243.57971296384312,0.04285771744895328,1
243.57682638085092,0.06943013003984788,0
243.57659697999665,0.07394393191543712,0
243.5737720996549,0.07814985831404897,1
243.57224280565552,0.07266457982714769,0
243.570433882676,0.06406546134567748,0
243.5689706919833,0.05271949072155735,0
243.56312693721958,0.041259209393615486,1
243.45556562196705,-0.05937556254858122,1
243.45396621440563,-0.041197294957640906,0
243.42345827477791,0.06274715405439224,1
243.43766415086878,0.15582042757469594,0
243.4630392727289,0.24538621995904464,0
243.49156240093876,0.2935329607160213,1
243.57290930380054,0.4436799919469081,1
243.60340637005638,0.4375541252802577,0
243.62673911589187,0.4230473103599763,0
243.64929991512696,0.4161843280544133,0
243.51850261103328,-0.1874557933959977,0
243.49592542280257,0.06635131947479067,1
243.49600610749957,0.07674353461939631,1
243.49317526037171,0.10421059682659006,1
243.4978906238292,0.17124704945547364,0
243.512602790038,0.1948408172316931,1
243.5410269315197,0.252936323649692,1
243.6277891318433,0.3793532015095025,0
243.64952012843827,0.3671659246579111,0
243.669460434308,0.3402430245924961,0
243.68349592644898,0.3106636093045836,0
243.6978733121113,0.2654168359564437,1
243.7087461509301,0.2165103130335524,1
243.7275116317107,0.16493463663729813,1
243.73903722122918,0.13543830961705794,1
243.7509544053113,0.11386364032782124,0
243.765235627629,0.09449580349021858,0
243.78152416351418,0.060957060129226186,1
243.79321984606514,0.031672475444622705,0
243.8037541948537,0.00155164240521799,0
243.73284957923732,-0.23861531662586802,1
243.73156148672714,-0.13532989786270375,0
243.73551672689067,-0.09331999406211366,0
243.73741344744647,-0.04870552330271494,0
243.74156271922902,-0.010536825017112506,1
243.74562982721366,0.02780711649523937,0
243.751906508456,0.0540932392585205,0
243.52681253462097,-0.04817639738146795,0
243.5216854810329,0.038522479356231536,0
243.5216854810329,0.038522479356231536,1
243.518438813644,0.1896293242305376,0
243.51986470045483,0.20410365901540214,0
243.52095243985409,0.20584891528389448,1
243.51817896966287,0.21152674575094466,1
243.51608024373226,0.2269988632152149,0
243.52516221137554,0.23257107149584044,1
243.5310351816962,0.23418957531265505,1
243.5412513498301,0.2500452101110397,1
243.65359815238145,0.4171703530725495,1
243.70239291611657,0.3862044937837936,0
243.72574573034674,0.3424731753056278,1
243.74269551855275,0.28585439547961755,1
243.7791260172029,0.25111569541053314,0
243.79482958383943,0.2188186964293664,1
