ema10_current,stoch_rsi_14_previous,class
242.7479209911617,83.93754063278692,1
243.19277496110772,100.0,1
243.33424129512343,95.6193041181328,0
243.44716267918275,100.0,1
243.52137108432208,100.0,1
243.62409828516158,91.26723929384715,0
243.6871421966221,100.0,0
243.7330759820916,91.04485588976624,0
243.74682875538662,91.04485588976627,0
243.68094518336272,80.65900828262838,1
243.62421664429863,47.10473139803854,1
243.6797099783551,21.14328396361089,1
243.70511265958461,37.71240329969313,0
243.5862533612204,0.0,1
243.5521236878136,30.89166434935492,1
243.5200166835776,0.0,1
243.5442695279754,19.99722085346585,1
243.5935897757516,52.247124095496886,1
243.65212452393232,65.41630055570515,0
243.66365295426186,77.31529121644729,1
243.69973851948325,42.492268864146226,0
243.72643927452896,73.85038129375035,1
243.72445593202275,73.85038129375035,0
243.5840360620896,0.0,0
243.45028644571119,24.28660159413655,1
243.47468329362832,59.07453707633842,0
243.4946443510149,81.57748574983876,1
243.5875123366237,100.0,1
243.45672908434034,43.946570765172176,0
243.48277834173297,21.344353790494136,1
243.48026195569247,85.1606708297445,1
243.52021432738465,47.872566859533435,1
243.5585502281311,100.0,0
245.50810452669404,70.48002307213666,1
245.5659307410485,51.17347630761283,0
245.55711287366313,60.38213367781202,0
245.22668104841838,35.33658083910636,0
245.24565936352226,56.738923307686385,1
245.2036240059114,9.551159609367305,1
245.25344772369567,27.14521603864653,1
245.45208632206402,100.0,0
246.32841625520317,0.0,0
246.21236019291774,28.756051257656274,0
245.83872175958703,100.0,0
245.86239747939118,96.13692187877035,0
245.92871817021057,84.15408982058239,1
246.2231095049664,100.0,1
246.29604361787418,100.0,0
246.29393916176159,100.0,1
246.5462437742421,100.0,1
246.49611484768258,31.103224557005788,0
246.4338043895158,45.14023347990386,1
246.36181748906208,0.0,0
243.37641283585307,78.71121629459716,0
243.40324521285584,2.7141294901922466,1
243.3998313758376,2.7141294901922466,0
243.4354882885344,24.515437246073876,0
243.4948765202517,46.63159785095691,0
243.50019558876545,62.11121912149045,0
243.512694248719,16.70862091603072,1
243.51603380013188,59.7656923986028,0
243.36358347007842,3.608995139268009,1
243.4473852914805,83.94939056617491,0
243.4751334203021,83.94939056617491,1
243.52166584960904,83.94939056617491,0
243.57509585708831,100.0,0
243.5614420648904,100.0,1
243.6217590248139,48.37268506164109,0
243.6262742334359,90.97026693738823,1
243.69580914285018,60.409908302721284,0
243.6868606936474,96.68050150455852,0
243.4252531685399,54.67971582219765,0
243.49903655271262,99.72813516405235,0
243.54122295794483,99.72813516405235,0
243.53372787468217,87.71818431464987,0
243.55424874696445,61.85059786979043,1
243.57386234987632,74.8558425022343,0
243.6058634087236,74.8558425022343,1
243.63145054754384,74.8558425022343,1
243.67339109580487,88.80712605132376,0
243.67540528006856,100.0,0
243.6770532490116,84.38039864214826,1
243.6812253855549,64.67527056395471,0
243.69028654845218,64.67527056395471,0
243.67387081236998,59.37525096117794,0
243.6494507091071,4.7328939332397075,1
243.37911578236424,91.20842341977463,1
243.4067423276598,100.0,0
243.45403016580346,100.0,1
243.68373967573535,88.98375557720291,0
243.90804745658886,97.33353953636237,0
244.03420275169705,99.9887940515733,1
244.48232238160404,100.0,1
244.5391886620677,95.14327495117088,0
244.58006802217602,87.29779602613846,0
244.54732838178035,87.29779602613846,0
243.27546065841813,87.31825139682074,0
243.39236570386976,73.55320541789546,1
243.3965775560289,84.7822423933027,1
243.46021666806632,45.24559670624518,1
243.59348370013961,100.0,0
243.66615672638144,100.0,1
243.90245075355125,88.89314561000013,1
244.3934105803183,83.20548203416988,0
244.435380861344,83.20548203416988,0
244.41641375591598,73.46664913090882,0
244.40654281174577,46.57993017179693,0
244.3831085648328,46.57993017179693,1
244.31062866381862,12.782206237349241,1
244.2660992276292,28.03718340851975,1
244.23713839633845,28.03718340851975,1
244.24009638387054,28.03718340851975,0
244.2635221719869,41.98050090227376,0
244.24350129121933,54.74475354537572,1
244.23276816722571,19.791215705546048,0
244.20298090382286,24.603018275446768,0
243.44774812135643,65.86169952882888,1
243.58341676266312,96.99007430814251,0
243.63409072635716,100.0,0
243.69655685860582,91.67590488561798,0
243.750489310581,99.07300654103969,1
243.8156214786961,99.07300654103969,0
243.850729616245,100.0,0
243.0978024922157,95.0612461296213,0
243.2223334674884,100.0,0
243.2223334674884,100.0,1
243.54469389076928,100.0,0
243.59834555003025,85.75895175068598,0
243.60711775406742,84.34089184237841,1
243.61711881023328,75.26046225985358,1
243.6911421403653,75.26046225985358,0
243.76636016075832,77.52234619578424,1
243.8257829214331,89.02189991712179,1
243.90794138184967,99.60371264094181,1
244.52553845914827,90.92470966997251,1
244.59302423718844,42.05776173905254,0
244.55386609474056,42.05776173905257,1
244.49799819973958,5.4375782736624965,1
244.53205045954988,41.903373211795305,0
244.50521748676903,11.12594936770667,1
