sma10_previous,sma50_current,class
242.71,243.18,1
242.95,243.182,1
243.01,243.19,0
243.12000000000003,243.2,1
243.22000000000003,243.21,1
243.32,243.226,0
243.44,243.23999999999995,0
243.55,243.25399999999996,0
243.64000000000004,243.264,0
243.71,243.264,1
243.7,243.264,1
243.68,243.278,1
243.69,243.28,0
243.63,243.276,1
243.59,243.268,1
243.59,243.266,1
243.59,243.272,1
243.56,243.28400000000002,1
243.57,243.29999999999995,0
243.58,243.308,1
243.59,243.318,0
243.63,243.32799999999997,1
243.66000000000003,243.342,0
243.66,243.4,0
243.53000000000003,243.422,1
243.5,243.442,0
243.49,243.46599999999998,1
243.51,243.52000000000004,1
243.53000000000003,243.596,0
243.51,243.596,1
243.51,243.59600000000003,1
243.49,243.594,1
243.48999999999995,243.592,0
245.25,243.864,1
245.44,243.898,0
245.65,243.926,0
245.13,244.12800000000004,0
245.17,244.164,1
245.15,244.22800000000004,1
245.14,244.272,1
245.35,244.4,0
246.44,245.924,0
246.32,245.93,0
245.78,245.98999999999995,0
245.78000000000003,246.002,0
245.75,246.05000000000004,1
246.0,246.108,1
246.14,246.122,0
246.22,246.13,1
246.43,246.198,1
246.49,246.214,0
246.52000000000004,246.212,1
246.49,246.21599999999998,0
243.40000000000003,243.768,0
243.42,243.694,1
243.41000000000003,243.67,0
243.40000000000003,243.582,0
243.42,243.55599999999998,0
243.48999999999995,243.498,0
243.49,243.466,1
243.47,243.44000000000003,0
243.47,243.288,1
243.43,243.25600000000003,0
243.45,243.25800000000004,1
243.45,243.26800000000003,0
243.47,243.306,0
243.48,243.32,1
243.48,243.34,0
243.54,243.356,1
243.57,243.376,0
243.64,243.39,0
243.41,243.456,0
243.40000000000003,243.47599999999997,0
243.42,243.484,0
243.44,243.486,0
243.44,243.488,1
243.47,243.492,0
243.55,243.498,1
243.6,243.504,1
243.63,243.51,0
243.67,243.518,0
243.66,243.52599999999998,1
243.64999999999995,243.534,0
243.64999999999995,243.54000000000005,0
243.67,243.53600000000003,0
243.67,243.548,1
243.31000000000003,243.524,1
243.32,243.522,0
243.25,243.45,1
243.3,243.474,0
243.44,243.504,0
243.58,243.528,1
244.02,243.616,1
244.17,243.63,0
244.36000000000004,243.644,0
244.53000000000003,243.658,0
243.05000000000004,243.50600000000003,0
243.4,243.51799999999997,1
243.38,243.522,1
243.39,243.52599999999998,1
243.42,243.53800000000004,0
243.48,243.548,1
243.65,243.582,1
244.1,243.69,0
244.22,243.71599999999998,0
244.3,243.73799999999997,0
244.32,243.75799999999995,0
244.36000000000004,243.79,1
244.41,243.814,1
244.39,243.814,1
244.37,243.808,1
244.31,243.8,0
244.28000000000003,243.79999999999995,0
244.26,243.794,1
244.23,243.778,0
244.22,243.76400000000004,0
243.42,243.78600000000003,1
243.44,243.81600000000003,0
243.48,243.82599999999996,0
243.52000000000004,243.83,0
243.57,243.842,1
243.63,243.854,0
243.7,243.862,0
243.08,243.51000000000005,0
243.12,243.484,0
243.12,243.484,1
243.33,243.43600000000004,0
243.4,243.426,0
243.48999999999995,243.414,1
243.52,243.404,1
243.56,243.406,0
243.67,243.41599999999997,1
243.72000000000003,243.426,1
243.78000000000003,243.44200000000004,1
244.18,243.56600000000003,1
244.38,243.612,0
244.45,243.624,1
244.5,243.634,1
244.6,243.662,0
244.62,243.672,1
