mom10_current,stoch_rsi_14_previous,class
0.30000000000001137,83.93754063278692,1
0.8000000000000114,100.0,1
1.0,95.6193041181328,0
1.1000000000000227,100.0,1
1.0,100.0,1
1.200000000000017,91.26723929384715,0
0.9000000000000057,100.0,0
0.8000000000000114,91.04485588976624,0
0.19999999999998866,91.04485588976627,0
-0.19999999999998866,80.65900828262838,1
-0.09999999999999433,47.10473139803854,1
0.19999999999998866,21.14328396361089,1
-0.09999999999999433,37.71240329969313,0
-0.19999999999998866,0.0,1
0.0,30.89166434935492,1
-0.5,0.0,1
0.0,19.99722085346585,1
0.0,52.247124095496886,1
0.30000000000001137,65.41630055570515,0
0.2999999999999829,77.31529121644729,1
0.30000000000001137,42.492268864146226,0
0.20000000000001705,73.85038129375035,1
0.2999999999999829,73.85038129375035,0
-0.09999999999999433,0.0,0
-0.19999999999998866,24.28660159413655,1
-0.09999999999999433,59.07453707633842,0
0.09999999999999433,81.57748574983876,1
0.19999999999998866,100.0,1
-0.19999999999998866,43.946570765172176,0
-0.09999999999999433,21.344353790494136,1
-0.19999999999998866,85.1606708297445,1
0.19999999999998866,47.872566859533435,1
0.09999999999999433,100.0,0
1.6999999999999886,70.48002307213666,1
1.5999999999999943,51.17347630761283,0
-0.8999999999999773,60.38213367781202,0
0.5,35.33658083910636,0
-0.19999999999998866,56.738923307686385,1
0.2999999999999829,9.551159609367305,1
0.5999999999999943,27.14521603864653,1
0.5,100.0,0
-0.30000000000001137,0.0,0
-0.3999999999999773,28.756051257656274,0
0.10000000000002274,100.0,0
-0.09999999999999433,96.13692187877035,0
0.7999999999999828,84.15408982058239,1
0.8000000000000114,100.0,1
0.09999999999999433,100.0,0
0.0,100.0,1
0.30000000000001137,100.0,1
-0.09999999999999433,31.103224557005788,0
-0.30000000000001137,45.14023347990386,1
-0.4000000000000057,0.0,0
-0.09999999999999433,78.71121629459716,0
-0.19999999999998866,2.7141294901922466,1
0.0,2.7141294901922466,0
0.19999999999998866,24.515437246073876,0
0.3999999999999773,46.63159785095691,0
-0.4000000000000057,62.11121912149045,0
0.2999999999999829,16.70862091603072,1
0.19999999999998866,59.7656923986028,0
-0.2999999999999829,3.608995139268009,1
0.0,83.94939056617491,0
0.09999999999999433,83.94939056617491,1
0.0,83.94939056617491,0
0.30000000000001137,100.0,0
0.30000000000001137,100.0,1
0.5,48.37268506164109,0
0.4000000000000057,90.97026693738823,1
0.5999999999999943,60.409908302721284,0
0.0,96.68050150455852,0
0.20000000000001705,54.67971582219765,0
0.30000000000001137,99.72813516405235,0
0.19999999999998866,99.72813516405235,0
0.19999999999998866,87.71818431464987,0
0.4000000000000057,61.85059786979043,1
0.4000000000000057,74.8558425022343,0
0.19999999999998866,74.8558425022343,1
0.2999999999999829,74.8558425022343,1
0.0,88.80712605132376,0
-0.10000000000002274,100.0,0
0.0,84.38039864214826,1
0.19999999999998866,64.67527056395471,0
0.09999999999999433,64.67527056395471,0
0.0,59.37525096117794,0
0.0,4.7328939332397075,1
0.19999999999998866,91.20842341977463,1
0.30000000000001137,100.0,0
0.9000000000000057,100.0,1
1.1999999999999886,88.98375557720291,0
1.5999999999999943,97.33353953636237,0
1.200000000000017,99.9887940515733,1
2.200000000000017,100.0,1
1.6999999999999886,95.14327495117088,0
0.09999999999999433,87.29779602613846,0
0.4000000000000057,87.29779602613846,0
1.1999999999999886,87.31825139682074,0
0.19999999999998866,73.55320541789546,1
0.0,84.7822423933027,1
0.19999999999998866,45.24559670624518,1
0.7999999999999828,100.0,0
0.5,100.0,1
0.8000000000000114,88.89314561000013,1
0.9000000000000057,83.20548203416988,0
0.4000000000000057,83.20548203416988,0
0.4000000000000057,73.46664913090882,0
0.6000000000000227,46.57993017179693,0
0.09999999999999433,46.57993017179693,1
-0.30000000000001137,12.782206237349241,1
-0.6000000000000227,28.03718340851975,1
-0.4000000000000057,28.03718340851975,1
-0.2999999999999829,28.03718340851975,0
-0.09999999999999433,41.98050090227376,0
-0.10000000000002274,54.74475354537572,1
-0.10000000000002274,19.791215705546048,0
-0.09999999999999433,24.603018275446768,0
0.19999999999998866,65.86169952882888,1
0.5,96.99007430814251,0
0.4000000000000057,100.0,0
0.5999999999999943,91.67590488561798,0
0.5999999999999943,99.07300654103969,1
0.8000000000000114,99.07300654103969,0
0.5,100.0,0
-0.09999999999999433,95.0612461296213,0
0.5999999999999943,100.0,0
0.5999999999999943,100.0,1
0.8999999999999773,100.0,0
0.3999999999999773,85.75895175068598,0
0.4000000000000057,84.34089184237841,1
0.5,75.26046225985358,1
0.4000000000000057,75.26046225985358,0
0.5,77.52234619578424,1
0.30000000000001137,89.02189991712179,1
0.2999999999999829,99.60371264094181,1
1.0,90.92470966997251,1
0.7999999999999828,42.05776173905254,0
0.4000000000000057,42.05776173905257,1
0.19999999999998866,5.4375782736624965,1
-0.09999999999999433,41.903373211795305,0
-0.7999999999999828,11.12594936770667,1
