adi14_current,macd_12_26_current,class
28.5086304682157,-0.10579493543761488,1
28.138500306321486,0.12682504136861894,1
28.889236045258755,0.1905253506889153,0
29.839196304385656,0.2345323651046556,1
30.1271380224288,0.2591456587062737,1
30.39451247489746,0.2908785881535607,0
30.64278875218976,0.3080925934912955,0
29.654132731555194,0.3199307683841539,0
28.736094998108808,0.3183861695091537,0
26.808864225706376,0.2775441674219508,1
25.01929279418984,0.2411417992104248,1
23.82751702419544,0.22087050537811592,1
24.669145416417518,0.18179074091452208,0
21.868108022296845,0.05884000098657794,1
18.93572576097408,0.0038309321667497898,1
16.909175483037668,-0.03149576330866921,1
16.71153528419644,-0.019570723288950376,1
17.33874074742247,-0.0021188470064146263,1
18.274806785425397,0.008904161459867055,0
18.521745256582424,0.010205171747799113,1
18.167628804815713,0.018729063130194845,0
17.838806385318048,0.028469605969064563,1
16.68817326665854,0.034647093511495086,0
14.074892976867886,-0.006461932966459472,0
11.723718980900257,-0.07566565891602295,1
11.781263603796566,-0.06050809276126756,0
12.217731914307196,-0.05105932405547264,1
12.321318526539313,-0.007833523616511684,1
9.841398879857568,-0.03882043863879403,0
9.479940862592802,-0.022322784941934515,1
9.669916171077269,-0.02013872107414727,1
9.846321814669997,0.0015673193133807215,1
10.01012705514896,0.016516134571872954,0
36.066683634769795,0.7297572968053885,1
35.901222962108825,0.7196259668604057,0
35.747580908923624,0.6831804288678427,0
30.407514357618858,0.17764630974522788,0
29.630795677328607,0.13550047501192353,1
27.828190657430497,0.05700402546034411,1
27.49926336354553,0.03904333561837348,1
28.178075905958515,0.05823667083575401,0
20.97154111331691,0.02902046610179809,0
22.22618143909097,-0.047556664614631934,0
21.022582531595226,-0.13178172017259726,0
20.640385946514307,-0.108985576023656,0
18.443075284331172,-0.06542863854653548,1
18.029949940459744,0.09849970845419877,1
17.77453904853629,0.15662089614417596,0
17.75913036032934,0.1805880157879756,1
18.89200066982739,0.23289430089923255,1
16.85596897350981,0.1938630133359993,0
16.43903175848917,0.160980668429346,1
16.289187371129106,0.12336692143031767,0
26.36142655977246,0.12625613980199546,0
23.5180218814308,0.09067777347249263,1
22.27543432637408,0.07783405358983941,0
18.921429054368936,0.06203469308994159,0
18.61680868381536,0.08024242127106618,0
17.202181312156945,0.06881273874401472,0
16.52774150659339,0.07276303079814284,1
15.901475972855765,0.0605666422619322,0
16.360571372737304,-0.03411377132721327,1
14.799968119111641,-0.003013091751000729,0
14.428757218865249,0.007005956479360975,1
14.084061382922178,0.029581846751199237,0
14.132824171475525,0.04921625113934169,0
13.34574201489194,0.03825492998095115,1
12.614880012350055,0.05172719668613013,0
11.936222438561153,0.0484992841704468,1
12.060965966298456,0.0846987068671865,0
11.728211985074987,0.07733058353642264,0
10.551203324066408,-0.037168028456505915,0
11.592449135621324,-0.004310280983958137,0
12.559320246350902,0.007219187602032663,0
12.074671102857986,0.002255794306421421,0
11.624639755328849,0.006299028708184551,1
11.206753504051797,0.010017843220509805,0
10.894874503855425,0.02404070627056853,1
10.965592863192587,0.04285771744895328,1
11.471529205555123,0.06943013003984788,0
11.941327237748927,0.07394393191543712,0
12.816823244868123,0.07814985831404897,1
13.6297838229074,0.07266457982714769,0
15.187370909879636,0.06406546134567748,0
16.633701776353846,0.05271949072155735,0
17.047087438593024,0.041259209393615486,1
13.647362654291616,-0.05937556254858122,1
12.703805468948413,-0.041197294957640906,0
19.612686809556244,0.06274715405439224,1
21.5913002090508,0.15582042757469594,0
23.42858408001002,0.24538621995904464,0
24.812100966834027,0.2935329607160213,1
29.967589134721035,0.4436799919469081,1
31.34619330779241,0.4375541252802577,0
32.62632575421583,0.4230473103599763,0
32.74811854588482,0.4161843280544133,0
19.198150644333147,-0.1874557933959977,0
14.166002276412605,0.06635131947479067,1
13.786046332060563,0.07674353461939631,1
12.916829735310724,0.10421059682659006,1
13.554546592099767,0.17124704945547364,0
14.14671224483238,0.1948408172316931,1
16.677219901394473,0.252936323649692,1
24.034625244078974,0.3793532015095025,0
24.433777777973873,0.3671659246579111,0
24.80441941659055,0.3402430245924961,0
24.33503920954046,0.3106636093045836,0
23.89918616013681,0.2654168359564437,1
23.085019319478427,0.2165103130335524,1
22.225102817930544,0.16493463663729813,1
21.386482110013713,0.13543830961705794,1
21.2785551900486,0.11386364032782124,0
21.178337335795323,0.09449580349021858,0
20.594244309146546,0.060957060129226186,1
19.582386587333122,0.031672475444622705,0
18.642804417077798,0.00155164240521799,0
25.380583426642843,-0.23861531662586802,1
22.66283896773444,-0.13532989786270375,0
21.318524807058505,-0.09331999406211366,0
20.07023308643088,-0.04870552330271494,0
18.85586140719128,-0.010536825017112506,1
17.7821959635366,0.02780711649523937,0
16.7852209087144,0.0540932392585205,0
28.047482860480557,-0.04817639738146795,0
25.182504638209327,0.038522479356231536,0
25.182504638209327,0.038522479356231536,1
22.225217024745675,0.1896293242305376,0
21.40025334139247,0.20410365901540214,0
20.250489922857888,0.20584891528389448,1
19.182852462790045,0.21152674575094466,1
18.512652009814406,0.2269988632152149,0
18.068313226042694,0.23257107149584044,1
17.981200619141127,0.23418957531265505,1
18.19813323954607,0.2500452101110397,1
25.539220006270078,0.4171703530725495,1
26.142946115175576,0.3862044937837936,0
26.186910541257912,0.3424731753056278,1
25.63961220031826,0.28585439547961755,1
26.037022757697468,0.25111569541053314,0
25.60473829445279,0.2188186964293664,1
