sma50_current,macd_12_26_current,class
243.18,-0.10579493543761488,1
243.182,0.12682504136861894,1
243.19,0.1905253506889153,0
243.2,0.2345323651046556,1
243.21,0.2591456587062737,1
243.226,0.2908785881535607,0
243.23999999999995,0.3080925934912955,0
243.25399999999996,0.3199307683841539,0
243.264,0.3183861695091537,0
243.264,0.2775441674219508,1
243.264,0.2411417992104248,1
243.278,0.22087050537811592,1
243.28,0.18179074091452208,0
243.276,0.05884000098657794,1
243.268,0.0038309321667497898,1
243.266,-0.03149576330866921,1
243.272,-0.019570723288950376,1
243.28400000000002,-0.0021188470064146263,1
243.29999999999995,0.008904161459867055,0
243.308,0.010205171747799113,1
243.318,0.018729063130194845,0
243.32799999999997,0.028469605969064563,1
243.342,0.034647093511495086,0
243.4,-0.006461932966459472,0
243.422,-0.07566565891602295,1
243.442,-0.06050809276126756,0
243.46599999999998,-0.05105932405547264,1
243.52000000000004,-0.007833523616511684,1
243.596,-0.03882043863879403,0
243.596,-0.022322784941934515,1
243.59600000000003,-0.02013872107414727,1
243.594,0.0015673193133807215,1
243.592,0.016516134571872954,0
243.864,0.7297572968053885,1
243.898,0.7196259668604057,0
243.926,0.6831804288678427,0
244.12800000000004,0.17764630974522788,0
244.164,0.13550047501192353,1
244.22800000000004,0.05700402546034411,1
244.272,0.03904333561837348,1
244.4,0.05823667083575401,0
245.924,0.02902046610179809,0
245.93,-0.047556664614631934,0
245.98999999999995,-0.13178172017259726,0
246.002,-0.108985576023656,0
246.05000000000004,-0.06542863854653548,1
246.108,0.09849970845419877,1
246.122,0.15662089614417596,0
246.13,0.1805880157879756,1
246.198,0.23289430089923255,1
246.214,0.1938630133359993,0
246.212,0.160980668429346,1
246.21599999999998,0.12336692143031767,0
243.768,0.12625613980199546,0
243.694,0.09067777347249263,1
243.67,0.07783405358983941,0
243.582,0.06203469308994159,0
243.55599999999998,0.08024242127106618,0
243.498,0.06881273874401472,0
243.466,0.07276303079814284,1
243.44000000000003,0.0605666422619322,0
243.288,-0.03411377132721327,1
243.25600000000003,-0.003013091751000729,0
243.25800000000004,0.007005956479360975,1
243.26800000000003,0.029581846751199237,0
243.306,0.04921625113934169,0
243.32,0.03825492998095115,1
243.34,0.05172719668613013,0
243.356,0.0484992841704468,1
243.376,0.0846987068671865,0
243.39,0.07733058353642264,0
243.456,-0.037168028456505915,0
243.47599999999997,-0.004310280983958137,0
243.484,0.007219187602032663,0
243.486,0.002255794306421421,0
243.488,0.006299028708184551,1
243.492,0.010017843220509805,0
243.498,0.02404070627056853,1
243.504,0.04285771744895328,1
243.51,0.06943013003984788,0
243.518,0.07394393191543712,0
243.52599999999998,0.07814985831404897,1
243.534,0.07266457982714769,0
243.54000000000005,0.06406546134567748,0
243.53600000000003,0.05271949072155735,0
243.548,0.041259209393615486,1
243.524,-0.05937556254858122,1
243.522,-0.041197294957640906,0
243.45,0.06274715405439224,1
243.474,0.15582042757469594,0
243.504,0.24538621995904464,0
243.528,0.2935329607160213,1
243.616,0.4436799919469081,1
243.63,0.4375541252802577,0
243.644,0.4230473103599763,0
243.658,0.4161843280544133,0
243.50600000000003,-0.1874557933959977,0
243.51799999999997,0.06635131947479067,1
243.522,0.07674353461939631,1
243.52599999999998,0.10421059682659006,1
243.53800000000004,0.17124704945547364,0
243.548,0.1948408172316931,1
243.582,0.252936323649692,1
243.69,0.3793532015095025,0
243.71599999999998,0.3671659246579111,0
243.73799999999997,0.3402430245924961,0
243.75799999999995,0.3106636093045836,0
243.79,0.2654168359564437,1
243.814,0.2165103130335524,1
243.814,0.16493463663729813,1
243.808,0.13543830961705794,1
243.8,0.11386364032782124,0
243.79999999999995,0.09449580349021858,0
243.794,0.060957060129226186,1
243.778,0.031672475444622705,0
243.76400000000004,0.00155164240521799,0
243.78600000000003,-0.23861531662586802,1
243.81600000000003,-0.13532989786270375,0
243.82599999999996,-0.09331999406211366,0
243.83,-0.04870552330271494,0
243.842,-0.010536825017112506,1
243.854,0.02780711649523937,0
243.862,0.0540932392585205,0
243.51000000000005,-0.04817639738146795,0
243.484,0.038522479356231536,0
243.484,0.038522479356231536,1
243.43600000000004,0.1896293242305376,0
243.426,0.20410365901540214,0
243.414,0.20584891528389448,1
243.404,0.21152674575094466,1
243.406,0.2269988632152149,0
243.41599999999997,0.23257107149584044,1
243.426,0.23418957531265505,1
243.44200000000004,0.2500452101110397,1
243.56600000000003,0.4171703530725495,1
243.612,0.3862044937837936,0
243.624,0.3424731753056278,1
243.634,0.28585439547961755,1
243.662,0.25111569541053314,0
243.672,0.2188186964293664,1
