ema100_previous,cci20_current,class
243.196788730931,-5.2461893588155135,1
243.1984617360954,99.64844030261105,1
243.2059823509734,110.09598665324188,0
243.21960454887298,118.13748784129135,1
243.23295700028004,102.77251972195542,1
243.24344502462958,101.60461917177555,0
243.2576857613686,100.3399432682205,0
243.26904448124196,89.68626710730992,0
243.28048818799888,68.27101198753904,0
243.28941517665172,32.394986720875075,1
243.29067523904556,17.376334972152776,1
243.29510120075506,56.60882274233385,1
243.31832599968052,46.12032989732397,0
243.33423429927083,-21.389936685779873,1
243.34333429981152,-22.542948732960976,1
243.3461699534798,-20.4578161690408,1
243.3498359170736,-5.570503072135273,1
243.3580095074276,22.473355404484664,1
243.36831135455623,35.34707220893523,0
243.38131913882043,21.45386919838161,1
243.38917921106997,12.885520981862042,0
243.3982440122856,17.67550166287405,1
243.40743922451642,4.125630396320813,0
243.4280617262874,-2.0737227803129046,0
243.4261872955911,-25.677066905842857,1
243.42857866939048,-2.338440862321084,0
243.43290288727312,10.547870455276616,1
243.44520989795586,12.258992914290946,1
243.4523268108566,-14.242332073244302,0
243.45160054841358,0.9703462195385196,1
243.4551589754741,10.238648264406,1
243.4563568285833,19.323507012039247,1
243.4621111819273,22.83960877370644,0
243.79891034944708,109.76007684580786,1
243.82994300544357,129.27469851050364,0
243.8701414176561,116.8335175603984,0
244.06698771434986,41.128358894923416,0
244.10478228197974,5.13969696346237,1
244.1605821420248,-40.87334261773007,1
244.18798273851326,-17.44594112402482,1
244.29215725348308,33.85398713794782,0
245.8291511277565,-20.739605309821133,0
245.8574713615745,-9.215831673515432,0
245.85604198450312,25.89207121538188,0
245.86638279248183,4.899010655049458,0
245.87607307843425,10.991475998205106,1
245.9107613532351,36.012724055309526,1
245.92862768583853,26.147137271377325,0
245.94552040561916,27.29378253288497,1
246.02046517632968,29.7656349240886,1
246.04163667268475,14.143147764342453,0
246.05245192054863,2.0851578464506475,1
246.0590926090496,-7.261784423761567,0
244.254322216065,4.780772878864045,0
244.18481345280463,6.085607295325249,1
244.15737520939186,7.188800424040278,0
244.0854531053185,2.1009215482277104,0
244.06549234972576,13.61464718202567,0
244.03414825579983,0.20043701683465748,0
244.01353315183098,7.924009113693473,1
243.9979064878408,7.531457996277207,0
243.88286031894748,-10.411599856539748,1
243.85491179066432,10.140571851998343,0
243.845215351992,8.22626594311218,1
243.83385144982952,9.765658378716743,0
243.82283330127632,14.775753384074203,0
243.8146333559607,2.1417909680533183,1
243.8006551917408,9.911069303424178,0
243.79444397705845,9.208627722924962,1
243.78315571256888,18.145792771847308,0
243.7786513961876,5.850694705330643,0
243.62661089167355,9.652149004273683,0
243.62229653862755,20.26930105213196,0
243.61775770628597,13.115409356906445,0
243.61163846582176,0.833927506682864,0
243.6013700903672,0.939608246004676,1
243.59390507115882,3.1367038261502755,0
243.58436189078486,3.4611657206133217,1
243.57971296384312,5.674975250800742,1
243.57682638085092,11.796352820485128,0
243.57659697999665,10.130429276936669,0
243.5737720996549,11.943945899210016,1
243.57224280565552,9.425589734790103,0
243.570433882676,12.83912261043683,0
243.5689706919833,7.65208519321725,0
243.56312693721958,-3.198362438428628,1
243.45556562196705,3.243530777866139,1
243.45396621440563,3.8957750319798015,0
243.42345827477791,53.23339883118257,1
243.43766415086878,81.26922607053814,0
243.4630392727289,74.21045323853883,0
243.49156240093876,63.40041732585371,1
243.57290930380054,72.71933333719154,1
243.60340637005638,53.48038510436458,0
243.62673911589187,47.84670512663989,0
243.64929991512696,33.988418858753775,0
243.51850261103328,-0.8910111586722304,0
243.49592542280257,12.392035230359134,1
243.49600610749957,13.509100802101527,1
243.49317526037171,25.668331938763128,1
243.4978906238292,47.22420794620932,0
243.512602790038,42.381220758079394,1
243.5410269315197,48.90305073382071,1
243.6277891318433,57.30386052527028,0
243.64952012843827,40.55640701603382,0
243.669460434308,30.855470731062226,0
243.68349592644898,23.595819521913274,0
243.6978733121113,16.19296836541758,1
243.7087461509301,4.502136624000659,1
243.7275116317107,7.772618861589832,1
243.73903722122918,2.7048614745744044,1
243.7509544053113,10.71052978113523,0
243.765235627629,9.698608741341415,0
243.78152416351418,0.6776176913504856,1
243.79321984606514,-8.931676518642751,0
243.8037541948537,-9.510773940587145,0
243.73284957923732,-9.49549615052686,1
243.73156148672714,4.75144124788355,0
243.73551672689067,10.296391239332738,0
243.73741344744647,11.884766391672391,0
243.74156271922902,13.592463685693614,1
243.74562982721366,21.434841484245624,0
243.751906508456,19.8635981471046,0
243.52681253462097,11.257494564432543,0
243.5216854810329,27.25157464553147,0
243.5216854810329,27.25157464553147,1
243.518438813644,41.91020903772641,0
243.51986470045483,34.01671443472049,0
243.52095243985409,17.0666316563346,1
243.51817896966287,19.222055811979352,1
243.51608024373226,29.773144487819053,0
243.52516221137554,29.379781247449113,1
243.5310351816962,35.21259547724794,1
243.5412513498301,40.734461919147456,1
243.65359815238145,53.98320106426594,1
243.70239291611657,38.219495655535404,0
243.72574573034674,21.17743824044208,1
243.74269551855275,7.177210102232031,1
243.7791260172029,20.735353093439898,0
243.79482958383943,11.970500309451449,1
