sma20_previous,rsi14_previous,class
242.89,-18.500407777050388,1
242.925,22.277730058028173,1
242.94,18.323516316432432,0
242.965,24.76988694583753,1
243.01000000000005,24.76988694583753,1
243.045,20.836230548135052,0
243.09,25.061974356347164,0
243.13,21.160900258450692,0
243.175,21.160900258450692,0
243.23,16.63657763603696,1
243.28,2.0195353174736543,1
243.345,6.891463635604608,1
243.455,10.70939285789956,0
243.59,-3.2624860165443152,1
243.65,5.487411210615363,1
243.635,-3.6859918027169267,1
243.635,1.4764203268832716,1
243.63,9.80194180284569,1
243.63,13.201650031964023,0
243.64,16.27345156714425,1
243.63,7.283662721075642,0
243.63,11.054133230035717,1
243.63,11.054133230035717,0
243.615,-5.936793576603848,0
243.58,-17.166401136642552,1
243.58,-1.8018360413373105,0
243.58,3.879108784747871,1
243.61000000000004,9.435306228375024,1
243.50999999999996,-11.488438602341231,0
243.49499999999995,-11.488438602341231,1
243.49999999999997,6.330362858200742,1
243.5,-1.4717048687383991,1
243.51,11.475843209984506,0
244.235,15.14059670309007,1
244.305,13.221505730246008,0
244.39500000000004,18.43960836214133,0
245.085,14.34111631089749,0
245.21,17.25881243782385,1
245.40000000000003,5.905346588094147,1
245.4650000000001,8.048925420453926,1
245.33,18.768620519672453,0
246.36,-0.8428364144832301,0
246.335,0.911012377284422,0
246.05,12.641082726109602,0
246.04,9.801070102429053,0
245.925,0.9916716784941996,1
245.94000000000003,14.416792227493048,1
245.965,14.416792227493048,0
245.99,14.416792227493048,1
246.08,19.221440772531565,1
246.14,1.8709722321077609,0
246.195,5.405951629219104,1
246.245,-2.5038297766230784,0
243.215,-6.150531008400961,0
243.26000000000005,-5.600105261462119,1
243.27500000000003,-5.600105261462119,0
243.345,-1.1787977486342385,0
243.385,3.306361955186631,0
243.445,6.4456307818778384,0
243.445,-2.762020923949265,1
243.45,5.9699577150342416,0
243.445,-12.486775411882064,1
243.46,6.856219078603374,0
243.47000000000003,6.856219078603374,1
243.46000000000004,6.856219078603374,0
243.48,10.721733542434123,0
243.505,14.178119011846904,1
243.51,-0.03684619839033587,0
243.525,11.691889745498088,1
243.53500000000003,3.2774596066687,0
243.555,13.264134705584324,0
243.48999999999995,-2.718588666353128,0
243.52,13.165260463896034,0
243.545,13.165260463896034,0
243.55,8.797373830786142,0
243.545,-0.6103819943709112,1
243.545,4.04546886116195,0
243.5300000000001,4.04546886116195,1
243.53500000000008,4.04546886116195,1
243.53000000000003,9.105602555029165,0
243.54000000000005,13.440854767851606,0
243.53000000000003,7.7325750963479996,1
243.535,7.7325750963479996,0
243.545,7.7325750963479996,0
243.555,7.7325750963479996,0
243.59,0.05464813789346579,1
243.45,-3.859525899504817,1
243.44,4.479630263448527,0
243.295,24.075709840091942,1
243.335,14.870054547444001,0
243.4,21.847498941927253,0
243.485,24.066345659842824,1
243.67,24.99650351135679,1
243.74,20.89329138579868,0
243.795,14.265025644511836,0
243.84500000000003,14.265025644511836,0
243.51,-0.5454863517553861,0
243.17,-3.324890305382766,1
243.205,2.909462573438901,1
243.215,-0.23818501028578964,1
243.235,8.252658882880041,0
243.285,16.40549302351181,1
243.49,14.214068076582675,1
243.74,19.886834504894253,0
243.805,19.886834504894253,0
243.86000000000004,17.170004990813286,0
243.90000000000003,11.31837219125427,0
243.95000000000005,11.31837219125427,1
243.99,7.925117668432094,1
244.07,7.332991651174751,1
244.105,7.332991651174751,1
244.14999999999995,7.332991651174751,0
244.19,10.673170498435098,0
244.23999999999995,13.730899528751936,1
244.265,5.357636294818363,0
244.27,5.357636294818363,0
243.79,-16.133402973734732,1
243.74999999999997,-1.2465530181078464,0
243.735,9.36253235347283,0
243.715,3.7889043781124334,0
243.695,8.74183825941924,1
243.67,8.74183825941924,0
243.66,13.303380404559007,0
243.09500000000003,-1.5354069851347134,0
243.08,8.92272293346524,0
243.08,8.92272293346524,1
243.14499999999992,18.62249972232605,0
243.19499999999996,11.949982401766976,0
243.23999999999995,11.949982401766976,1
243.29,8.08071200286345,1
243.32,8.08071200286345,0
243.39500000000004,13.165609045334008,1
243.425,15.957350925430362,1
243.485,18.526293204782466,1
243.835,32.469328302472526,1
243.97000000000003,19.36181058648505,0
244.04500000000007,19.36181058648505,1
244.08500000000004,9.53922653204694,1
244.19,18.119227408984532,0
244.225,9.22750320370183,1
