sma50_previous,adi14_previous,class
243.188,29.49350703497163,1
243.18000000000004,27.33001566438905,1
243.182,28.138500306321497,0
243.19,28.88923604525876,1
243.2,29.839196304385656,1
243.21,30.127138022428827,0
243.226,30.39451247489746,0
243.23999999999995,30.64278875218976,0
243.25399999999996,29.65413273155519,0
243.264,28.7360949981088,1
243.264,26.808864225706376,1
243.266,23.357547893495926,1
243.28,24.263916931273553,0
243.278,23.099130809294962,1
243.272,20.347613516425785,1
243.266,17.624687130911788,1
243.266,16.909175483037668,1
243.272,16.711535284196447,1
243.28400000000002,17.33874074742248,0
243.29999999999995,18.274806785425405,1
243.308,18.52174525658243,0
243.318,18.167628804815713,1
243.32799999999997,17.838806385318048,0
243.38800000000003,14.047811285716715,0
243.41000000000003,12.590495292347144,1
243.422,11.723718980900244,0
243.442,11.781263603796566,1
243.50000000000003,11.993563461893716,1
243.598,10.348523684005812,0
243.596,9.84139887985757,1
243.596,9.479940862592802,1
243.59600000000003,9.669916171077272,1
243.594,9.846321814670004,0
243.83599999999998,36.52739609974017,1
243.864,36.066683634769795,0
243.898,35.901222962108825,0
244.086,30.784253475909622,0
244.12800000000004,30.407514357618858,1
244.19600000000003,28.696111592936987,1
244.22800000000004,27.828190657430497,1
244.362,27.777909474020287,0
245.93000000000004,20.94931758949373,0
245.924,21.726828807740823,0
245.972,20.850100747130746,0
245.98999999999995,21.022582531595226,0
246.03,18.96465301825261,1
246.088,17.64296552108821,1
246.108,18.029949940459744,0
246.122,17.774539048536305,1
246.188,19.521597386233346,1
246.20999999999995,17.83628053099605,0
246.214,16.85596897350981,1
246.212,16.43903175848917,0
243.8,27.351905880629463,0
243.72,24.396514368889193,1
243.694,23.5180218814308,0
243.61,20.313481744341985,0
243.582,18.921429054368943,0
243.53000000000003,18.333946911158463,0
243.498,17.202181312156974,1
243.466,16.527741506593383,0
243.308,16.255569177702306,1
243.264,15.199733703992365,0
243.25600000000003,14.799968119111641,1
243.25800000000004,14.428757218865249,0
243.26800000000003,14.084061382922178,0
243.306,14.132824171475516,1
243.32,13.345742014891947,0
243.34,12.614880012350055,1
243.356,11.936222438561153,0
243.376,12.060965966298456,0
243.434,10.508742724530194,0
243.456,10.551203324066408,0
243.47599999999997,11.592449135621335,0
243.484,12.559320246350902,0
243.486,12.074671102857986,1
243.488,11.62463975532885,0
243.496,10.818716270723105,1
243.498,10.894874503855435,1
243.504,10.965592863192592,0
243.51,11.471529205555143,0
243.518,11.941327237748899,1
243.52599999999998,12.816823244868123,0
243.534,13.62978382290741,0
243.54000000000005,15.187370909879633,0
243.54200000000003,17.210901329108648,1
243.52,14.66350116158429,1
243.524,13.647362654291612,0
243.44,18.43783559312172,1
243.45,19.612686809556244,0
243.474,21.5913002090508,0
243.504,23.42858408001002,1
243.588,28.103873545614746,1
243.616,29.967589134721035,0
243.63,31.34619330779241,0
243.644,32.62632575421583,0
243.506,20.223506211936744,0
243.508,14.575185601099449,1
243.51799999999997,14.166002276412636,1
243.522,13.78604633206057,1
243.52599999999998,12.916829735310811,0
243.53800000000004,13.554546592099786,1
243.56600000000003,15.423272252521436,1
243.66,22.18564036177448,0
243.69,24.034625244078985,0
243.71599999999998,24.433777777973873,0
243.73799999999997,24.804419416590573,0
243.75799999999995,24.335039209540483,1
243.79,23.89918616013681,1
243.81,22.6391366890462,1
243.814,22.225102817930544,1
243.808,21.3864821100137,0
243.8,21.278555190048625,0
243.79999999999995,21.17833733579531,1
243.794,20.594244309146553,0
243.778,19.582386587333122,0
243.762,26.633500708305892,1
243.80200000000005,24.21716023652717,0
243.81600000000003,22.662838967734423,0
243.82599999999996,21.31852480705852,0
243.83,20.07023308643088,1
243.842,18.85586140719128,0
243.854,17.7821959635366,0
243.532,29.25380614078433,0
243.5,26.561938597080665,0
243.5,26.561938597080665,1
243.45,22.64447630571141,0
243.43600000000004,22.225217024745675,0
243.426,21.40025334139247,1
243.414,20.250489922857888,1
243.404,19.182852462790052,0
243.408,18.491834369966604,1
243.41599999999997,18.068313226042694,1
243.426,17.981200619141127,1
243.53800000000004,24.98727059245132,1
243.59000000000003,25.77062932335507,0
243.612,26.14294611517559,1
243.624,26.186910541257912,1
243.65000000000003,25.845676933774147,0
243.662,26.037022757697486,1
