sma100_current,sma100_previous,class
243.29500000000004,243.301,1
243.296,243.291,1
243.302,243.296,0
243.308,243.302,1
243.312,243.308,1
243.31600000000003,243.312,0
243.318,243.31600000000003,0
243.32100000000003,243.318,0
243.323,243.32100000000003,0
243.32000000000005,243.323,1
243.31700000000004,243.32000000000005,1
243.31800000000004,243.31400000000005,1
243.321,243.31900000000005,0
243.318,243.31800000000004,1
243.321,243.32,1
243.324,243.322,1
243.32800000000003,243.324,1
243.33300000000003,243.32800000000003,1
243.341,243.33300000000003,0
243.34600000000003,243.341,1
243.34900000000002,243.34600000000003,0
243.353,243.34900000000002,1
243.357,243.353,0
243.366,243.36300000000003,0
243.372,243.36900000000003,1
243.375,243.372,0
243.377,243.375,1
243.378,243.377,1
243.38600000000002,243.38500000000008,0
243.38800000000003,243.38600000000002,1
243.389,243.38800000000003,1
243.392,243.389,1
243.396,243.392,0
243.568,243.551,1
243.59099999999995,243.568,0
243.61299999999997,243.59099999999995,0
243.75,243.72600000000003,0
243.76999999999995,243.75,1
243.81399999999996,243.792,1
243.838,243.81399999999996,1
243.921,243.89200000000002,0
245.595,245.59000000000003,0
245.641,245.627,0
245.68400000000003,245.679,0
245.689,245.68400000000003,0
245.715,245.703,1
245.768,245.748,1
245.786,245.768,0
245.801,245.786,1
245.87,245.854,1
245.893,245.881,0
245.90500000000003,245.893,1
245.915,245.90500000000003,0
244.886,244.915,0
244.799,244.831,1
244.766,244.799,0
244.67400000000006,244.701,0
244.6490000000001,244.67400000000006,0
244.59900000000005,244.62500000000003,0
244.57500000000005,244.59900000000005,1
244.548,244.57500000000005,0
244.396,244.41600000000003,1
244.365,244.38,0
244.344,244.365,1
244.317,244.344,0
244.292,244.317,0
244.267,244.292,1
244.247,244.267,0
244.223,244.247,1
244.201,244.223,0
244.176,244.201,0
243.892,243.917,0
243.866,243.892,0
243.84099999999998,243.866,0
243.815,243.84099999999998,0
243.791,243.815,1
243.769,243.791,0
243.743,243.75899999999996,1
243.72599999999997,243.743,1
243.711,243.72599999999997,0
243.69400000000002,243.711,0
243.681,243.69400000000002,1
243.667,243.681,0
243.654,243.667,0
243.643,243.654,0
243.62099999999995,243.631,1
243.406,243.414,1
243.393,243.406,0
243.42999999999995,243.421,1
243.44400000000002,243.42999999999995,0
243.457,243.44400000000002,0
243.47100000000003,243.457,1
243.525,243.505,1
243.543,243.525,0
243.56,243.543,0
243.571,243.56,0
243.529,243.529,0
243.51800000000003,243.518,1
243.51500000000004,243.51800000000003,1
243.51700000000002,243.51500000000004,1
243.52599999999998,243.51700000000002,0
243.53200000000004,243.52599999999998,1
243.552,243.54500000000004,1
243.589,243.581,0
243.59900000000002,243.589,0
243.604,243.59900000000002,0
243.611,243.604,0
243.614,243.611,1
243.618,243.614,1
243.63200000000003,243.625,1
243.641,243.63200000000003,1
243.65200000000004,243.641,0
243.664,243.65200000000004,0
243.67500000000004,243.664,1
243.683,243.67500000000004,0
243.69,243.683,0
243.66600000000003,243.66600000000003,1
243.66800000000003,243.66600000000003,0
243.67000000000004,243.66800000000003,0
243.67300000000003,243.67000000000004,0
243.676,243.67300000000003,1
243.68,243.676,0
243.68400000000003,243.68,0
243.65,243.64499999999995,0
243.647,243.657,0
243.647,243.657,1
243.618,243.62500000000003,0
243.61000000000004,243.618,0
243.59600000000003,243.61000000000004,1
243.584,243.59600000000003,1
243.578,243.584,0
243.56600000000003,243.571,1
243.569,243.56600000000003,1
243.576,243.569,1
243.646,243.63100000000003,1
243.687,243.669,0
243.705,243.687,1
243.718,243.705,1
243.74400000000009,243.733,0
243.7510000000001,243.74400000000009,1
