ema10_previous,macd_12_26_current,class
242.71412565586436,-0.10579493543761488,1
243.10379487591626,0.12682504136861894,1
243.19277496110772,0.1905253506889153,0
243.33424129512343,0.2345323651046556,1
243.44716267918275,0.2591456587062737,1
243.52137108432208,0.2908785881535607,0
243.62409828516158,0.3080925934912955,0
243.6871421966221,0.3199307683841539,0
243.7330759820916,0.3183861695091537,0
243.74682875538662,0.2775441674219508,1
243.68094518336272,0.2411417992104248,1
243.60163179988075,0.22087050537811592,1
243.68057527488227,0.18179074091452208,0
243.61577470198813,0.05884000098657794,1
243.58592895177216,0.0038309321667497898,1
243.52446483548383,-0.03149576330866921,1
243.5200166835776,-0.019570723288950376,1
243.5442695279754,-0.0021188470064146263,1
243.5935897757516,0.008904161459867055,0
243.65212452393232,0.010205171747799113,1
243.66365295426186,0.018729063130194845,0
243.69973851948325,0.028469605969064563,1
243.72643927452896,0.034647093511495086,0
243.59084244749508,-0.006461932966459472,0
243.4495929163659,-0.07566565891602295,1
243.45028644571119,-0.06050809276126756,0
243.47468329362832,-0.05105932405547264,1
243.55561245998678,-0.007833523616511684,1
243.47623816563598,-0.03882043863879403,0
243.45672908434034,-0.022322784941934515,1
243.48277834173297,-0.02013872107414727,1
243.48026195569247,0.0015673193133807215,1
243.52021432738465,0.016516134571872954,0
245.53321954948075,0.7297572968053885,1
245.50810452669404,0.7196259668604057,0
245.5659307410485,0.6831804288678427,0
245.12991604518257,0.17764630974522788,0
245.22668104841838,0.13550047501192353,1
245.2078806496128,0.05700402546034411,1
245.2036240059114,0.03904333561837348,1
245.4310849109149,0.05823667083575401,0
246.41865419052056,0.02902046610179809,0
246.1997872983417,-0.047556664614631934,0
245.7362154839397,-0.13178172017259726,0
245.83872175958703,-0.108985576023656,0
245.87685030515075,-0.06542863854653548,1
246.11325995708577,0.09849970845419877,1
246.2231095049664,0.15662089614417596,0
246.29604361787418,0.1805880157879756,1
246.56493715452262,0.23289430089923255,1
246.50711977555991,0.1938630133359993,0
246.49611484768258,0.160980668429346,1
246.4338043895158,0.12336692143031767,0
243.3711712438205,0.12625613980199546,0
243.42963990254498,0.09067777347249263,1
243.40324521285584,0.07783405358983941,0
243.41424973454428,0.06203469308994159,0
243.4354882885344,0.08024242127106618,0
243.52246127515772,0.06881273874401472,0
243.50019558876545,0.07276303079814284,1
243.512694248719,0.0605666422619322,0
243.39151836631362,-0.03411377132721327,1
243.40656829370056,-0.003013091751000729,0
243.4473852914805,0.007005956479360975,1
243.4751334203021,0.029581846751199237,0
243.52166584960904,0.04921625113934169,0
243.57509585708831,0.03825492998095115,1
243.5614420648904,0.05172719668613013,0
243.6217590248139,0.0484992841704468,1
243.6262742334359,0.0846987068671865,0
243.69580914285018,0.07733058353642264,0
243.34542740393653,-0.037168028456505915,0
243.4252531685399,-0.004310280983958137,0
243.49903655271262,0.007219187602032663,0
243.54122295794483,0.002255794306421421,0
243.53372787468217,0.006299028708184551,1
243.55424874696445,0.010017843220509805,0
243.5899098431678,0.02404070627056853,1
243.6058634087236,0.04285771744895328,1
243.63145054754384,0.06943013003984788,0
243.67339109580487,0.07394393191543712,0
243.67540528006856,0.07814985831404897,1
243.6770532490116,0.07266457982714769,0
243.6812253855549,0.06406546134567748,0
243.69028654845218,0.05271949072155735,0
243.66043975557545,0.041259209393615486,1
243.3488013138351,-0.05937556254858122,1
243.37911578236424,-0.041197294957640906,0
243.31544699070977,0.06274715405439224,1
243.45403016580346,0.15582042757469594,0
243.68373967573535,0.24538621995904464,0
243.90804745658886,0.2935329607160213,1
244.35995771947742,0.4436799919469081,1
244.48232238160404,0.4375541252802577,0
244.5391886620677,0.4230473103599763,0
244.58006802217602,0.4161843280544133,0
243.21175779073772,-0.1874557933959977,0
243.3753495895052,0.06635131947479067,1
243.39236570386976,0.07674353461939631,1
243.3965775560289,0.10421059682659006,1
243.46021666806632,0.17124704945547364,0
243.59348370013961,0.1948408172316931,1
243.77959338601846,0.252936323649692,1
244.30608611173585,0.3793532015095025,0
244.3934105803183,0.3671659246579111,0
244.435380861344,0.3402430245924961,0
244.41641375591598,0.3106636093045836,0
244.40654281174577,0.2654168359564437,1
244.3831085648328,0.2165103130335524,1
244.2876905629889,0.16493463663729813,1
244.2660992276292,0.13543830961705794,1
244.23713839633845,0.11386364032782124,0
244.24009638387054,0.09449580349021858,0
244.2635221719869,0.060957060129226186,1
244.24350129121933,0.031672475444622705,0
244.23276816722571,0.00155164240521799,0
243.39169214832455,-0.23861531662586802,1
243.4992596959261,-0.13532989786270375,0
243.58341676266312,-0.09331999406211366,0
243.63409072635716,-0.04870552330271494,0
243.69655685860582,-0.010536825017112506,1
243.750489310581,0.02780711649523937,0
243.8156214786961,0.0540932392585205,0
243.0938628480981,-0.04817639738146795,0
243.17940070676468,0.038522479356231536,0
243.17940070676468,0.038522479356231536,1
243.48602225867037,0.1896293242305376,0
243.54469389076928,0.20410365901540214,0
243.59834555003025,0.20584891528389448,1
243.60711775406742,0.21152674575094466,1
243.61711881023328,0.2269988632152149,0
243.71940587343246,0.23257107149584044,1
243.76636016075832,0.23418957531265505,1
243.8257829214331,0.2500452101110397,1
244.4744783595258,0.4171703530725495,1
244.5673149042939,0.3862044937837936,0
244.59302423718844,0.3424731753056278,1
244.55386609474056,0.28585439547961755,1
244.5544923880077,0.25111569541053314,0
244.53205045954988,0.2188186964293664,1
