ema20_previous,ema200_previous,class
242.80494008222905,243.18028035080428,1
242.9735719306936,243.1885337173301,1
243.02817124666146,243.1933459797288,0
243.10911759592483,243.2010954335464,1
243.18830584822425,243.209079250263,1
243.24745301310742,243.21583286519532,0
243.32299027329418,243.2251322735149,0
243.3803219293884,243.2328769176945,0
243.43368119754837,243.24054450073783,0
243.47541036069975,243.24714076454683,1
243.4831061194764,243.25021911142517,1
243.4959031496912,243.2582121099501,1
243.5896667964339,243.27440708951042,0
243.62481730125285,243.2898420512497,1
243.62870159974887,243.2985633976934,1
243.582892164194,243.30382540270813,1
243.57499767236592,243.307490484158,1
243.58541488616103,243.31357635472497,1
243.60585156366957,243.32044095829545,0
243.6368412400411,243.32760933844415,1
243.63988082045898,243.3325606057296,0
243.65513026612962,243.33861336749587,1
243.668927383641,243.34476163872287,0
243.61136159673583,243.3645936479768,0
243.5360683833497,243.36708943313937,1
243.53263329922112,243.36950207796414,0
243.5390491754857,243.37304147719482,1
243.5724850856665,243.3858355976397,1
243.496092165583,243.40058643874156,0
243.4824772213984,243.40151501920658,1
243.49515763676848,243.40442440981647,1
243.49561881421917,243.40646556233645,1
243.51805922863358,243.41063219057838,0
244.81806398135518,243.61502808479324,1
244.865743807797,243.63323011555946,0
244.9529290156389,243.6555426029863,0
245.1783164513054,243.7669883818001,0
245.25567103400329,243.78647319094304,1
245.29822466314442,243.81569136677163,1
245.30821094057927,243.83102294148858,1
245.34270306406464,243.89069443206319,0
246.39915846957436,245.16937120108838,0
246.28039620981326,245.221268953558,0
245.88114214902456,245.3142976184791,0
245.91805783334868,245.3294006245415,0
245.89144822143643,245.3628215401603,1
245.98850985045692,245.4044781685112,1
246.04466204697792,245.4212968492035,0
246.09546641525884,245.43794817983886,1
246.30929454768696,245.50779196801182,1
246.33322832528802,245.5331418154762,0
246.3559530000833,245.54581640464676,1
246.35597803129951,245.55606335685874,0
243.2851107520689,244.84953514904828,0
243.35144098069063,244.79956980428062,1
243.3510051490398,244.77997663331814,0
243.39164023291127,244.7292339831289,0
243.41386236904182,244.7143552881337,0
243.47282361897427,244.68815692543944,0
243.46588803621484,244.67238046061885,1
243.4801483739834,244.6596854409755,0
243.42995816325836,244.5701668429261,1
243.43941772418876,244.54258095555105,0
243.4576868138441,244.53071026543304,1
243.46826491104267,244.51864621974252,0
243.4962859986712,244.5076972391832,0
243.53264999060036,244.49754075668758,1
243.53102823747517,244.4845002590923,0
243.561107905178,244.4755090079956,1
243.56778745378688,244.46430570044043,0
243.6053778230587,244.4571333588858,0
243.43341967851242,244.34275097974185,0
243.47725870881715,244.33517016923562,0
243.51543482358952,244.3276647896797,0
243.53450022922726,244.31939480158763,0
243.52972672332132,244.30874984434516,1
243.53641941633828,244.2998287757349,0
243.5436316920596,244.2824062421525,1
243.55048787212868,244.2735915629912,1
243.56323935261327,244.2653924091177,0
243.5887635252758,244.25795839184812,0
243.5963819356714,244.24960332002442,1
243.60773809253936,244.2416428551354,0
243.61950048044707,244.2336058629061,0
243.63014264093502,244.22533736885697,0
243.63466389959882,244.206912047493,1
243.3919082094387,244.03533324343348,1
243.3992271261044,244.02673608962624,0
243.30149203616463,243.91534511552524,1
243.3799187624617,243.9138514134928,0
243.50593417329483,243.9176591704376,0
243.64494681463356,243.92357482495086,1
243.9569343878308,243.93922171625272,1
244.05805512794174,243.94607357889316,0
244.11651058343682,243.94971645322295,0
244.16791108290508,243.95254440031627,0
243.3085189720704,243.76985276004143,0
243.2692667032982,243.71240866033918,1
243.30165569150776,243.7060902707865,1
243.3139973557042,243.698528254014,1
243.35671059146011,243.69464949960042,0
243.4423777568309,243.69556811899145,1
243.61828912021068,243.6937768964984,1
243.98626163883515,243.71981376774227,0
244.06405391858522,243.7259243286216,0
244.12193806068558,243.7312905349166,0
244.15079849893291,243.7346132963731,0
244.179885863592,243.737591523634,1
244.19370365394352,243.73923362002532,1
244.20042475824815,243.73956739287001,1
244.21079869360514,243.74056688508657,1
244.22316017469691,243.7415564321067,0
244.24238041160982,243.74399836560193,0
244.27226949887117,243.74694381828903,1
244.27282553840038,243.7474027053993,0
244.26737754262746,243.74785702646872,0
243.6010388386833,243.68039544231635,1
243.60751389556057,243.67659891617447,0
243.6309064056638,243.67710871712399,0
243.64105947834895,243.6769298924438,0
243.6597694012546,243.67774787198908,1
243.67520965695155,243.67886918432689,0
243.7031665309972,243.6811301001497,0
243.07158298150074,243.5457242263327,0
243.110795002005,243.5421211103425,0
243.110795002005,243.5421211103425,1
243.2985766221217,243.54739633339383,0
243.35168511790573,243.5500049294603,0
243.3982478919212,243.55243183340087,1
243.4323400762957,243.55383956416782,1
243.45723430681159,243.55554475955554,0
243.54907212003056,243.5647780571777,1
243.5914204416193,243.5690480145738,1
243.6481860179817,243.57427050970742,1
244.11850550148483,243.6285425804848,1
244.2441792258726,243.65134221634617,0
244.3003834654829,243.6628061645771,1
244.3122491032734,243.6707037612065,1
244.36961512845642,243.68957198410823,0
244.38292331426982,243.69757533526607,1
