sma200_current,wpr14_previous,class
243.0855,-54.54545454545549,1
243.1065,-12.500000000000892,1
243.112,-23.529411764705984,0
243.1185,-5.8823529411760775,1
243.1245,-12.499999999999332,1
243.1325,-21.428571428572152,0
243.139,-7.142857142856707,0
243.1455,-14.285714285713414,0
243.152,-15.384615384614374,0
243.157,-23.07692307692375,1
243.1625,-46.15384615384532,1
243.178,-41.66666666666706,1
243.192,-50.000000000002366,0
243.209,-74.99999999999824,1
243.2205,-50.00000000000001,1
243.231,-74.99999999999824,1
243.238,-62.49999999999911,1
243.2445,-37.500000000000895,1
243.249,-24.99999999999823,0
243.253,-12.499999999999115,1
243.2575,-37.500000000000895,0
243.2625,-24.99999999999823,1
243.267,-24.99999999999823,0
243.289,-83.33333333333412,0
243.297,-77.77777777777601,1
243.301,-55.55555555555521,0
243.306,-44.4444444444448,1
243.3225,-14.285714285717187,1
243.3475,-57.14285714285656,0
243.3505,-57.14285714285656,1
243.354,-33.333333333334906,1
243.358,-50.0,1
243.3635,-16.666666666669823,0
243.5275,-57.81250000000021,1
243.5395,-59.375000000000135,0
243.5515,-53.125000000000036,0
243.5955,-59.2592592592593,0
243.598,-40.909090909091375,1
243.6045,-55.555555555556076,1
243.6125,-30.769230769231612,1
243.643,-11.76470588235235,0
244.593,-80.00000000000115,0
244.6505,-80.00000000000115,0
244.78800000000004,-5.5555555555552045,0
244.805,-23.80952380952355,0
244.8545,-38.095238095238216,1
244.909,-14.285714285714672,1
244.928,-14.285714285714672,0
244.946,-14.285714285714672,1
245.0145,-14.285714285713414,1
245.0415,-58.33333333333294,0
245.0535,-50.0,1
245.0655,-66.66666666666825,0
245.2155,-29.999999999998288,0
245.17050000000003,-54.54545454545431,1
245.158,-74.99999999999824,0
245.1265,-62.49999999999911,0
245.1195,-50.00000000000001,0
245.10050000000004,-37.500000000000895,0
245.094,-62.49999999999911,1
245.0875,-37.500000000000895,0
245.0315,-60.00000000000227,1
245.016,-20.0000000000017,0
245.007,-20.0000000000017,1
244.998,-20.0000000000017,0
244.98800000000003,-10.000000000002274,0
244.978,-0.0,1
244.971,-30.000000000001133,0
244.963,-0.0,1
244.958,-20.0000000000017,0
244.9515,-15.384615384614714,0
244.8865,-63.63636363636294,0
244.8795,-27.272727272725863,0
244.873,-27.272727272725863,0
244.865,-36.36363636363706,0
244.859,-54.54545454545431,1
244.8535,-45.45454545454569,0
244.841,-45.45454545454569,1
244.833,-45.45454545454569,1
244.824,-36.36363636363706,0
244.815,-27.272727272725863,0
244.807,-40.000000000000576,1
244.7985,-40.000000000000576,0
244.789,-57.14285714285889,0
244.779,-57.14285714285889,0
244.75800000000004,-66.66666666666825,1
244.566,-42.857142857141106,1
244.556,-28.57142857142741,0
244.4475,-0.0,1
244.44100000000003,-30.43478260869539,0
244.435,-30.000000000000192,0
244.428,-23.333333333333908,1
244.412,-13.333333333333526,1
244.406,-19.999999999999808,0
244.3975,-30.000000000000192,0
244.388,-30.000000000000192,0
244.13,-22.2222222222224,0
244.033,-33.333333333333336,1
244.0185,-23.07692307692375,1
244.00600000000003,-44.4444444444448,1
243.996,-14.285714285717187,0
243.9865,-9.09090909090862,1
243.966,-16.66666666666785,1
243.9405,-21.052631578947604,0
243.933,-21.052631578947604,0
243.92550000000003,-26.31578947368413,0
243.917,-36.84210526315718,0
243.9075,-41.1764705882349,1
243.897,-50.00000000000089,1
243.874,-61.53846153846187,1
243.8625,-61.53846153846187,1
243.8525,-61.53846153846187,0
243.841,-69.99999999999885,0
243.82800000000003,-59.999999999999424,1
243.815,-80.00000000000115,0
243.8035,-75.00000000000179,0
243.6735,-66.66666666666667,1
243.661,-41.66666666666706,0
243.6565,-24.999999999998817,0
243.652,-19.999999999998863,0
243.6485,-9.999999999999432,1
243.6455,-9.999999999999432,0
243.6405,-9.09090909090862,0
243.5285,-33.333333333333336,0
243.534,-13.333333333332574,0
243.534,-13.333333333332574,1
243.5445,-7.142857142856707,0
243.5475,-21.428571428572152,0
243.5505,-21.428571428572152,1
243.5545,-28.57142857142886,1
243.5605,-28.57142857142886,0
243.5685,-28.57142857142741,1
243.5715,-27.272727272725863,1
243.575,-18.18181818181724,1
243.6035,-30.76923076923127,1
243.61550000000003,-50.00000000000055,0
243.6205,-50.00000000000055,1
243.625,-61.538461538461455,1
243.6345,-50.000000000000604,0
243.64,-68.18181818181765,1
