ema200_current,sma200_previous,class
243.17811443537647,243.0835,1
243.1933459797288,243.101,1
243.2010954335464,243.1065,0
243.209079250263,243.112,1
243.21583286519532,243.1185,1
243.2251322735149,243.1245,0
243.2328769176945,243.1325,0
243.24054450073783,243.139,0
243.24714076454683,243.1455,0
243.25021911142517,243.152,1
243.2534225639321,243.157,1
243.26808485911803,243.17,1
243.28197290890552,243.1845,0
243.29364627052482,243.2035,1
243.30128581252617,243.215,1
243.307490484158,243.22550000000004,1
243.31357635472497,243.231,1
243.32044095829545,243.238,1
243.32760933844415,243.2445,0
243.3325606057296,243.249,1
243.33861336749587,243.253,0
243.34476163872287,243.2575,1
243.34969797230028,243.2625,0
243.36802615136082,243.2855,0
243.36950207796414,243.2935,1
243.37304147719482,243.297,0
243.37685713041512,243.301,1
243.3905189710545,243.3175,1
243.40151501920658,243.3445,0
243.40442440981647,243.3475,1
243.40646556233645,243.3505,1
243.41063219057838,243.354,1
243.4152245676712,243.358,0
243.63323011555946,243.5165,1
243.6555426029863,243.5275,0
243.6756430258617,243.5395,0
243.78647319094304,243.5915,0
243.80231183892272,243.5955,1
243.83102294148858,243.5995,1
243.8491264286509,243.6045,1
243.91028934954895,243.6315,0
245.18199677075197,244.579,0
245.236674674194,244.6355,0
245.3294006245415,244.771,0
245.34136827730995,244.78800000000004,0
245.375140199488,244.8385,1
245.4212968492035,244.89,1
245.43794817983886,244.909,0
245.4521323039492,244.928,1
245.5210302663626,245.0005,1
245.54581640464676,245.0285,0
245.55606335685874,245.0415,1
245.56521332447159,245.0535,0
244.834333234004,245.218,0
244.77997663331814,245.1855,1
244.76235212388653,245.17050000000003,0
244.7143552881337,245.13500000000005,0
244.70208189744443,245.1265,0
244.67238046061885,245.11,0
244.6596854409755,245.10050000000004,1
244.6461217150597,245.094,0
244.55441364795558,245.0415,1
244.53071026543304,245.024,0
244.51864621974252,245.016,1
244.5076972391832,245.007,0
244.49754075668758,244.998,0
244.4845002590923,244.98800000000003,1
244.4755090079956,244.978,0
244.46430570044043,244.971,1
244.4571333588858,244.963,0
244.44658010144832,244.958,0
244.33517016923562,244.8935,0
244.3276647896797,244.8865,0
244.31939480158763,244.8795,0
244.30874984434516,244.873,0
244.2998287757349,244.865,1
244.29115220992267,244.859,0
244.2735915629912,244.8475,1
244.2653924091177,244.841,1
244.25795839184812,244.833,0
244.24960332002442,244.824,0
244.2416428551354,244.815,1
244.2336058629061,244.807,0
244.22533736885697,244.7985,0
244.21600038755852,244.789,0
244.19729119488719,244.7695,1
244.02673608962624,244.5765,1
244.01838021558385,244.566,0
243.9138514134928,244.455,1
243.9176591704376,244.4475,0
243.92357482495086,244.44100000000003,0
243.92613507071147,244.435,1
243.94607357889316,244.4175,1
243.94971645322295,244.412,0
243.95254440031627,244.406,0
243.95403771186488,244.3975,0
243.76171689983872,244.1475,0
243.7060902707865,244.0465,1
243.698528254014,244.033,1
243.69464949960042,244.0185,1
243.69556811899145,244.00600000000003,0
243.6946432840854,243.996,1
243.6984073436652,243.9705,1
243.7259243286216,243.949,0
243.7312905349166,243.9405,0
243.7346132963731,243.933,0
243.737591523634,243.92550000000003,0
243.73923362002532,243.917,1
243.73855785550563,243.9075,1
243.74056688508657,243.88550000000004,1
243.7415564321067,243.874,1
243.74399836560193,243.8625,0
243.74694381828903,243.8525,0
243.7474027053993,243.841,1
243.74785702646872,243.82800000000003,0
243.74777900989318,243.815,0
243.6785659452428,243.68,1
243.67710871712399,243.6665,0
243.6769298924438,243.661,0
243.67774787198908,243.6565,0
243.67886918432689,243.652,1
243.6811301001497,243.6485,0
243.6817505506377,243.6455,0
243.54160063129586,243.5275,0
243.5414856496717,243.5315,0
243.5414856496717,243.5315,1
243.5500049294603,243.541,0
243.55243183340087,243.5445,0
243.55383956416782,243.5475,1
243.55554475955554,243.5505,1
243.56084100623642,243.5545,0
243.5690480145738,243.5655,1
243.57427050970742,243.5685,1
243.58158682541253,243.5715,1
243.64007765481801,243.5975,1
243.6628061645771,243.609,0
243.6707037612065,243.61550000000003,1
243.67737201396287,243.6205,1
243.69757533526607,243.6315,0
243.70627773081958,243.6345,1
