ema200_current,ema200_previous,class
243.17811443537647,243.18028035080428,1
243.1933459797288,243.1885337173301,1
243.2010954335464,243.1933459797288,0
243.209079250263,243.2010954335464,1
243.21583286519532,243.209079250263,1
243.2251322735149,243.21583286519532,0
243.2328769176945,243.2251322735149,0
243.24054450073783,243.2328769176945,0
243.24714076454683,243.24054450073783,0
243.25021911142517,243.24714076454683,1
243.2534225639321,243.25021911142517,1
243.26808485911803,243.2582121099501,1
243.28197290890552,243.27440708951042,0
243.29364627052482,243.2898420512497,1
243.30128581252617,243.2985633976934,1
243.307490484158,243.30382540270813,1
243.31357635472497,243.307490484158,1
243.32044095829545,243.31357635472497,1
243.32760933844415,243.32044095829545,0
243.3325606057296,243.32760933844415,1
243.33861336749587,243.3325606057296,0
243.34476163872287,243.33861336749587,1
243.34969797230028,243.34476163872287,0
243.36802615136082,243.3645936479768,0
243.36950207796414,243.36708943313937,1
243.37304147719482,243.36950207796414,0
243.37685713041512,243.37304147719482,1
243.3905189710545,243.3858355976397,1
243.40151501920658,243.40058643874156,0
243.40442440981647,243.40151501920658,1
243.40646556233645,243.40442440981647,1
243.41063219057838,243.40646556233645,1
243.4152245676712,243.41063219057838,0
243.63323011555946,243.61502808479324,1
243.6555426029863,243.63323011555946,0
243.6756430258617,243.6555426029863,0
243.78647319094304,243.7669883818001,0
243.80231183892272,243.78647319094304,1
243.83102294148858,243.81569136677163,1
243.8491264286509,243.83102294148858,1
243.91028934954895,243.89069443206319,0
245.18199677075197,245.16937120108838,0
245.236674674194,245.221268953558,0
245.3294006245415,245.3142976184791,0
245.34136827730995,245.3294006245415,0
245.375140199488,245.3628215401603,1
245.4212968492035,245.4044781685112,1
245.43794817983886,245.4212968492035,0
245.4521323039492,245.43794817983886,1
245.5210302663626,245.50779196801182,1
245.54581640464676,245.5331418154762,0
245.55606335685874,245.54581640464676,1
245.56521332447159,245.55606335685874,0
244.834333234004,244.84953514904828,0
244.77997663331814,244.79956980428062,1
244.76235212388653,244.77997663331814,0
244.7143552881337,244.7292339831289,0
244.70208189744443,244.7143552881337,0
244.67238046061885,244.68815692543944,0
244.6596854409755,244.67238046061885,1
244.6461217150597,244.6596854409755,0
244.55441364795558,244.5701668429261,1
244.53071026543304,244.54258095555105,0
244.51864621974252,244.53071026543304,1
244.5076972391832,244.51864621974252,0
244.49754075668758,244.5076972391832,0
244.4845002590923,244.49754075668758,1
244.4755090079956,244.4845002590923,0
244.46430570044043,244.4755090079956,1
244.4571333588858,244.46430570044043,0
244.44658010144832,244.4571333588858,0
244.33517016923562,244.34275097974185,0
244.3276647896797,244.33517016923562,0
244.31939480158763,244.3276647896797,0
244.30874984434516,244.31939480158763,0
244.2998287757349,244.30874984434516,1
244.29115220992267,244.2998287757349,0
244.2735915629912,244.2824062421525,1
244.2653924091177,244.2735915629912,1
244.25795839184812,244.2653924091177,0
244.24960332002442,244.25795839184812,0
244.2416428551354,244.24960332002442,1
244.2336058629061,244.2416428551354,0
244.22533736885697,244.2336058629061,0
244.21600038755852,244.22533736885697,0
244.19729119488719,244.206912047493,1
244.02673608962624,244.03533324343348,1
244.01838021558385,244.02673608962624,0
243.9138514134928,243.91534511552524,1
243.9176591704376,243.9138514134928,0
243.92357482495086,243.9176591704376,0
243.92613507071147,243.92357482495086,1
243.94607357889316,243.93922171625272,1
243.94971645322295,243.94607357889316,0
243.95254440031627,243.94971645322295,0
243.95403771186488,243.95254440031627,0
243.76171689983872,243.76985276004143,0
243.7060902707865,243.71240866033918,1
243.698528254014,243.7060902707865,1
243.69464949960042,243.698528254014,1
243.69556811899145,243.69464949960042,0
243.6946432840854,243.69556811899145,1
243.6984073436652,243.6937768964984,1
243.7259243286216,243.71981376774227,0
243.7312905349166,243.7259243286216,0
243.7346132963731,243.7312905349166,0
243.737591523634,243.7346132963731,0
243.73923362002532,243.737591523634,1
243.73855785550563,243.73923362002532,1
243.74056688508657,243.73956739287001,1
243.7415564321067,243.74056688508657,1
243.74399836560193,243.7415564321067,0
243.74694381828903,243.74399836560193,0
243.7474027053993,243.74694381828903,1
243.74785702646872,243.7474027053993,0
243.74777900989318,243.74785702646872,0
243.6785659452428,243.68039544231635,1
243.67710871712399,243.67659891617447,0
243.6769298924438,243.67710871712399,0
243.67774787198908,243.6769298924438,0
243.67886918432689,243.67774787198908,1
243.6811301001497,243.67886918432689,0
243.6817505506377,243.6811301001497,0
243.54160063129586,243.5457242263327,0
243.5414856496717,243.5421211103425,0
243.5414856496717,243.5421211103425,1
243.5500049294603,243.54739633339383,0
243.55243183340087,243.5500049294603,0
243.55383956416782,243.55243183340087,1
243.55554475955554,243.55383956416782,1
243.56084100623642,243.55554475955554,0
243.5690480145738,243.5647780571777,1
243.57427050970742,243.5690480145738,1
243.58158682541253,243.57427050970742,1
243.64007765481801,243.6285425804848,1
243.6628061645771,243.65134221634617,0
243.6707037612065,243.6628061645771,1
243.67737201396287,243.6707037612065,1
243.69757533526607,243.68957198410823,0
243.70627773081958,243.69757533526607,1
