ema20_current,cci20_previous,class
242.80804232857471,-21.93861004597612,1
243.02817124666146,98.46214934662865,1
243.10911759592483,99.44153633195806,0
243.18830584822425,109.86786369240049,1
243.24745301310742,117.85839417655228,1
243.32299027329418,102.54540268262848,0
243.3803219293884,101.5148840559035,0
243.43368119754837,100.2514032848662,0
243.47541036069975,89.62036625169803,0
243.4831061194764,68.31116765052944,1
243.48560563947842,32.404516569699936,1
243.56325338078815,17.310135879888527,1
243.62606399778667,48.915501406250044,0
243.6218565579633,-16.972449761541213,1
243.60543272522187,-11.852478199791927,1
243.57499767236592,-30.68672425356317,1
243.58541488616103,-20.425177931153435,1
243.60585156366957,-5.560417832040456,1
243.6368412400411,22.40958172723565,0
243.63988082045898,35.295075132829474,1
243.65513026612962,21.399168773441684,0
243.668927383641,12.854910300272394,1
243.67188668043715,17.648530028721336,0
243.6073040003257,-22.11970965669456,0
243.53263329922112,-44.81815314474896,1
243.5390491754857,-25.72284948559573,0
243.54782955549385,-2.3439712122770304,1
243.5846293632221,8.251245230768731,1
243.4824772213984,-21.24280038042813,0
243.49515763676848,-14.312606738079404,1
243.49561881421917,0.9751093585219838,1
243.51805922863358,10.273256892477988,1
243.53836246072282,19.401388098101425,0
244.865743807797,151.9226115840708,1
244.9529290156389,108.8270309077913,0
245.0112754815163,128.3364314514768,0
245.25567103400329,27.99312385517817,0
245.29113600585944,40.903421667583906,1
245.30821094057927,-32.190404548676966,1
245.30505059744948,-40.56706791491077,1
245.3517326454736,51.90944694485402,0
246.35668006786668,-8.995491459682867,0
246.28226323745014,-16.855271087085068,0
245.91805783334868,7.21770126800119,0
245.91544746069675,25.74828855910637,0
245.90982252579633,1.570210856888903,1
246.04466204697792,24.008482703539052,1
246.09546641525884,35.7745350951466,0
246.11643357407087,25.988900499439648,1
246.32685978092744,49.044444732569396,1
246.3559530000833,9.0097089461724,0
246.35597803129951,14.074815463533866,1
246.34647686906655,2.074795549648184,0
243.3005158945725,1.6931903945987798,0
243.3510051490398,12.67003486075333,1
243.360134634689,6.090511470373088,0
243.41386236904182,6.002632994934852,0
243.45450350009202,2.1022616972241503,0
243.46588803621484,10.32250636708142,0
243.4801483739834,0.20060782566124225,1
243.4835267748217,7.9331357560764895,0
243.41758119532898,-10.512683350294218,1
243.4576868138441,1.0140571852020823,0
243.46826491104267,10.155883880388977,1
243.4962859986712,8.239774257040409,0
243.53264999060036,9.782567757734258,0
243.53102823747517,14.788556684189846,1
243.561107905178,2.145695416204102,0
243.56778745378688,9.924854323598376,1
243.6053778230587,9.226674290765313,0
243.60337787964505,18.167946716552493,0
243.47725870881715,-1.5567982264922733,0
243.51543482358952,9.666897424865118,0
243.53450022922726,20.297657338070763,0
243.52972672332132,13.134358230237774,0
243.53641941633828,0.8352073297805495,1
243.54098694023128,0.9410111478481138,0
243.55048787212868,1.5732571457343036,1
243.56323935261327,3.4680404310444994,1
243.5887635252758,5.687527252733164,0
243.5963819356714,11.818834156428812,0
243.60773809253936,10.147069082510924,1
243.61950048044707,11.967321798105953,0
243.63014264093502,9.443652168006508,0
243.63173522259427,12.859754283041301,0
243.6373136549837,0.2132241625619085,1
243.3992271261044,-4.000354626029926,1
243.4058490030877,3.2464791933174246,0
243.3799187624617,30.059927471407587,1
243.50593417329483,53.19638857036657,0
243.64494681463356,81.3145467002538,0
243.73470987928033,74.3504030470735,1
244.05805512794174,81.69973293605865,1
244.11651058343682,72.76839284692278,0
244.16791108290508,53.55319289403757,0
244.20340471739672,47.95776900458728,0
243.30443871360828,-5.7915725313419575,0
243.30165569150776,11.722195488176482,1
243.3139973557042,12.39264619035711,1
243.35671059146011,13.50377462865776,1
243.4423777568309,25.677465313541607,0
243.50976514423428,47.30146802286857,1
243.70404274295217,38.023243575150225,1
244.06405391858522,61.333038218453396,0
244.12193806068558,57.36154804477928,0
244.15079849893291,40.61701965325139,0
244.179885863592,30.899287469173284,0
244.19370365394352,23.614745532899367,1
244.18567007542484,16.207691846396994,1
244.21079869360514,8.223205462261372,1
244.22316017469691,7.776476739407178,1
244.24238041160982,2.7058180499685762,0
244.27226949887117,10.713579423575938,0
244.27282553840038,9.712520242697996,1
244.26737754262746,0.6783551786306558,0
244.25441236386013,-8.94465644412215,0
243.60600040182243,-20.00836688860914,1
243.6309064056638,-3.3938866056316583,0
243.64105947834895,4.7521805719972035,0
243.6597694012546,10.300130872784028,0
243.67520965695155,11.893405724981433,1
243.7031665309972,13.609423164598494,0
243.71744926629685,21.45268599887544,0
243.0698260548477,12.383244020872727,0
243.1383383351474,22.634572329555308,0
243.1383383351474,22.634572329555308,1
243.35168511790573,49.93076117163393,0
243.3982478919212,41.92757825674757,0
243.4323400762957,34.02023926196701,1
243.45723430681159,17.073708397702525,1
243.51279239616932,19.24499833813184,0
243.5914204416193,36.18590817735621,1
243.6481860179817,29.4195555761516,1
243.71710519823483,35.2728580864134,1
244.18370312764912,93.41935005226318,1
244.3003834654829,38.33324415451012,0
244.3122491032734,38.25601746660492,1
244.3134608707981,21.18985839706248,1
244.38292331426982,26.090087134056763,0
244.39198851423717,20.7488672030532,1
