ema10_previous,macd_12_26_previous,class
242.71412565586436,-0.1337023578838057,1
243.10379487591626,0.0718227186549143,1
243.19277496110772,0.12682504136861894,0
243.33424129512343,0.1905253506889153,1
243.44716267918275,0.2345323651046556,1
243.52137108432208,0.2591456587062737,0
243.62409828516158,0.2908785881535607,0
243.6871421966221,0.3080925934912955,0
243.7330759820916,0.3199307683841539,0
243.74682875538662,0.3183861695091537,1
243.68094518336272,0.2775441674219508,1
243.60163179988075,0.20710927546488733,1
243.68057527488227,0.20165745529271814,0
243.61577470198813,0.0928637293278598,1
243.58592895177216,0.03902717971513425,1
243.52446483548383,-0.024329775267545983,1
243.5200166835776,-0.03149576330866921,1
243.5442695279754,-0.019570723288950376,1
243.5935897757516,-0.0021188470064146263,0
243.65212452393232,0.008904161459867055,1
243.66365295426186,0.010205171747799113,0
243.69973851948325,0.018729063130194845,1
243.72643927452896,0.028469605969064563,0
243.59084244749508,-0.004725512820897393,0
243.4495929163659,-0.07827023907455555,1
243.45028644571119,-0.07566565891602295,0
243.47468329362832,-0.06050809276126756,1
243.55561245998678,-0.02326748620757257,1
243.47623816563598,-0.03668713125549061,0
243.45672908434034,-0.03882043863879403,1
243.48277834173297,-0.022322784941934515,1
243.48026195569247,-0.02013872107414727,1
243.52021432738465,0.0015673193133807215,0
245.53321954948075,0.7797795650313049,1
245.50810452669404,0.7297572968053885,0
245.5659307410485,0.7196259668604057,0
245.12991604518257,0.19342405207081012,0
245.22668104841838,0.17764630974522788,1
245.2078806496128,0.08959585952706561,1
245.2036240059114,0.05700402546034411,1
245.4310849109149,0.0634161183641595,0
246.41865419052056,0.08094530992821093,0
246.1997872983417,-0.055702065088922836,0
245.7362154839397,-0.1979721459049415,0
245.83872175958703,-0.13178172017259726,0
245.87685030515075,-0.0909764807263116,1
246.11325995708577,0.03354662755606341,1
246.2231095049664,0.09849970845419877,0
246.29604361787418,0.15662089614417596,1
246.56493715452262,0.2551660048045505,1
246.50711977555991,0.20836379929249915,0
246.49611484768258,0.1938630133359993,1
246.4338043895158,0.160980668429346,0
243.3711712438205,0.12465988930847514,0
243.42963990254498,0.11920721728205308,1
243.40324521285584,0.09067777347249263,0
243.41424973454428,0.0621082347476829,0
243.4354882885344,0.06203469308994159,0
243.52246127515772,0.08435726888487237,0
243.50019558876545,0.06881273874401472,1
243.512694248719,0.07276303079814284,0
243.39151836631362,-0.02625713168032462,1
243.40656829370056,-0.014632209954299926,0
243.4473852914805,-0.003013091751000729,1
243.4751334203021,0.007005956479360975,0
243.52166584960904,0.029581846751199237,0
243.57509585708831,0.04921625113934169,1
243.5614420648904,0.03825492998095115,0
243.6217590248139,0.05172719668613013,1
243.6262742334359,0.0484992841704468,0
243.69580914285018,0.0846987068671865,0
243.34542740393653,-0.07438483060266776,0
243.4252531685399,-0.037168028456505915,0
243.49903655271262,-0.004310280983958137,0
243.54122295794483,0.007219187602032663,0
243.53372787468217,0.002255794306421421,1
243.55424874696445,0.006299028708184551,0
243.5899098431678,0.016092245237274483,1
243.6058634087236,0.02404070627056853,1
243.63145054754384,0.04285771744895328,0
243.67339109580487,0.06943013003984788,0
243.67540528006856,0.07394393191543712,1
243.6770532490116,0.07814985831404897,0
243.6812253855549,0.07266457982714769,0
243.69028654845218,0.06406546134567748,0
243.66043975557545,0.045882300482332994,1
243.3488013138351,-0.07842963261808222,1
243.37911578236424,-0.05937556254858122,0
243.31544699070977,0.0005869406725196312,1
243.45403016580346,0.06274715405439224,0
243.68373967573535,0.15582042757469594,0
243.90804745658886,0.24538621995904464,1
244.35995771947742,0.4097479303741807,1
244.48232238160404,0.4436799919469081,0
244.5391886620677,0.4375541252802577,0
244.58006802217602,0.4230473103599763,0
243.21175779073772,-0.2480501683870955,0
243.3753495895052,0.03650554513575344,1
243.39236570386976,0.06635131947479067,1
243.3965775560289,0.07674353461939631,1
243.46021666806632,0.10421059682659006,0
243.59348370013961,0.17124704945547364,1
243.77959338601846,0.21491705052076784,1
244.30608611173585,0.3659322977125328,0
244.3934105803183,0.3793532015095025,0
244.435380861344,0.3671659246579111,0
244.41641375591598,0.3402430245924961,0
244.40654281174577,0.3106636093045836,1
244.3831085648328,0.2654168359564437,1
244.2876905629889,0.19395503921435875,1
244.2660992276292,0.16493463663729813,1
244.23713839633845,0.13543830961705794,0
244.24009638387054,0.11386364032782124,0
244.2635221719869,0.09449580349021858,1
244.24350129121933,0.060957060129226186,0
244.23276816722571,0.031672475444622705,0
243.39169214832455,-0.28207550303474704,1
243.4992596959261,-0.19376704971193706,0
243.58341676266312,-0.13532989786270375,0
243.63409072635716,-0.09331999406211366,0
243.69655685860582,-0.04870552330271494,1
243.750489310581,-0.010536825017112506,0
243.8156214786961,0.02780711649523937,0
243.0938628480981,-0.07599369002784329,0
243.17940070676468,0.00473563387691911,0
243.17940070676468,0.00473563387691911,1
243.48602225867037,0.1705511231326966,0
243.54469389076928,0.1896293242305376,0
243.59834555003025,0.20410365901540214,1
243.60711775406742,0.20584891528389448,1
243.61711881023328,0.21152674575094466,0
243.71940587343246,0.22721605576617776,1
243.76636016075832,0.23257107149584044,1
243.8257829214331,0.23418957531265505,1
244.4744783595258,0.4247405747289577,1
244.5673149042939,0.39997542284586973,0
244.59302423718844,0.3862044937837936,1
244.55386609474056,0.3424731753056278,1
244.5544923880077,0.28278152386968713,0
244.53205045954988,0.25111569541053314,1
