sma30_current,sma30_previous,class
243.04666666666665,243.07,1
243.02,243.02,1
243.03333333333336,243.02,0
243.0533333333333,243.03333333333336,1
243.07333333333332,243.0533333333333,1
243.09333333333333,243.07333333333332,0
243.11,243.09333333333333,0
243.1266666666667,243.11,0
243.15,243.1266666666667,0
243.16666666666663,243.15,1
243.17666666666665,243.16666666666663,1
243.21,243.18666666666664,1
243.2633333333333,243.23666666666665,0
243.31666666666663,243.29666666666668,1
243.38333333333333,243.35,1
243.42666666666665,243.40666666666667,1
243.46,243.42666666666665,1
243.4933333333333,243.46,1
243.53333333333333,243.4933333333333,0
243.56666666666663,243.53333333333333,1
243.6033333333333,243.56666666666663,0
243.63333333333333,243.6033333333333,1
243.65666666666667,243.63333333333333,0
243.63666666666668,243.64,0
243.58666666666667,243.59666666666664,1
243.58333333333331,243.58666666666667,0
243.59000000000003,243.58333333333331,1
243.59333333333336,243.60333333333335,1
243.56333333333333,243.56333333333333,0
243.57,243.56333333333333,1
243.57,243.57,1
243.57,243.57,1
243.56666666666663,243.57,0
244.03333333333333,243.98666666666665,1
244.1,244.03333333333333,0
244.15666666666667,244.1,0
244.54666666666665,244.4766666666666,0
244.6,244.54666666666665,1
244.7,244.64666666666665,1
244.77666666666664,244.7,1
245.04333333333332,244.9533333333333,0
246.18666666666664,246.16666666666663,0
246.23666666666665,246.22,0
246.15,246.15,0
246.13333333333333,246.15,0
246.10333333333332,246.1133333333333,1
246.0966666666667,246.09000000000003,1
246.11000000000004,246.0966666666667,0
246.10333333333332,246.11000000000004,1
246.10666666666665,246.10666666666668,1
246.11666666666667,246.11,0
246.1233333333333,246.11666666666667,1
246.1266666666667,246.1233333333333,0
243.1133333333333,243.13333333333333,0
243.17333333333332,243.1266666666667,1
243.19333333333333,243.17333333333332,0
243.25666666666663,243.23666666666665,0
243.28333333333333,243.25666666666663,0
243.31666666666663,243.30666666666667,0
243.33333333333331,243.31666666666663,1
243.33666666666667,243.33333333333331,0
243.43,243.41333333333333,1
243.44666666666672,243.44000000000003,0
243.45000000000007,243.44666666666672,1
243.46000000000004,243.45000000000007,0
243.4733333333334,243.46000000000004,0
243.47333333333336,243.4733333333334,1
243.48666666666668,243.47333333333336,0
243.49000000000007,243.48666666666668,1
243.51,243.49000000000007,0
243.52,243.51,0
243.50333333333333,243.4933333333333,0
243.50666666666663,243.50333333333333,0
243.51,243.50666666666663,0
243.5133333333333,243.51,0
243.51333333333332,243.5133333333333,1
243.51666666666668,243.51333333333332,0
243.51666666666668,243.51333333333335,1
243.5333333333334,243.51666666666668,1
243.55000000000007,243.5333333333334,0
243.5666666666667,243.55000000000007,0
243.58,243.5666666666667,1
243.58333333333331,243.58,0
243.58666666666664,243.58333333333331,0
243.58666666666664,243.58666666666664,0
243.57666666666668,243.58333333333331,1
243.51,243.52,1
243.50333333333327,243.51,0
243.38,243.37,1
243.41,243.38,0
243.44666666666663,243.41,0
243.47333333333333,243.44666666666663,1
243.59666666666664,243.5533333333333,1
243.63333333333333,243.59666666666664,0
243.67,243.63333333333333,0
243.70666666666665,243.67,0
243.63,243.61999999999995,0
243.54,243.58,1
243.50666666666663,243.54,1
243.48,243.50666666666663,1
243.45,243.48,0
243.42,243.45,1
243.3766666666667,243.38,1
243.55000000000007,243.50333333333336,0
243.59000000000003,243.55000000000007,0
243.63,243.59000000000003,0
243.69666666666672,243.63,0
243.7433333333333,243.69666666666672,1
243.79333333333332,243.7433333333333,1
243.87,243.83666666666664,1
243.9,243.87,1
243.92,243.9,0
243.95666666666665,243.92,0
243.98333333333332,243.95666666666665,1
244.00666666666663,243.98333333333332,0
244.03333333333333,244.00666666666663,0
243.9833333333333,243.9966666666666,1
243.94666666666663,243.9633333333333,0
243.91333333333333,243.94666666666663,0
243.89,243.91333333333333,0
243.86666666666665,243.89,1
243.85,243.86666666666665,0
243.83666666666664,243.85,0
243.32333333333332,243.33666666666667,0
243.30666666666667,243.31666666666663,0
243.30666666666667,243.31666666666663,1
243.27999999999997,243.2866666666666,0
243.26999999999995,243.27999999999997,0
243.26,243.26999999999995,1
243.25,243.26,1
243.26666666666668,243.25,0
243.29333333333332,243.27666666666667,1
243.31,243.29333333333332,1
243.34333333333333,243.31,1
243.62,243.5533333333333,1
243.72666666666672,243.67333333333332,0
243.76333333333335,243.72666666666672,1
243.79333333333335,243.76333333333335,1
243.9,243.85666666666668,0
243.94333333333333,243.9,1
