stochk_14_previous,cci20_current,class
51.515151515151786,-5.2461893588155135,1
73.52207977208016,99.64844030261105,1
75.04713423831045,110.09598665324188,0
80.02450980392116,118.13748784129135,1
82.10784313725487,102.77251972195542,1
85.60924369747927,101.60461917177555,0
86.30952380952391,100.3399432682205,0
88.09523809523813,89.68626710730992,0
87.91208791208794,68.27101198753904,0
89.92673992674055,32.394986720875075,1
84.61538461538484,17.376334972152776,1
65.59829059829039,56.60882274233385,1
65.40404040404047,46.12032989732397,0
61.11111111111219,-21.389936685779873,1
37.50000000000088,-22.542948732960976,1
37.50000000000088,-20.4578161690408,1
37.50000000000088,-5.570503072135273,1
33.333333333334515,22.473355404484664,1
45.83333333333361,35.34707220893523,0
62.500000000000284,21.45386919838161,1
75.00000000000058,12.885520981862042,0
75.00000000000058,17.67550166287405,1
70.83333333333421,4.125630396320813,0
16.6666666666659,-2.0737227803129046,0
25.92592592592545,-25.677066905842857,1
31.48148148148163,-2.338440862321084,0
29.62962962962989,10.547870455276616,1
80.95238095237848,12.258992914290946,1
28.57142857143036,-14.242332073244302,0
33.333333333334735,0.9703462195385196,1
34.92063492063627,10.238648264406,1
42.06349206349282,19.323507012039247,1
44.44444444444498,22.83960877370644,0
52.97181372549016,109.76007684580786,1
47.91666666666654,129.27469851050364,0
44.27083333333314,116.8335175603984,0
22.555018786902732,41.128358894923416,0
32.555018786902735,5.13969696346237,1
53.0303030303026,-40.87334261773007,1
59.44055944055873,-17.44594112402482,1
74.81146304675703,33.85398713794782,0
42.222222222221696,-20.739605309821133,0
8.88888888888836,-9.215831673515432,0
38.88888888888905,25.89207121538188,0
54.761904761904546,4.899010655049458,0
66.66666666666664,10.991475998205106,1
65.07936507936472,36.012724055309526,1
73.01587301587256,26.147137271377325,0
79.36507936507894,27.29378253288497,1
80.37741412354431,29.7656349240886,1
73.01587301587355,14.143147764342453,0
58.333333333333705,2.0851578464506475,1
49.99999999999997,-7.261784423761567,0
73.3333333333339,4.780772878864045,0
73.08080808080898,6.085607295325249,1
62.247474747475366,7.188800424040278,0
41.666666666667254,2.1009215482277104,0
45.83333333333361,13.61464718202567,0
49.99999999999999,0.20043701683465748,0
54.166666666666366,7.924009113693473,1
50.0,7.531457996277207,0
50.83333333333227,-10.411599856539748,1
46.6666666666659,10.140571851998343,0
56.66666666666533,8.22626594311218,1
66.66666666666477,9.765658378716743,0
79.99999999999828,14.775753384074203,0
83.33333333333142,2.1417909680533183,1
86.66666666666458,9.911069303424178,0
83.33333333333144,9.208627722924962,1
86.66666666666553,18.145792771847308,0
79.74358974358908,5.850694705330643,0
27.272727272726726,9.652149004273683,0
36.3636363636362,20.26930105213196,0
54.54545454545517,13.115409356906445,0
66.66666666666752,0.833927506682864,0
75.757575757577,0.939608246004676,1
63.63636363636465,3.1367038261502755,0
48.48484848484856,3.4611657206133217,1
51.51515151515144,5.674975250800742,1
48.48484848484856,11.796352820485128,0
48.48484848484856,10.130429276936669,0
56.666666666667226,11.943945899210016,1
61.515151515151814,9.425589734790103,0
57.61904761904742,12.83912261043683,0
43.80952380952266,7.65208519321725,0
40.47619047618873,-3.198362438428628,1
66.66666666666802,3.243530777866139,1
66.66666666666802,3.8957750319798015,0
36.66666666666661,53.23339883118257,1
42.31884057970973,81.26922607053814,0
51.76328502415447,74.21045323853883,0
71.20772946859908,63.40041732585371,1
70.00000000000016,72.71933333719154,1
72.22222222222223,53.48038510436458,0
77.77777777777784,47.84670512663989,0
79.99999999999993,33.988418858753775,0
64.35185185185192,-0.8910111586722304,0
72.96296296296242,12.392035230359134,1
68.68945868945805,13.509100802101527,1
66.83760683760579,25.668331938763128,1
54.456654456653865,47.22420794620932,0
54.68975468975446,42.381220758079394,1
71.21212121212145,48.90305073382071,1
81.82957393483719,57.30386052527028,0
77.1929824561402,40.55640701603382,0
78.94736842105239,30.855470731062226,0
75.43859649122804,23.595819521913274,0
68.73065015479894,16.19296836541758,1
62.919246646027176,4.502136624000659,1
40.91117216117235,7.772618861589832,1
34.98168498168489,2.7048614745744044,1
35.89743589743573,10.71052978113523,0
32.30769230769172,9.698608741341415,0
32.82051282051257,0.6776176913504856,1
36.66666666666652,-8.931676518642751,0
38.33333333333298,-9.510773940587145,0
15.555555555555983,-9.49549615052686,1
34.444444444445004,4.75144124788355,0
47.22222222222239,10.296391239332738,0
62.777777777778084,11.884766391672391,0
76.1111111111116,13.592463685693614,1
83.33333333333431,21.434841484245624,0
83.93939393939486,19.8635981471046,0
57.777777777778866,11.257494564432543,0
66.66666666666735,27.25157464553147,0
66.66666666666735,27.25157464553147,1
76.54012654012661,41.91020903772641,0
80.21978021978012,34.01671443472049,0
85.71428571428595,17.0666316563346,1
85.71428571428595,19.222055811979352,1
76.19047619047632,29.773144487819053,0
73.80952380952398,29.379781247449113,1
76.62337662337724,35.21259547724794,1
80.08658008658112,40.734461919147456,1
61.53846153846101,53.98320106426594,1
64.10256410256358,38.219495655535404,0
56.410256410255954,21.17743824044208,1
48.71794871794831,7.177210102232031,1
37.60683760683783,20.735353093439898,0
37.37373737373759,11.970500309451449,1
