sma20_previous,stochk_14_current,class
242.89,55.55555555555623,1
242.925,75.04713423831045,1
242.94,80.02450980392116,0
242.965,82.10784313725487,1
243.01000000000005,85.60924369747927,1
243.045,86.30952380952391,0
243.09,88.09523809523813,0
243.13,87.91208791208794,0
243.175,89.92673992674055,0
243.23,84.61538461538484,1
243.28,74.35897435897455,1
243.345,58.13908313908306,1
243.455,68.18181818181891,0
243.59,47.222222222223365,1
243.65,37.50000000000088,1
243.635,37.50000000000088,1
243.635,33.333333333334515,1
243.63,45.83333333333361,1
243.63,62.500000000000284,0
243.64,75.00000000000058,1
243.63,75.00000000000058,0
243.63,70.83333333333421,1
243.63,70.83333333333421,0
243.615,16.6666666666659,0
243.58,31.48148148148163,1
243.58,29.62962962962989,0
243.58,49.735449735449656,1
243.61000000000004,85.71428571428288,1
243.50999999999996,33.333333333334735,0
243.49499999999995,34.92063492063627,1
243.49999999999997,42.06349206349282,1
243.5,44.44444444444502,1
243.51,61.111111111110056,0
244.235,47.91666666666654,1
244.305,44.27083333333314,0
244.39500000000004,43.74999999999983,0
245.085,32.555018786902735,0
245.21,45.005611672278064,1
245.40000000000003,59.44055944055873,1
245.4650000000001,62.820512820511986,1
245.33,81.1463046757168,0
246.36,26.666666666666387,0
246.335,8.88888888888836,0
246.05,54.761904761904546,0
246.04,70.89947089947083,0
245.925,61.904761904761756,1
245.94000000000003,73.01587301587256,1
245.965,79.36507936507894,0
245.99,85.71428571428531,1
246.08,82.664995822891,1
246.14,58.333333333333705,0
246.195,49.99999999999997,1
246.245,42.42424242424193,0
243.215,66.66666666666761,0
243.26000000000005,62.247474747475366,1
243.27500000000003,51.13636363636466,0
243.345,45.83333333333361,0
243.385,45.83333333333361,0
243.445,54.166666666666366,0
243.445,50.0,1
243.45,54.166666666666366,0
243.445,46.6666666666659,1
243.46,56.66666666666533,0
243.47000000000003,66.66666666666477,1
243.46000000000004,79.99999999999828,0
243.48,83.33333333333142,0
243.505,86.66666666666458,1
243.51,83.33333333333144,0
243.525,86.66666666666553,1
243.53500000000003,79.74358974358908,0
243.555,84.61538461538456,0
243.48999999999995,36.3636363636362,0
243.52,54.54545454545517,0
243.545,66.66666666666752,0
243.55,75.757575757577,0
243.545,63.63636363636465,1
243.545,54.54545454545517,0
243.5300000000001,51.51515151515144,1
243.53500000000008,48.48484848484856,1
243.53000000000003,48.48484848484856,0
243.54000000000005,56.666666666667226,0
243.53000000000003,61.515151515151814,1
243.535,57.61904761904742,0
243.545,43.80952380952266,0
243.555,38.095238095236546,0
243.59,36.507936507934886,1
243.45,66.66666666666802,1
243.44,76.19047619047716,0
243.295,42.31884057970973,1
243.335,51.7632850241545,0
243.4,71.20772946859908,0
243.485,68.88888888888879,1
243.67,72.22222222222223,1
243.74,77.7777777777778,0
243.795,79.99999999999993,0
243.84500000000003,75.55555555555544,0
243.51,71.75925925925921,0
243.17,68.68945868945805,1
243.205,66.83760683760579,1
243.215,54.456654456653865,1
243.235,54.68975468975446,0
243.285,62.77056277056304,1
243.49,69.1142191142188,1
243.74,77.1929824561402,0
243.805,78.94736842105239,0
243.86000000000004,75.43859649122804,0
243.90000000000003,68.73065015479894,0
243.95000000000005,62.919246646027176,1
243.99,50.26260504201707,1
244.07,34.98168498168489,1
244.105,35.89743589743573,1
244.14999999999995,32.30769230769172,0
244.19,32.82051282051253,0
244.23999999999995,36.66666666666652,1
244.265,38.33333333333298,0
244.27,29.166666666665826,0
243.79,20.00000000000044,1
243.74999999999997,47.22222222222239,0
243.735,62.777777777778084,0
243.715,76.1111111111116,0
243.695,83.33333333333431,1
243.67,83.93939393939486,0
243.66,87.272727272728,0
243.09500000000003,62.35294117647146,0
243.08,69.49494949494998,0
243.08,69.49494949494998,1
243.14499999999992,80.21978021978012,0
243.19499999999996,85.71428571428595,0
243.23999999999995,85.71428571428595,1
243.29,76.19047619047636,1
243.32,71.42857142857117,0
243.39500000000004,76.6233766233772,1
243.425,80.08658008658112,1
243.485,81.81818181818281,1
243.835,64.10256410256358,1
243.97000000000003,56.410256410255954,0
244.04500000000007,48.71794871794831,1
244.08500000000004,43.16239316239307,1
244.19,37.37373737373759,0
244.225,38.38383838383855,1
