sma30_previous,stochk_14_current,class
243.07,55.55555555555623,1
243.02,75.04713423831045,1
243.02,80.02450980392116,0
243.03333333333336,82.10784313725487,1
243.0533333333333,85.60924369747927,1
243.07333333333332,86.30952380952391,0
243.09333333333333,88.09523809523813,0
243.11,87.91208791208794,0
243.1266666666667,89.92673992674055,0
243.15,84.61538461538484,1
243.16666666666663,74.35897435897455,1
243.18666666666664,58.13908313908306,1
243.23666666666665,68.18181818181891,0
243.29666666666668,47.222222222223365,1
243.35,37.50000000000088,1
243.40666666666667,37.50000000000088,1
243.42666666666665,33.333333333334515,1
243.46,45.83333333333361,1
243.4933333333333,62.500000000000284,0
243.53333333333333,75.00000000000058,1
243.56666666666663,75.00000000000058,0
243.6033333333333,70.83333333333421,1
243.63333333333333,70.83333333333421,0
243.64,16.6666666666659,0
243.59666666666664,31.48148148148163,1
243.58666666666667,29.62962962962989,0
243.58333333333331,49.735449735449656,1
243.60333333333335,85.71428571428288,1
243.56333333333333,33.333333333334735,0
243.56333333333333,34.92063492063627,1
243.57,42.06349206349282,1
243.57,44.44444444444502,1
243.57,61.111111111110056,0
243.98666666666665,47.91666666666654,1
244.03333333333333,44.27083333333314,0
244.1,43.74999999999983,0
244.4766666666666,32.555018786902735,0
244.54666666666665,45.005611672278064,1
244.64666666666665,59.44055944055873,1
244.7,62.820512820511986,1
244.9533333333333,81.1463046757168,0
246.16666666666663,26.666666666666387,0
246.22,8.88888888888836,0
246.15,54.761904761904546,0
246.15,70.89947089947083,0
246.1133333333333,61.904761904761756,1
246.09000000000003,73.01587301587256,1
246.0966666666667,79.36507936507894,0
246.11000000000004,85.71428571428531,1
246.10666666666668,82.664995822891,1
246.11,58.333333333333705,0
246.11666666666667,49.99999999999997,1
246.1233333333333,42.42424242424193,0
243.13333333333333,66.66666666666761,0
243.1266666666667,62.247474747475366,1
243.17333333333332,51.13636363636466,0
243.23666666666665,45.83333333333361,0
243.25666666666663,45.83333333333361,0
243.30666666666667,54.166666666666366,0
243.31666666666663,50.0,1
243.33333333333331,54.166666666666366,0
243.41333333333333,46.6666666666659,1
243.44000000000003,56.66666666666533,0
243.44666666666672,66.66666666666477,1
243.45000000000007,79.99999999999828,0
243.46000000000004,83.33333333333142,0
243.4733333333334,86.66666666666458,1
243.47333333333336,83.33333333333144,0
243.48666666666668,86.66666666666553,1
243.49000000000007,79.74358974358908,0
243.51,84.61538461538456,0
243.4933333333333,36.3636363636362,0
243.50333333333333,54.54545454545517,0
243.50666666666663,66.66666666666752,0
243.51,75.757575757577,0
243.5133333333333,63.63636363636465,1
243.51333333333332,54.54545454545517,0
243.51333333333335,51.51515151515144,1
243.51666666666668,48.48484848484856,1
243.5333333333334,48.48484848484856,0
243.55000000000007,56.666666666667226,0
243.5666666666667,61.515151515151814,1
243.58,57.61904761904742,0
243.58333333333331,43.80952380952266,0
243.58666666666664,38.095238095236546,0
243.58333333333331,36.507936507934886,1
243.52,66.66666666666802,1
243.51,76.19047619047716,0
243.37,42.31884057970973,1
243.38,51.7632850241545,0
243.41,71.20772946859908,0
243.44666666666663,68.88888888888879,1
243.5533333333333,72.22222222222223,1
243.59666666666664,77.7777777777778,0
243.63333333333333,79.99999999999993,0
243.67,75.55555555555544,0
243.61999999999995,71.75925925925921,0
243.58,68.68945868945805,1
243.54,66.83760683760579,1
243.50666666666663,54.456654456653865,1
243.48,54.68975468975446,0
243.45,62.77056277056304,1
243.38,69.1142191142188,1
243.50333333333336,77.1929824561402,0
243.55000000000007,78.94736842105239,0
243.59000000000003,75.43859649122804,0
243.63,68.73065015479894,0
243.69666666666672,62.919246646027176,1
243.7433333333333,50.26260504201707,1
243.83666666666664,34.98168498168489,1
243.87,35.89743589743573,1
243.9,32.30769230769172,0
243.92,32.82051282051253,0
243.95666666666665,36.66666666666652,1
243.98333333333332,38.33333333333298,0
244.00666666666663,29.166666666665826,0
243.9966666666666,20.00000000000044,1
243.9633333333333,47.22222222222239,0
243.94666666666663,62.777777777778084,0
243.91333333333333,76.1111111111116,0
243.89,83.33333333333431,1
243.86666666666665,83.93939393939486,0
243.85,87.272727272728,0
243.33666666666667,62.35294117647146,0
243.31666666666663,69.49494949494998,0
243.31666666666663,69.49494949494998,1
243.2866666666666,80.21978021978012,0
243.27999999999997,85.71428571428595,0
243.26999999999995,85.71428571428595,1
243.26,76.19047619047636,1
243.25,71.42857142857117,0
243.27666666666667,76.6233766233772,1
243.29333333333332,80.08658008658112,1
243.31,81.81818181818281,1
243.5533333333333,64.10256410256358,1
243.67333333333332,56.410256410255954,0
243.72666666666672,48.71794871794831,1
243.76333333333335,43.16239316239307,1
243.85666666666668,37.37373737373759,0
243.9,38.38383838383855,1
