sma30_current,stoch_rsi_14_previous,class
243.04666666666665,83.93754063278692,1
243.02,100.0,1
243.03333333333336,95.6193041181328,0
243.0533333333333,100.0,1
243.07333333333332,100.0,1
243.09333333333333,91.26723929384715,0
243.11,100.0,0
243.1266666666667,91.04485588976624,0
243.15,91.04485588976627,0
243.16666666666663,80.65900828262838,1
243.17666666666665,47.10473139803854,1
243.21,21.14328396361089,1
243.2633333333333,37.71240329969313,0
243.31666666666663,0.0,1
243.38333333333333,30.89166434935492,1
243.42666666666665,0.0,1
243.46,19.99722085346585,1
243.4933333333333,52.247124095496886,1
243.53333333333333,65.41630055570515,0
243.56666666666663,77.31529121644729,1
243.6033333333333,42.492268864146226,0
243.63333333333333,73.85038129375035,1
243.65666666666667,73.85038129375035,0
243.63666666666668,0.0,0
243.58666666666667,24.28660159413655,1
243.58333333333331,59.07453707633842,0
243.59000000000003,81.57748574983876,1
243.59333333333336,100.0,1
243.56333333333333,43.946570765172176,0
243.57,21.344353790494136,1
243.57,85.1606708297445,1
243.57,47.872566859533435,1
243.56666666666663,100.0,0
244.03333333333333,70.48002307213666,1
244.1,51.17347630761283,0
244.15666666666667,60.38213367781202,0
244.54666666666665,35.33658083910636,0
244.6,56.738923307686385,1
244.7,9.551159609367305,1
244.77666666666664,27.14521603864653,1
245.04333333333332,100.0,0
246.18666666666664,0.0,0
246.23666666666665,28.756051257656274,0
246.15,100.0,0
246.13333333333333,96.13692187877035,0
246.10333333333332,84.15408982058239,1
246.0966666666667,100.0,1
246.11000000000004,100.0,0
246.10333333333332,100.0,1
246.10666666666665,100.0,1
246.11666666666667,31.103224557005788,0
246.1233333333333,45.14023347990386,1
246.1266666666667,0.0,0
243.1133333333333,78.71121629459716,0
243.17333333333332,2.7141294901922466,1
243.19333333333333,2.7141294901922466,0
243.25666666666663,24.515437246073876,0
243.28333333333333,46.63159785095691,0
243.31666666666663,62.11121912149045,0
243.33333333333331,16.70862091603072,1
243.33666666666667,59.7656923986028,0
243.43,3.608995139268009,1
243.44666666666672,83.94939056617491,0
243.45000000000007,83.94939056617491,1
243.46000000000004,83.94939056617491,0
243.4733333333334,100.0,0
243.47333333333336,100.0,1
243.48666666666668,48.37268506164109,0
243.49000000000007,90.97026693738823,1
243.51,60.409908302721284,0
243.52,96.68050150455852,0
243.50333333333333,54.67971582219765,0
243.50666666666663,99.72813516405235,0
243.51,99.72813516405235,0
243.5133333333333,87.71818431464987,0
243.51333333333332,61.85059786979043,1
243.51666666666668,74.8558425022343,0
243.51666666666668,74.8558425022343,1
243.5333333333334,74.8558425022343,1
243.55000000000007,88.80712605132376,0
243.5666666666667,100.0,0
243.58,84.38039864214826,1
243.58333333333331,64.67527056395471,0
243.58666666666664,64.67527056395471,0
243.58666666666664,59.37525096117794,0
243.57666666666668,4.7328939332397075,1
243.51,91.20842341977463,1
243.50333333333327,100.0,0
243.38,100.0,1
243.41,88.98375557720291,0
243.44666666666663,97.33353953636237,0
243.47333333333333,99.9887940515733,1
243.59666666666664,100.0,1
243.63333333333333,95.14327495117088,0
243.67,87.29779602613846,0
243.70666666666665,87.29779602613846,0
243.63,87.31825139682074,0
243.54,73.55320541789546,1
243.50666666666663,84.7822423933027,1
243.48,45.24559670624518,1
243.45,100.0,0
243.42,100.0,1
243.3766666666667,88.89314561000013,1
243.55000000000007,83.20548203416988,0
243.59000000000003,83.20548203416988,0
243.63,73.46664913090882,0
243.69666666666672,46.57993017179693,0
243.7433333333333,46.57993017179693,1
243.79333333333332,12.782206237349241,1
243.87,28.03718340851975,1
243.9,28.03718340851975,1
243.92,28.03718340851975,0
243.95666666666665,41.98050090227376,0
243.98333333333332,54.74475354537572,1
244.00666666666663,19.791215705546048,0
244.03333333333333,24.603018275446768,0
243.9833333333333,65.86169952882888,1
243.94666666666663,96.99007430814251,0
243.91333333333333,100.0,0
243.89,91.67590488561798,0
243.86666666666665,99.07300654103969,1
243.85,99.07300654103969,0
243.83666666666664,100.0,0
243.32333333333332,95.0612461296213,0
243.30666666666667,100.0,0
243.30666666666667,100.0,1
243.27999999999997,100.0,0
243.26999999999995,85.75895175068598,0
243.26,84.34089184237841,1
243.25,75.26046225985358,1
243.26666666666668,75.26046225985358,0
243.29333333333332,77.52234619578424,1
243.31,89.02189991712179,1
243.34333333333333,99.60371264094181,1
243.62,90.92470966997251,1
243.72666666666672,42.05776173905254,0
243.76333333333335,42.05776173905257,1
243.79333333333335,5.4375782736624965,1
243.9,41.903373211795305,0
243.94333333333333,11.12594936770667,1
