rsi14_previous,uosc_previous,class
-18.500407777050388,21.379885046451914,1
22.277730058028173,28.3890230229244,1
18.323516316432432,25.79184034575511,0
24.76988694583753,27.410741074107047,1
24.76988694583753,25.458241947805533,1
20.836230548135052,22.059716360914866,0
25.061974356347164,22.53823196687541,0
21.160900258450692,17.008123195731017,0
21.160900258450692,18.001621612297242,0
16.63657763603696,21.294207393056475,1
2.0195353174736543,18.823053158624145,1
6.891463635604608,19.400939442852376,1
10.70939285789956,22.734051092864657,0
-3.2624860165443152,19.806918388699184,1
5.487411210615363,23.976680400614004,1
-3.6859918027169267,16.410981582396726,1
1.4764203268832716,17.598505696236007,1
9.80194180284569,25.244667205092536,1
13.201650031964023,25.249840853002485,0
16.27345156714425,24.48608887900327,1
7.283662721075642,20.68233353947642,0
11.054133230035717,23.03139518331161,1
11.054133230035717,25.313688402191204,0
-5.936793576603848,26.07199817726034,0
-17.166401136642552,23.841362363563217,1
-1.8018360413373105,31.831787260358386,0
3.879108784747871,33.67464714709917,1
9.435306228375024,25.12902520365177,1
-11.488438602341231,34.5283789301762,0
-11.488438602341231,38.083953960731904,1
6.330362858200742,45.29616724738735,1
-1.4717048687383991,38.155061019383176,1
11.475843209984506,41.79587880618865,0
15.14059670309007,16.78437534159132,1
13.221505730246008,11.016211916399515,0
18.43960836214133,10.700751923449292,0
14.34111631089749,25.46232298297667,0
17.25881243782385,25.58364296705452,1
5.905346588094147,25.773341714390234,1
8.048925420453926,20.504068649828078,1
18.768620519672453,18.12724943793112,0
-0.8428364144832301,26.85638496189079,0
0.911012377284422,10.411822660098213,0
12.641082726109602,27.989222883602626,0
9.801070102429053,25.024668661996568,0
0.9916716784941996,18.11371851699863,1
14.416792227493048,17.01057028925865,1
14.416792227493048,18.533360537814385,0
14.416792227493048,23.974840469084764,1
19.221440772531565,30.05736330544499,1
1.8709722321077609,24.4884357996983,0
5.405951629219104,21.20493225785105,1
-2.5038297766230784,22.597534560382535,0
-6.150531008400961,33.06260287190153,0
-5.600105261462119,54.05018125867856,1
-5.600105261462119,40.04091994637346,0
-1.1787977486342385,31.2064848112204,0
3.306361955186631,29.467876039305487,0
6.4456307818778384,28.43357734007535,0
-2.762020923949265,31.432506261682025,1
5.9699577150342416,33.68136187095412,0
-12.486775411882064,34.19879062736174,1
6.856219078603374,37.75182677789487,0
6.856219078603374,35.26533304614739,1
6.856219078603374,35.51621465746649,0
10.721733542434123,35.2383180954608,0
14.178119011846904,30.00099267330749,1
-0.03684619839033587,33.81157340985156,0
11.691889745498088,41.478646253021104,1
3.2774596066687,35.67655987503232,0
13.264134705584324,42.090403875300176,0
-2.718588666353128,19.91795366795364,0
13.165260463896034,24.090984102535906,0
13.165260463896034,23.367220712535282,0
8.797373830786142,22.030616651112343,0
-0.6103819943709112,20.930118181710338,1
4.04546886116195,23.598901098901,0
4.04546886116195,22.619047619047183,1
4.04546886116195,19.07207006191723,1
9.105602555029165,23.222917307625213,0
13.440854767851606,30.54741988643785,0
7.7325750963479996,35.26624442880442,1
7.7325750963479996,35.5825206580791,0
7.7325750963479996,38.38355303274524,0
7.7325750963479996,40.77758625813279,0
0.05464813789346579,34.37470350558354,1
-3.859525899504817,24.869169266583878,1
4.479630263448527,23.64773866535798,0
24.075709840091942,45.57283897040844,1
14.870054547444001,40.707841220730856,0
21.847498941927253,38.199920714206435,0
24.066345659842824,34.934560388860234,1
24.99650351135679,30.68327462737411,1
20.89329138579868,22.414338104076982,0
14.265025644511836,21.35090829231859,0
14.265025644511836,19.118047448054604,0
-0.5454863517553861,17.842639591114217,0
-3.324890305382766,34.670474419431535,1
2.909462573438901,46.43433231459743,1
-0.23818501028578964,56.2979917565609,1
8.252658882880041,56.73128261177804,0
16.40549302351181,56.45098948670705,1
14.214068076582675,34.2869896061393,1
19.886834504894253,22.53983931420083,0
19.886834504894253,21.582156528700303,0
17.170004990813286,24.40108987600564,0
11.31837219125427,21.897842594564352,0
11.31837219125427,23.470062016355136,1
7.925117668432094,22.459849038908096,1
7.332991651174751,19.436342599255358,1
7.332991651174751,21.363808605188233,1
7.332991651174751,21.907519585081612,0
10.673170498435098,22.359463608892398,0
13.730899528751936,21.19047920468336,1
5.357636294818363,22.151191698592022,0
5.357636294818363,28.53547406734099,0
-16.133402973734732,26.59404670959333,1
-1.2465530181078464,36.42787091953472,0
9.36253235347283,36.99339763163145,0
3.7889043781124334,30.552163548508094,0
8.74183825941924,27.50345713227412,1
8.74183825941924,25.68820737495389,0
13.303380404559007,25.71765347360269,0
-1.5354069851347134,34.00538772919588,0
8.92272293346524,33.481268901568875,0
8.92272293346524,33.481268901568875,1
18.62249972232605,23.72247823860724,0
11.949982401766976,20.766228061634067,0
11.949982401766976,21.60682454800091,1
8.08071200286345,20.9438278518816,1
8.08071200286345,22.39925482890425,0
13.165609045334008,25.296009491734647,1
15.957350925430362,27.290729283839113,1
18.526293204782466,31.71212972033501,1
32.469328302472526,27.759254094145373,1
19.36181058648505,24.262813752372452,0
19.36181058648505,23.77513642819716,1
9.53922653204694,21.334289747762075,1
18.119227408984532,17.643596875088612,0
9.22750320370183,17.408876232405245,1
