ema20_previous,wpr14_previous,class
242.80494008222905,-54.54545454545549,1
242.9735719306936,-12.500000000000892,1
243.02817124666146,-23.529411764705984,0
243.10911759592483,-5.8823529411760775,1
243.18830584822425,-12.499999999999332,1
243.24745301310742,-21.428571428572152,0
243.32299027329418,-7.142857142856707,0
243.3803219293884,-14.285714285713414,0
243.43368119754837,-15.384615384614374,0
243.47541036069975,-23.07692307692375,1
243.4831061194764,-46.15384615384532,1
243.4959031496912,-41.66666666666706,1
243.5896667964339,-50.000000000002366,0
243.62481730125285,-74.99999999999824,1
243.62870159974887,-50.00000000000001,1
243.582892164194,-74.99999999999824,1
243.57499767236592,-62.49999999999911,1
243.58541488616103,-37.500000000000895,1
243.60585156366957,-24.99999999999823,0
243.6368412400411,-12.499999999999115,1
243.63988082045898,-37.500000000000895,0
243.65513026612962,-24.99999999999823,1
243.668927383641,-24.99999999999823,0
243.61136159673583,-83.33333333333412,0
243.5360683833497,-77.77777777777601,1
243.53263329922112,-55.55555555555521,0
243.5390491754857,-44.4444444444448,1
243.5724850856665,-14.285714285717187,1
243.496092165583,-57.14285714285656,0
243.4824772213984,-57.14285714285656,1
243.49515763676848,-33.333333333334906,1
243.49561881421917,-50.0,1
243.51805922863358,-16.666666666669823,0
244.81806398135518,-57.81250000000021,1
244.865743807797,-59.375000000000135,0
244.9529290156389,-53.125000000000036,0
245.1783164513054,-59.2592592592593,0
245.25567103400329,-40.909090909091375,1
245.29822466314442,-55.555555555556076,1
245.30821094057927,-30.769230769231612,1
245.34270306406464,-11.76470588235235,0
246.39915846957436,-80.00000000000115,0
246.28039620981326,-80.00000000000115,0
245.88114214902456,-5.5555555555552045,0
245.91805783334868,-23.80952380952355,0
245.89144822143643,-38.095238095238216,1
245.98850985045692,-14.285714285714672,1
246.04466204697792,-14.285714285714672,0
246.09546641525884,-14.285714285714672,1
246.30929454768696,-14.285714285713414,1
246.33322832528802,-58.33333333333294,0
246.3559530000833,-50.0,1
246.35597803129951,-66.66666666666825,0
243.2851107520689,-29.999999999998288,0
243.35144098069063,-54.54545454545431,1
243.3510051490398,-74.99999999999824,0
243.39164023291127,-62.49999999999911,0
243.41386236904182,-50.00000000000001,0
243.47282361897427,-37.500000000000895,0
243.46588803621484,-62.49999999999911,1
243.4801483739834,-37.500000000000895,0
243.42995816325836,-60.00000000000227,1
243.43941772418876,-20.0000000000017,0
243.4576868138441,-20.0000000000017,1
243.46826491104267,-20.0000000000017,0
243.4962859986712,-10.000000000002274,0
243.53264999060036,-0.0,1
243.53102823747517,-30.000000000001133,0
243.561107905178,-0.0,1
243.56778745378688,-20.0000000000017,0
243.6053778230587,-15.384615384614714,0
243.43341967851242,-63.63636363636294,0
243.47725870881715,-27.272727272725863,0
243.51543482358952,-27.272727272725863,0
243.53450022922726,-36.36363636363706,0
243.52972672332132,-54.54545454545431,1
243.53641941633828,-45.45454545454569,0
243.5436316920596,-45.45454545454569,1
243.55048787212868,-45.45454545454569,1
243.56323935261327,-36.36363636363706,0
243.5887635252758,-27.272727272725863,0
243.5963819356714,-40.000000000000576,1
243.60773809253936,-40.000000000000576,0
243.61950048044707,-57.14285714285889,0
243.63014264093502,-57.14285714285889,0
243.63466389959882,-66.66666666666825,1
243.3919082094387,-42.857142857141106,1
243.3992271261044,-28.57142857142741,0
243.30149203616463,-0.0,1
243.3799187624617,-30.43478260869539,0
243.50593417329483,-30.000000000000192,0
243.64494681463356,-23.333333333333908,1
243.9569343878308,-13.333333333333526,1
244.05805512794174,-19.999999999999808,0
244.11651058343682,-30.000000000000192,0
244.16791108290508,-30.000000000000192,0
243.3085189720704,-22.2222222222224,0
243.2692667032982,-33.333333333333336,1
243.30165569150776,-23.07692307692375,1
243.3139973557042,-44.4444444444448,1
243.35671059146011,-14.285714285717187,0
243.4423777568309,-9.09090909090862,1
243.61828912021068,-16.66666666666785,1
243.98626163883515,-21.052631578947604,0
244.06405391858522,-21.052631578947604,0
244.12193806068558,-26.31578947368413,0
244.15079849893291,-36.84210526315718,0
244.179885863592,-41.1764705882349,1
244.19370365394352,-50.00000000000089,1
244.20042475824815,-61.53846153846187,1
244.21079869360514,-61.53846153846187,1
244.22316017469691,-61.53846153846187,0
244.24238041160982,-69.99999999999885,0
244.27226949887117,-59.999999999999424,1
244.27282553840038,-80.00000000000115,0
244.26737754262746,-75.00000000000179,0
243.6010388386833,-66.66666666666667,1
243.60751389556057,-41.66666666666706,0
243.6309064056638,-24.999999999998817,0
243.64105947834895,-19.999999999998863,0
243.6597694012546,-9.999999999999432,1
243.67520965695155,-9.999999999999432,0
243.7031665309972,-9.09090909090862,0
243.07158298150074,-33.333333333333336,0
243.110795002005,-13.333333333332574,0
243.110795002005,-13.333333333332574,1
243.2985766221217,-7.142857142856707,0
243.35168511790573,-21.428571428572152,0
243.3982478919212,-21.428571428572152,1
243.4323400762957,-28.57142857142886,1
243.45723430681159,-28.57142857142886,0
243.54907212003056,-28.57142857142741,1
243.5914204416193,-27.272727272725863,1
243.6481860179817,-18.18181818181724,1
244.11850550148483,-30.76923076923127,1
244.2441792258726,-50.00000000000055,0
244.3003834654829,-50.00000000000055,1
244.3122491032734,-61.538461538461455,1
244.36961512845642,-50.000000000000604,0
244.38292331426982,-68.18181818181765,1
