sma10_previous,stoch_rsi_14_current,class
242.71,100.0,1
242.95,95.6193041181328,1
243.01,100.0,0
243.12000000000003,100.0,1
243.22000000000003,91.26723929384715,1
243.32,100.0,0
243.44,91.04485588976624,0
243.55,91.04485588976624,0
243.64000000000004,80.65900828262838,0
243.71,47.10473139803856,1
243.7,18.114273800187064,1
243.68,87.27427147493471,1
243.69,50.63369496578653,0
243.63,16.25870698135886,1
243.59,0.0,1
243.59,19.99722085346585,1
243.59,52.247124095496886,1
243.56,65.41630055570515,1
243.57,77.31529121644724,0
243.58,42.492268864146226,1
243.59,73.85038129375035,0
243.63,73.85038129375035,1
243.66000000000003,48.20598456844496,0
243.66,34.68016337260493,0
243.53000000000003,59.07453707633842,1
243.5,81.57748574983876,0
243.49,81.57748574983876,1
243.51,100.0,1
243.53000000000003,21.344353790494093,0
243.51,85.16067082974463,1
243.51,47.872566859533364,1
243.49,100.0,1
243.48999999999995,100.0,0
245.25,51.17347630761281,1
245.44,60.38213367781202,0
245.65,53.64109123823603,0
245.13,56.73892330768643,0
245.17,28.074346063089763,1
245.15,27.14521603864653,1
245.14,55.02432458915143,1
245.35,49.9573019241618,0
246.44,0.0,0
246.32,40.685717256242974,0
245.78,96.13692187877035,0
245.78000000000003,83.65620794864253,0
245.75,88.33454660443716,1
246.0,100.0,1
246.14,100.0,0
246.22,90.65426261383531,1
246.43,45.71769207521586,1
246.49,45.14023347990386,0
246.52000000000004,0.0,1
246.49,0.0,0
243.40000000000003,92.20395515751265,0
243.42,2.7141294901922466,1
243.41000000000003,25.70314745084002,0
243.40000000000003,46.63159785095691,0
243.42,83.19099685973963,0
243.48999999999995,16.708620916030778,0
243.49,59.765692398602866,1
243.47,37.79479690772285,0
243.47,28.476996527708703,1
243.43,83.94939056617491,0
243.45,83.94939056617491,1
243.45,100.0,0
243.47,100.0,0
243.48,48.37268506164109,1
243.48,90.97026693738823,0
243.54,60.409908302721284,1
243.57,96.68050150455852,0
243.64,54.879864698513906,0
243.41,99.72813516405235,0
243.40000000000003,99.72813516405235,0
243.42,87.71818431464987,0
243.44,61.85059786979043,0
243.44,74.8558425022343,1
243.47,74.8558425022343,0
243.55,74.8558425022343,1
243.6,88.80712605132376,1
243.63,100.0,0
243.67,84.38039864214826,0
243.66,64.67527056395471,1
243.64999999999995,64.67527056395471,0
243.64999999999995,59.37525096117794,0
243.67,4.7328939332397075,0
243.67,4.7328939332397075,1
243.31000000000003,100.0,1
243.32,100.0,0
243.25,88.98375557720291,1
243.3,97.33353953636237,0
243.44,99.9887940515733,0
243.58,92.37089664886213,1
244.02,95.14327495117088,1
244.17,87.29779602613846,0
244.36000000000004,87.29779602613846,0
244.53000000000003,84.26482981448916,0
243.05000000000004,91.96335811126708,0
243.4,84.7822423933027,1
243.38,45.24559670624518,1
243.39,100.0,1
243.42,100.0,0
243.48,73.35173393948969,1
243.65,100.0,1
244.1,83.20548203416988,0
244.22,73.46664913090882,0
244.3,46.5799301717969,0
244.32,46.57993017179693,0
244.36000000000004,12.782206237349241,1
244.41,0.0,1
244.39,28.03718340851975,1
244.37,28.03718340851975,1
244.31,41.98050090227376,0
244.28000000000003,54.74475354537569,0
244.26,19.791215705546048,1
244.23,24.603018275446768,0
244.22,0.0,0
243.42,89.5093114708942,1
243.44,100.0,0
243.48,91.67590488561798,0
243.52000000000004,99.07300654103969,0
243.57,99.07300654103969,1
243.63,100.0,0
243.7,91.60310406029741,0
243.08,89.38507814669218,0
243.12,90.51016299775259,0
243.12,90.51016299775259,1
243.33,85.75895175068598,0
243.4,84.34089184237841,0
243.48999999999995,75.26046225985358,1
243.52,75.26046225985358,1
243.56,96.12914387171419,0
243.67,89.02189991712179,1
243.72000000000003,99.60371264094181,1
243.78000000000003,100.0,1
244.18,42.05776173905254,1
244.38,42.05776173905254,0
244.45,5.437578273662547,1
244.5,0.0,1
244.6,11.125949367706623,0
244.62,11.12594936770667,1
