ema30_current,ema30_previous,class
242.9064445893394,242.9144385936486,1
243.01850375934106,242.98529712205425,1
243.07295857572075,243.01850375934106,0
243.12591803017983,243.07295857572075,1
243.16900913273852,243.12591803017983,1
243.2222233899707,243.16900913273852,0
243.2645439303941,243.2222233899707,0
243.3041341133707,243.2645439303941,0
243.33673633013032,243.3041341133707,0
243.34586248731742,243.33673633013032,1
243.35238200813052,243.34586248731742,1
243.41296710473262,243.36493252760067,1
243.47088257466632,243.43955676419841,0
243.49089959727473,243.48380094054627,1
243.51114733119223,243.50802759313214,1
243.51638037919358,243.51103901776986,1
243.53831606654,243.51638037919358,1
243.56528816115448,243.53831606654,1
243.59898958557525,243.56528816115448,0
243.61559564670355,243.59898958557525,1
243.6385908879724,243.61559564670355,0
243.6580847132489,243.6385908879724,1
243.6678514074358,243.6580847132489,0
243.62237725491042,243.6249990209944,0
243.5572512959214,243.564435182531,1
243.55900035080987,243.5572512959214,0
243.56366334150684,243.55900035080987,1
243.58336603101128,243.57855783038582,1
243.5214213098341,243.52979519327096,0
243.52850875478757,243.5214213098341,1
243.52666948028502,243.52850875478757,1
243.5378520944602,243.52666948028502,1
243.54730432363658,243.5378520944602,0
244.51612064941682,244.4607540082531,1
244.59977525694646,244.51612064941682,0
244.6621027891569,244.59977525694646,0
244.9420744841278,244.8740516610031,0
244.98130926921002,244.9420744841278,1
245.03193827759642,245.00309169998917,1
245.0788894936256,245.03193827759642,1
245.24903657255302,245.20260905760682,0
246.28980765402724,246.30332334604032,0
246.26714745935985,246.259489231279,0
246.0123613301241,245.99252418047746,0
246.00651919485588,246.0123613301241,0
245.9921113620766,245.9879062877316,1
246.06010885833803,246.0276145239743,1
246.0925246360728,246.06010885833803,0
246.10389229138343,246.0925246360728,1
246.23644310511844,246.22516331926442,1
246.25379274891387,246.2415524759692,0
246.25234010102352,246.25379274891387,1
246.24352063342891,246.25234010102352,0
243.2205418497942,243.21463646838947,0
243.28089761590496,243.26448111036132,1
243.29463519680388,243.28089761590496,0
243.34373575349878,243.32648786616485,0
243.37479195175356,243.34373575349878,0
243.39964405471613,243.39638398539182,0
243.41761487483325,243.39964405471613,1
243.42393897021861,243.41761487483325,0
243.42410123658908,243.42726740693783,1
243.4509150564587,243.43847632196517,0
243.46154236593262,243.4509150564587,1
243.47995350748016,243.46154236593262,0
243.50463737236697,243.47995350748016,0
243.50433818705292,243.50463737236697,1
243.5274488468061,243.50433818705292,0
243.5331384923867,243.5274488468061,1
243.56286053286743,243.5331384923867,0
243.56828340558047,243.56286053286743,0
243.48328075664506,243.45820252883306,0
243.50472318223603,243.48328075664506,0
243.51833061262766,243.50472318223603,0
243.518156918478,243.51833061262766,0
243.52343711728585,243.518156918478,1
243.52938558412598,243.52343711728585,0
243.5382682930937,243.53293242687215,1
243.55374722686386,243.5382682930937,1
243.5746791326489,243.55374722686386,0
243.5878089799962,243.5746791326489,0
243.5990828143981,243.5878089799962,1
243.6066025265857,243.5990828143981,0
243.6136370960516,243.6066025265857,0
243.61275728340317,243.6136370960516,0
243.60820259629585,243.6109253068412,1
243.44564288236637,243.44512963700657,1
243.44713194114186,243.44564288236637,0
243.37421708908798,243.3278241255824,1
243.45592857880862,243.37421708908798,0
243.54728943736094,243.45592857880862,0
243.61037443020547,243.54728943736094,1
243.85644193397408,243.77734837128372,1
243.9090599954189,243.85644193397408,0
243.9582833432222,243.9090599954189,0
243.9978793782641,243.9582833432222,0
243.45153097406842,243.4449527612511,0
243.396536989618,243.40234369508644,1
243.38667114944485,243.396536989618,1
243.39881450583863,243.38667114944485,1
243.4349719454776,243.39881450583863,0
243.45589342126888,243.4349719454776,1
243.55116065312336,243.50059506736,1
243.84584618770188,243.7787364802131,0
243.9001567717003,243.84584618770188,0
243.93806022124718,243.9001567717003,0
243.9815896951104,243.93806022124718,0
244.00980564679938,243.9815896951104,1
244.02430691472176,244.00980564679938,1
244.06860479992088,244.0487579907386,1
244.0861622437814,244.06860479992088,1
244.10601178417218,244.0861622437814,0
244.13607695205584,244.10601178417218,0
244.1482724278233,244.13607695205584,1
244.15867217268269,244.1482724278233,0
244.16295827937745,244.15867217268269,0
243.76111882855287,243.76964794867558,1
243.75568251648,243.7511221222051,0
243.74845244876752,243.75568251648,0
243.751167227999,243.74845244876752,0
243.75370686018329,243.751167227999,1
243.7645521100725,243.75370686018329,0
243.76925497953712,243.7645521100725,0
243.17870737328158,243.18844949648891,0
243.20746110117724,243.19741807780457,0
243.20746110117724,243.19741807780457,1
243.31198263316404,243.2873798290107,0
243.33398923361042,243.31198263316404,0
243.34812444047932,243.33398923361042,1
243.36134769851824,243.34812444047932,1
243.4011440900029,243.36134769851824,0
243.46527694348882,243.42990350741684,1
243.5048198352981,243.46527694348882,1
243.5597594287024,243.5048198352981,1
243.93845007052784,243.8712557949692,1
244.0523019226453,243.99727352745518,0
244.0793806299824,244.0523019226453,1
244.0962428590002,244.0793806299824,1
244.1833280151173,244.15436452698864,0
244.21042289110864,244.1833280151173,1
