rsi14_previous,stochk_14_current,class
-18.500407777050388,55.55555555555623,1
22.277730058028173,75.04713423831045,1
18.323516316432432,80.02450980392116,0
24.76988694583753,82.10784313725487,1
24.76988694583753,85.60924369747927,1
20.836230548135052,86.30952380952391,0
25.061974356347164,88.09523809523813,0
21.160900258450692,87.91208791208794,0
21.160900258450692,89.92673992674055,0
16.63657763603696,84.61538461538484,1
2.0195353174736543,74.35897435897455,1
6.891463635604608,58.13908313908306,1
10.70939285789956,68.18181818181891,0
-3.2624860165443152,47.222222222223365,1
5.487411210615363,37.50000000000088,1
-3.6859918027169267,37.50000000000088,1
1.4764203268832716,33.333333333334515,1
9.80194180284569,45.83333333333361,1
13.201650031964023,62.500000000000284,0
16.27345156714425,75.00000000000058,1
7.283662721075642,75.00000000000058,0
11.054133230035717,70.83333333333421,1
11.054133230035717,70.83333333333421,0
-5.936793576603848,16.6666666666659,0
-17.166401136642552,31.48148148148163,1
-1.8018360413373105,29.62962962962989,0
3.879108784747871,49.735449735449656,1
9.435306228375024,85.71428571428288,1
-11.488438602341231,33.333333333334735,0
-11.488438602341231,34.92063492063627,1
6.330362858200742,42.06349206349282,1
-1.4717048687383991,44.44444444444502,1
11.475843209984506,61.111111111110056,0
15.14059670309007,47.91666666666654,1
13.221505730246008,44.27083333333314,0
18.43960836214133,43.74999999999983,0
14.34111631089749,32.555018786902735,0
17.25881243782385,45.005611672278064,1
5.905346588094147,59.44055944055873,1
8.048925420453926,62.820512820511986,1
18.768620519672453,81.1463046757168,0
-0.8428364144832301,26.666666666666387,0
0.911012377284422,8.88888888888836,0
12.641082726109602,54.761904761904546,0
9.801070102429053,70.89947089947083,0
0.9916716784941996,61.904761904761756,1
14.416792227493048,73.01587301587256,1
14.416792227493048,79.36507936507894,0
14.416792227493048,85.71428571428531,1
19.221440772531565,82.664995822891,1
1.8709722321077609,58.333333333333705,0
5.405951629219104,49.99999999999997,1
-2.5038297766230784,42.42424242424193,0
-6.150531008400961,66.66666666666761,0
-5.600105261462119,62.247474747475366,1
-5.600105261462119,51.13636363636466,0
-1.1787977486342385,45.83333333333361,0
3.306361955186631,45.83333333333361,0
6.4456307818778384,54.166666666666366,0
-2.762020923949265,50.0,1
5.9699577150342416,54.166666666666366,0
-12.486775411882064,46.6666666666659,1
6.856219078603374,56.66666666666533,0
6.856219078603374,66.66666666666477,1
6.856219078603374,79.99999999999828,0
10.721733542434123,83.33333333333142,0
14.178119011846904,86.66666666666458,1
-0.03684619839033587,83.33333333333144,0
11.691889745498088,86.66666666666553,1
3.2774596066687,79.74358974358908,0
13.264134705584324,84.61538461538456,0
-2.718588666353128,36.3636363636362,0
13.165260463896034,54.54545454545517,0
13.165260463896034,66.66666666666752,0
8.797373830786142,75.757575757577,0
-0.6103819943709112,63.63636363636465,1
4.04546886116195,54.54545454545517,0
4.04546886116195,51.51515151515144,1
4.04546886116195,48.48484848484856,1
9.105602555029165,48.48484848484856,0
13.440854767851606,56.666666666667226,0
7.7325750963479996,61.515151515151814,1
7.7325750963479996,57.61904761904742,0
7.7325750963479996,43.80952380952266,0
7.7325750963479996,38.095238095236546,0
0.05464813789346579,36.507936507934886,1
-3.859525899504817,66.66666666666802,1
4.479630263448527,76.19047619047716,0
24.075709840091942,42.31884057970973,1
14.870054547444001,51.7632850241545,0
21.847498941927253,71.20772946859908,0
24.066345659842824,68.88888888888879,1
24.99650351135679,72.22222222222223,1
20.89329138579868,77.7777777777778,0
14.265025644511836,79.99999999999993,0
14.265025644511836,75.55555555555544,0
-0.5454863517553861,71.75925925925921,0
-3.324890305382766,68.68945868945805,1
2.909462573438901,66.83760683760579,1
-0.23818501028578964,54.456654456653865,1
8.252658882880041,54.68975468975446,0
16.40549302351181,62.77056277056304,1
14.214068076582675,69.1142191142188,1
19.886834504894253,77.1929824561402,0
19.886834504894253,78.94736842105239,0
17.170004990813286,75.43859649122804,0
11.31837219125427,68.73065015479894,0
11.31837219125427,62.919246646027176,1
7.925117668432094,50.26260504201707,1
7.332991651174751,34.98168498168489,1
7.332991651174751,35.89743589743573,1
7.332991651174751,32.30769230769172,0
10.673170498435098,32.82051282051253,0
13.730899528751936,36.66666666666652,1
5.357636294818363,38.33333333333298,0
5.357636294818363,29.166666666665826,0
-16.133402973734732,20.00000000000044,1
-1.2465530181078464,47.22222222222239,0
9.36253235347283,62.777777777778084,0
3.7889043781124334,76.1111111111116,0
8.74183825941924,83.33333333333431,1
8.74183825941924,83.93939393939486,0
13.303380404559007,87.272727272728,0
-1.5354069851347134,62.35294117647146,0
8.92272293346524,69.49494949494998,0
8.92272293346524,69.49494949494998,1
18.62249972232605,80.21978021978012,0
11.949982401766976,85.71428571428595,0
11.949982401766976,85.71428571428595,1
8.08071200286345,76.19047619047636,1
8.08071200286345,71.42857142857117,0
13.165609045334008,76.6233766233772,1
15.957350925430362,80.08658008658112,1
18.526293204782466,81.81818181818281,1
32.469328302472526,64.10256410256358,1
19.36181058648505,56.410256410255954,0
19.36181058648505,48.71794871794831,1
9.53922653204694,43.16239316239307,1
18.119227408984532,37.37373737373759,0
9.22750320370183,38.38383838383855,1
