ema30_previous,cci20_current,class
242.9144385936486,-5.2461893588155135,1
242.98529712205425,99.64844030261105,1
243.01850375934106,110.09598665324188,0
243.07295857572075,118.13748784129135,1
243.12591803017983,102.77251972195542,1
243.16900913273852,101.60461917177555,0
243.2222233899707,100.3399432682205,0
243.2645439303941,89.68626710730992,0
243.3041341133707,68.27101198753904,0
243.33673633013032,32.394986720875075,1
243.34586248731742,17.376334972152776,1
243.36493252760067,56.60882274233385,1
243.43955676419841,46.12032989732397,0
243.48380094054627,-21.389936685779873,1
243.50802759313214,-22.542948732960976,1
243.51103901776986,-20.4578161690408,1
243.51638037919358,-5.570503072135273,1
243.53831606654,22.473355404484664,1
243.56528816115448,35.34707220893523,0
243.59898958557525,21.45386919838161,1
243.61559564670355,12.885520981862042,0
243.6385908879724,17.67550166287405,1
243.6580847132489,4.125630396320813,0
243.6249990209944,-2.0737227803129046,0
243.564435182531,-25.677066905842857,1
243.5572512959214,-2.338440862321084,0
243.55900035080987,10.547870455276616,1
243.57855783038582,12.258992914290946,1
243.52979519327096,-14.242332073244302,0
243.5214213098341,0.9703462195385196,1
243.52850875478757,10.238648264406,1
243.52666948028502,19.323507012039247,1
243.5378520944602,22.83960877370644,0
244.4607540082531,109.76007684580786,1
244.51612064941682,129.27469851050364,0
244.59977525694646,116.8335175603984,0
244.8740516610031,41.128358894923416,0
244.9420744841278,5.13969696346237,1
245.00309169998917,-40.87334261773007,1
245.03193827759642,-17.44594112402482,1
245.20260905760682,33.85398713794782,0
246.30332334604032,-20.739605309821133,0
246.259489231279,-9.215831673515432,0
245.99252418047746,25.89207121538188,0
246.0123613301241,4.899010655049458,0
245.9879062877316,10.991475998205106,1
246.0276145239743,36.012724055309526,1
246.06010885833803,26.147137271377325,0
246.0925246360728,27.29378253288497,1
246.22516331926442,29.7656349240886,1
246.2415524759692,14.143147764342453,0
246.25379274891387,2.0851578464506475,1
246.25234010102352,-7.261784423761567,0
243.21463646838947,4.780772878864045,0
243.26448111036132,6.085607295325249,1
243.28089761590496,7.188800424040278,0
243.32648786616485,2.1009215482277104,0
243.34373575349878,13.61464718202567,0
243.39638398539182,0.20043701683465748,0
243.39964405471613,7.924009113693473,1
243.41761487483325,7.531457996277207,0
243.42726740693783,-10.411599856539748,1
243.43847632196517,10.140571851998343,0
243.4509150564587,8.22626594311218,1
243.46154236593262,9.765658378716743,0
243.47995350748016,14.775753384074203,0
243.50463737236697,2.1417909680533183,1
243.50433818705292,9.911069303424178,0
243.5274488468061,9.208627722924962,1
243.5331384923867,18.145792771847308,0
243.56286053286743,5.850694705330643,0
243.45820252883306,9.652149004273683,0
243.48328075664506,20.26930105213196,0
243.50472318223603,13.115409356906445,0
243.51833061262766,0.833927506682864,0
243.518156918478,0.939608246004676,1
243.52343711728585,3.1367038261502755,0
243.53293242687215,3.4611657206133217,1
243.5382682930937,5.674975250800742,1
243.55374722686386,11.796352820485128,0
243.5746791326489,10.130429276936669,0
243.5878089799962,11.943945899210016,1
243.5990828143981,9.425589734790103,0
243.6066025265857,12.83912261043683,0
243.6136370960516,7.65208519321725,0
243.6109253068412,-3.198362438428628,1
243.44512963700657,3.243530777866139,1
243.44564288236637,3.8957750319798015,0
243.3278241255824,53.23339883118257,1
243.37421708908798,81.26922607053814,0
243.45592857880862,74.21045323853883,0
243.54728943736094,63.40041732585371,1
243.77734837128372,72.71933333719154,1
243.85644193397408,53.48038510436458,0
243.9090599954189,47.84670512663989,0
243.9582833432222,33.988418858753775,0
243.4449527612511,-0.8910111586722304,0
243.40234369508644,12.392035230359134,1
243.396536989618,13.509100802101527,1
243.38667114944485,25.668331938763128,1
243.39881450583863,47.22420794620932,0
243.4349719454776,42.381220758079394,1
243.50059506736,48.90305073382071,1
243.7787364802131,57.30386052527028,0
243.84584618770188,40.55640701603382,0
243.9001567717003,30.855470731062226,0
243.93806022124718,23.595819521913274,0
243.9815896951104,16.19296836541758,1
244.00980564679938,4.502136624000659,1
244.0487579907386,7.772618861589832,1
244.06860479992088,2.7048614745744044,1
244.0861622437814,10.71052978113523,0
244.10601178417218,9.698608741341415,0
244.13607695205584,0.6776176913504856,1
244.1482724278233,-8.931676518642751,0
244.15867217268269,-9.510773940587145,0
243.76964794867558,-9.49549615052686,1
243.7511221222051,4.75144124788355,0
243.75568251648,10.296391239332738,0
243.74845244876752,11.884766391672391,0
243.751167227999,13.592463685693614,1
243.75370686018329,21.434841484245624,0
243.7645521100725,19.8635981471046,0
243.18844949648891,11.257494564432543,0
243.19741807780457,27.25157464553147,0
243.19741807780457,27.25157464553147,1
243.2873798290107,41.91020903772641,0
243.31198263316404,34.01671443472049,0
243.33398923361042,17.0666316563346,1
243.34812444047932,19.222055811979352,1
243.36134769851824,29.773144487819053,0
243.42990350741684,29.379781247449113,1
243.46527694348882,35.21259547724794,1
243.5048198352981,40.734461919147456,1
243.8712557949692,53.98320106426594,1
243.99727352745518,38.219495655535404,0
244.0523019226453,21.17743824044208,1
244.0793806299824,7.177210102232031,1
244.15436452698864,20.735353093439898,0
244.1833280151173,11.970500309451449,1
